% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=SpectralShapeStatistics blockSize=882 stepSize=441
2.20500000e+02,1.27594083e+02,0.00000000e+00,-7.23083084e+01
1.44347585e+02,1.26451827e+02,8.97063807e-01,-1.84050809e+01
3.98313840e+01,4.07781026e+01,1.59781307e+00,-3.20947943e+00
3.75244979e+01,3.71488354e+01,9.39532921e-01,-1.03252245e+01
2.93572058e+01,3.58994044e+01,1.14292127e+00,-5.54973778e+00
3.10557465e+01,3.65054989e+01,1.01315901e+00,-7.02594298e+00
3.58087877e+01,3.63801349e+01,7.77869772e-01,-1.13150346e+01
3.56086848e+01,3.53533581e+01,8.64724493e-01,-1.18013005e+01
4.06392510e+01,3.63681306e+01,5.69724098e-01,-1.65916073e+01
3.15280111e+01,3.33566643e+01,1.06177901e+00,-8.70800219e+00
2.92452707e+01,3.41141366e+01,1.21480135e+00,-6.25011416e+00
2.98321735e+01,3.28744530e+01,1.19365938e+00,-7.59214424e+00
2.70176493e+01,3.13097441e+01,1.39874802e+00,-5.34515334e+00
3.00931116e+01,3.24908882e+01,1.20287412e+00,-7.90343538e+00
3.30478562e+01,3.88689819e+01,1.90496435e+00,-1.94384151e+00
4.59806681e+01,5.70619762e+01,1.62177523e+00,-3.91433634e+00
5.00934690e+01,5.67933627e+01,1.51287083e+00,-6.11798768e+00
4.65576057e+01,5.83170687e+01,1.72033206e+00,-3.51535545e+00
5.21231874e+01,5.97657676e+01,1.61333599e+00,-5.65586903e+00
4.53705063e+01,5.82869238e+01,1.82670575e+00,-2.66222528e+00
4.18221026e+01,5.46889584e+01,2.07910871e+00,-9.75723830e-01
4.34583043e+01,5.58147542e+01,2.03804179e+00,-1.61750035e+00
4.31432886e+01,5.30111188e+01,2.06723424e+00,-1.80060441e+00
3.60238179e+01,4.85965885e+01,2.34708033e+00,1.30409544e+00
3.76090274e+01,4.89794830e+01,2.26195070e+00,4.60030488e-01
5.83582035e+01,7.17421459e+01,1.37677809e+00,-5.54258101e+00
8.77880178e+01,7.91923123e+01,6.58253278e-01,-1.69219191e+01
8.14205932e+01,7.67611916e+01,7.30397980e-01,-1.46992514e+01
8.38345817e+01,7.49848366e+01,6.97230410e-01,-1.71899685e+01
7.30890744e+01,7.35258276e+01,9.51251697e-01,-1.16387566e+01
7.59227624e+01,7.63556247e+01,9.47075233e-01,-1.17042037e+01
6.57925355e+01,7.18121120e+01,1.16094997e+00,-8.65578428e+00
6.31410385e+01,7.00785295e+01,1.20853409e+00,-8.09290336e+00
6.84187543e+01,7.13977400e+01,1.09736543e+00,-1.00861605e+01
6.40012042e+01,6.90022650e+01,1.28219075e+00,-8.55441356e+00
6.17266922e+01,6.98228349e+01,1.23004629e+00,-7.54553894e+00
5.72528974e+01,6.41787098e+01,1.38646064e+00,-7.16222413e+00
5.75289613e+01,6.48824652e+01,1.31221535e+00,-7.25247363e+00
5.56815324e+01,6.48952492e+01,1.37930986e+00,-6.33691001e+00
5.70635874e+01,6.50760297e+01,1.38834244e+00,-6.76376749e+00
5.47646305e+01,6.45182692e+01,1.37656853e+00,-6.11902887e+00
5.79332969e+01,6.25781334e+01,1.30615637e+00,-8.33042721e+00
5.74736139e+01,6.28593335e+01,1.31495780e+00,-7.97667094e+00
5.42779586e+01,6.13154919e+01,1.39726855e+00,-6.95491808e+00
5.43860724e+01,6.18598947e+01,1.39353631e+00,-6.70792277e+00
5.71503338e+01,6.25972423e+01,1.27433711e+00,-8.01062540e+00
5.55345010e+01,6.09052076e+01,1.36389284e+00,-7.68173440e+00
5.81970746e+01,6.08168120e+01,1.28890993e+00,-9.26629474e+00
5.40018683e+01,5.97339563e+01,1.37079859e+00,-7.45114760e+00
5.77510427e+01,6.11879099e+01,1.34314293e+00,-8.59108527e+00
5.65681617e+01,6.01698510e+01,1.48776454e+00,-8.01333373e+00
1.03975441e+02,8.97083073e+01,4.80318609e-01,-1.98326155e+01
7.71579179e+01,9.01997250e+01,9.14130060e-01,-8.09901375e+00
5.44658058e+01,7.76985353e+01,1.47455286e+00,-3.30180430e+00
7.51326320e+01,8.06267637e+01,1.04582576e+00,-9.54792741e+00
6.22532220e+01,6.61534959e+01,1.29048119e+00,-8.59968206e+00
6.19848827e+01,6.52065431e+01,1.26495323e+00,-8.82331057e+00
6.28926977e+01,6.15948215e+01,1.07392775e+00,-1.17430926e+01
6.02012515e+01,6.10912863e+01,1.11389874e+00,-1.04054450e+01
5.53756661e+01,6.02302967e+01,1.25454868e+00,-8.01808412e+00
5.95563017e+01,6.07463755e+01,1.14572753e+00,-1.01065757e+01
5.89634816e+01,6.09363385e+01,1.15114070e+00,-9.69377012e+00
6.33739335e+01,6.25038401e+01,1.17842502e+00,-1.11598417e+01
4.75051891e+01,6.00890491e+01,1.58399682e+00,-3.85644895e+00
5.72960146e+01,6.29005167e+01,1.48009527e+00,-7.15188409e+00
5.24047306e+01,6.24794043e+01,1.66428905e+00,-4.70359582e+00
5.43638262e+01,5.98435079e+01,1.68565113e+00,-6.34515709e+00
4.27439626e+01,5.53786840e+01,1.98437159e+00,-1.76118888e+00
4.49019121e+01,5.72589115e+01,1.85136227e+00,-2.58435222e+00
5.12810933e+01,5.85065703e+01,1.69086544e+00,-5.40773584e+00
4.35791915e+01,5.75269899e+01,1.91846438e+00,-1.89821438e+00
3.85580062e+01,6.06382610e+01,2.17927120e+00,7.68357986e-01
3.80856035e+01,6.13893165e+01,2.17006603e+00,9.21731848e-01
4.83628437e+01,6.99449117e+01,1.65182198e+00,-2.54312034e+00
4.85006096e+01,7.02051916e+01,1.67672594e+00,-2.40036423e+00
5.32618566e+01,6.95995142e+01,1.51950473e+00,-4.07212291e+00
