% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=AmplitudeModulation blockSize=882 stepSize=441
3.75000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.75000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.75000000e+00,1.40443215e-08,1.44540253e-10,5.26662055e-08,9.75000000e+00,1.34763967e-08,3.73278123e-09,1.31394867e-07
3.75000000e+00,1.33162964e-04,1.35771541e-06,4.99361116e-04,9.75000000e+00,1.27827682e-04,3.51425975e-05,1.24631990e-03
3.75000000e+00,2.83173274e-04,2.80062075e-06,1.06189978e-03,9.75000000e+00,2.72165471e-04,7.28277844e-05,2.65361334e-03
3.75000000e+00,1.03701050e-03,1.03522805e-05,3.88878938e-03,9.75000000e+00,9.96325243e-04,2.68621401e-04,9.71417112e-03
3.75000000e+00,2.53779449e-03,2.42656569e-05,9.51672934e-03,9.75000000e+00,2.44239144e-03,6.34779968e-04,2.38133165e-02
3.75000000e+00,2.32331273e-03,2.24820553e-05,8.71242275e-03,9.75000000e+00,2.23492873e-03,5.87206639e-04,2.17905551e-02
3.75000000e+00,2.04137404e-03,2.01491710e-05,7.65515265e-03,9.75000000e+00,1.96217480e-03,5.24422538e-04,1.91312043e-02
3.75000000e+00,1.82535481e-03,1.75127454e-05,6.84508054e-03,9.75000000e+00,1.75650077e-03,4.58226891e-04,1.71258825e-02
3.75000000e+00,1.55011248e-03,1.54797157e-05,5.81292181e-03,9.75000000e+00,1.48927349e-03,4.02015366e-04,1.45204165e-02
3.75000000e+00,2.42717418e-03,2.35524034e-05,9.10190316e-03,9.75000000e+00,2.33458269e-03,6.15100918e-04,2.27621812e-02
3.75000000e+00,2.66575255e-03,2.66199642e-05,9.99657205e-03,9.75000000e+00,2.56112927e-03,6.91407062e-04,2.49710104e-02
3.75000000e+00,2.47277079e-03,2.42542126e-05,9.27289046e-03,9.75000000e+00,2.37742990e-03,6.32113069e-04,2.31799415e-02
3.75000000e+00,2.22956478e-03,2.21749430e-05,8.36086793e-03,9.75000000e+00,2.14240981e-03,5.76204552e-04,2.08884956e-02
3.75000000e+00,1.61293235e-03,1.57962670e-05,6.04849632e-03,9.75000000e+00,1.55083935e-03,4.11609393e-04,1.51206836e-02
3.75000000e+00,1.86456246e-03,1.78328183e-05,6.99210924e-03,9.75000000e+00,1.79445249e-03,4.66275414e-04,1.74959118e-02
3.75000000e+00,2.13548940e-03,2.05451480e-05,8.00808526e-03,9.75000000e+00,2.05471525e-03,5.37262561e-04,2.00334737e-02
3.75000000e+00,2.09008429e-03,1.92195648e-05,7.83781607e-03,9.75000000e+00,2.01449192e-03,5.06660247e-04,1.96412963e-02
3.75000000e+00,1.91680521e-03,1.90880319e-05,7.18801954e-03,9.75000000e+00,1.84178452e-03,4.95761608e-04,1.79573991e-02
3.75000000e+00,1.78038483e-03,1.62556582e-05,6.67644313e-03,9.75000000e+00,1.71644529e-03,4.29135169e-04,1.67353416e-02
3.75000000e+00,2.23515154e-03,2.15235927e-05,8.38181827e-03,9.75000000e+00,2.15053426e-03,5.62358436e-04,2.09677091e-02
3.75000000e+00,1.87993823e-03,1.74870344e-05,7.04976837e-03,9.75000000e+00,1.81116687e-03,4.60061886e-04,1.76588770e-02
3.75000000e+00,2.18301401e-03,2.14600877e-05,8.18630255e-03,9.75000000e+00,2.09866250e-03,5.58486572e-04,2.04619594e-02
3.75000000e+00,2.09776934e-03,1.98195111e-05,7.86663502e-03,9.75000000e+00,2.01983855e-03,5.19598654e-04,1.96934258e-02
3.75000000e+00,2.14691142e-03,2.08985837e-05,8.05091782e-03,9.75000000e+00,2.06476070e-03,5.44741370e-04,2.01314168e-02
3.75000000e+00,1.79934556e-03,1.69217875e-05,6.74754587e-03,9.75000000e+00,1.73280743e-03,4.43809844e-04,1.68948725e-02
3.75000000e+00,2.20648415e-03,2.17409772e-05,8.27431558e-03,9.75000000e+00,2.12102914e-03,5.65714901e-04,2.06800341e-02
3.75000000e+00,1.97641459e-03,1.87939279e-05,7.41155472e-03,9.75000000e+00,1.90252283e-03,4.91844526e-04,1.85495976e-02
3.75000000e+00,2.31319361e-03,2.26069551e-05,8.67447605e-03,9.75000000e+00,2.22433143e-03,5.88720931e-04,2.16872315e-02
3.75000000e+00,2.01187833e-03,1.91258466e-05,7.54454373e-03,9.75000000e+00,1.93668445e-03,5.00154213e-04,1.88826734e-02
3.75000000e+00,2.01650151e-03,1.93791918e-05,7.56188066e-03,9.75000000e+00,1.94031760e-03,5.05947191e-04,1.89180966e-02
3.75000000e+00,1.70615458e-03,1.63463064e-05,6.39807966e-03,9.75000000e+00,1.64189431e-03,4.26683488e-04,1.60084695e-02
3.75000000e+00,1.99648539e-03,1.92632792e-05,7.48682021e-03,9.75000000e+00,1.92076107e-03,5.02388682e-04,1.87274204e-02
3.75000000e+00,1.68703040e-03,1.60902281e-05,6.32636401e-03,9.75000000e+00,1.62377299e-03,4.20518587e-04,1.58317867e-02
3.75000000e+00,1.82741578e-03,1.75511897e-05,6.85280916e-03,9.75000000e+00,1.75841548e-03,4.58576873e-04,1.71445509e-02
3.75000000e+00,1.68137403e-03,1.61626657e-05,6.30515260e-03,9.75000000e+00,1.61783441e-03,4.22046173e-04,1.57738855e-02
3.75000000e+00,1.57274073e-03,1.50136786e-05,5.89777775e-03,9.75000000e+00,1.51371280e-03,3.92759477e-04,1.47586998e-02
3.75000000e+00,1.88049226e-03,1.80661924e-05,7.05184598e-03,9.75000000e+00,1.80946846e-03,4.71877586e-04,1.76423175e-02
