% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=MFCC blockSize=882 stepSize=441
-1.39725070e+00,-8.23792592e-01,-9.85613136e-01,-7.41268124e-01,3.11384171e-01,1.49154159e-01,6.38488610e-01,1.48914018e-01,1.79766354e-01,3.17294984e-01,1.45429587e-02,9.41653694e-02,-1.17244641e-01
-3.02685309e-01,1.20439509e-03,1.02888376e-01,1.21477517e-01,6.17573081e-01,1.51188032e-01,-1.43425280e-01,1.32554184e-01,-9.67147128e-02,-5.94656825e-01,-2.91181319e-01,3.16106569e-02,-1.89281806e-01
1.34976146e+00,-3.60733926e-01,1.62844145e+00,-2.33411021e-01,-3.79726712e-01,2.78324486e-01,-7.35627377e-02,2.12175833e-01,1.52213862e-01,8.01375691e-02,2.23758210e-01,7.03722797e-02,4.91943395e-02
1.44520967e+00,-2.44098908e-01,2.00146015e+00,-3.31075260e-01,-3.45665476e-01,3.55547647e-01,-3.66344308e-01,-2.46328792e-02,1.58453467e-01,-2.87604294e-01,-3.00382886e-01,-1.95506299e-03,9.85971966e-02
9.69057479e-01,-1.06064981e+00,1.86638749e+00,-3.75133309e-02,-6.62234423e-02,2.81918031e-01,-4.21569453e-01,-4.46367047e-02,3.66400414e-01,2.66063723e-01,1.79494454e-01,-3.14687644e-02,-2.74553717e-01
1.00360376e+00,-9.14617001e-01,1.87986486e+00,-1.82972012e-01,-1.84926757e-01,2.54935881e-01,-3.59274384e-01,-2.55823746e-02,3.84887045e-01,2.26221436e-01,1.30170776e-01,9.15889207e-02,-1.38684475e-01
1.50901762e+00,-3.73101117e-01,1.89964262e+00,-3.16954854e-01,-3.41970392e-01,4.69184310e-01,-3.82184424e-01,-8.03577887e-02,-1.96941012e-02,-3.31723145e-01,-3.09038833e-01,-1.03571535e-01,1.08555017e-01
1.56983711e+00,-5.37508627e-01,1.66276435e+00,-4.69516273e-01,-5.69903882e-01,1.33631009e-01,-3.14196243e-01,3.06716844e-01,1.62762339e-01,-2.94467914e-01,-4.63189339e-02,1.89228795e-03,-1.68924000e-02
1.62565589e+00,-4.13159190e-01,1.77238475e+00,-2.34636758e-01,-2.48993680e-01,4.99950900e-01,-3.40736384e-01,-3.53437716e-01,2.52470351e-01,-6.13229344e-02,2.87033111e-01,1.16897901e-01,9.24071406e-02
1.16522980e+00,-1.03765688e+00,1.56109895e+00,-1.64750062e-01,3.19810011e-01,6.57951560e-01,-5.46952941e-01,-1.76789603e-01,3.14331905e-01,-2.35726776e-02,9.71396407e-02,1.11347650e-01,2.14132862e-01
1.45396366e+00,-9.72635738e-01,1.29331162e+00,-2.75352012e-01,1.10784976e-01,2.47489858e-01,-8.29894852e-01,-1.65972606e-01,4.53675346e-01,9.36401974e-02,1.90117671e-01,-3.19805546e-02,2.80426511e-01
1.25219727e+00,-1.50454493e+00,1.50713976e+00,-2.56655830e-01,7.37968998e-04,2.44501514e-01,-8.32111114e-01,8.03546575e-03,2.70630786e-01,-4.87283775e-01,2.75051849e-02,-2.59170638e-01,4.96160764e-02
1.06014152e+00,-1.32925169e+00,1.67984901e+00,-3.06515758e-01,2.95369657e-01,3.01311649e-01,-5.34064175e-01,1.81090393e-02,7.07926948e-02,-7.42437480e-01,-2.43193311e-02,-6.18783107e-02,1.90035501e-01
1.13670696e+00,-1.15104601e+00,1.58349258e+00,-2.37590633e-01,-1.65195422e-01,3.66398856e-01,-3.69953708e-01,-4.36616967e-01,3.42789842e-02,-2.26792811e-01,-1.02507627e-01,-2.96163318e-01,1.39918162e-01
3.79370465e-01,-2.01811175e+00,7.59624526e-01,-6.87042292e-01,-3.10209217e-01,5.71537599e-01,-2.17203256e-01,1.33629169e-02,1.00793348e-01,-4.89112597e-01,8.96790169e-02,-3.41866262e-01,-2.05460830e-01
1.41593448e+00,-9.25901194e-01,1.69484441e+00,-2.06317394e-01,-6.62699842e-01,-2.01459830e-02,-5.15652434e-01,-6.21598080e-02,1.10746540e-01,-4.92493829e-01,-1.73437095e-01,-3.29219775e-01,1.44916741e-01
1.12792696e+00,-1.12374903e+00,1.39816701e+00,-4.02268579e-01,1.89360444e-01,7.50794963e-01,-3.80257103e-01,3.03236053e-01,4.11976933e-01,-4.55330342e-02,8.14153204e-02,-3.72746368e-01,-3.48962492e-01
1.33965697e+00,-1.13139427e+00,1.63912376e+00,-2.60110802e-01,-1.89322924e-01,4.07293494e-01,-1.99490959e-01,3.48072657e-01,1.86430784e-01,-2.66674306e-01,9.40898282e-02,8.02434598e-03,-2.63293113e-02
1.31983956e+00,-9.36946931e-01,1.30926042e+00,-4.28695056e-01,1.60757350e-01,3.61275213e-01,-3.60599587e-01,1.57910417e-01,2.77425484e-01,-6.75861339e-02,2.47224476e-01,2.04424856e-02,1.03780759e-01
1.78079455e+00,-6.86923887e-01,1.26228697e+00,-3.06558337e-01,-1.08557120e-01,1.89145991e-01,-5.84734675e-01,-3.52720552e-01,-5.20348150e-02,-4.54489293e-01,1.88368762e-01,-1.25328403e-01,-2.67555455e-01
1.39940065e+00,-1.01432827e+00,2.23447798e+00,2.96572392e-01,1.30280640e-01,-8.61196744e-02,-5.13167570e-01,6.72203849e-02,3.68610526e-01,-2.82201075e-01,1.50085443e-02,-1.69942017e-01,2.05476836e-01
1.76038729e+00,-1.58069815e+00,1.22198982e+00,-1.55716493e-01,1.79599804e-01,2.57776429e-01,-1.86911344e-01,-2.97209366e-01,4.79164269e-01,-4.40167795e-01,1.68889258e-01,-1.76817518e-01,-1.41486980e-01
9.73393883e-01,-1.36185593e+00,1.43669754e+00,-5.13533370e-01,1.32614495e-01,2.24457266e-01,-2.19498113e-01,1.41057456e-01,4.54026762e-01,-3.97628541e-01,8.12911757e-02,-4.56390148e-01,-4.50183548e-01
9.85893339e-01,-1.25184067e+00,1.48061347e+00,-7.66087330e-02,-1.59561881e-01,8.69737258e-01,9.28501322e-02,3.58635887e-01,4.85018965e-01,-1.15524102e-01,1.16910627e-01,-6.27413503e-02,-6.67902728e-02
1.21332637e+00,-1.25994541e+00,1.44942930e+00,-5.17982367e-01,2.04615017e-02,6.55145511e-01,-3.62488796e-01,3.74557547e-01,6.79507492e-01,-3.21648098e-01,3.75792488e-01,3.59326057e-01,1.12823768e-01
1.29452311e+00,-1.26026405e+00,1.25506843e+00,-5.16305241e-01,-1.95288751e-01,3.97945387e-01,-2.74912069e-01,-1.23723652e-01,1.31855291e-01,-2.92711824e-01,-1.37241906e-01,-6.81797702e-02,-1.01917244e-01
1.00034323e+00,-1.15121173e+00,1.86909984e+00,-1.51812818e-01,-2.07775901e-01,2.87198870e-01,-6.06034225e-01,-4.40961421e-02,1.52616692e-01,-1.75388637e-01,1.11300450e-02,-1.43683137e-02,-2.57722524e-01
1.50854860e+00,-7.66326313e-01,1.46379957e+00,-2.65098903e-01,1.68510902e-01,4.31212944e-01,-1.19510310e-01,1.28862387e-01,2.58009232e-01,-1.46817242e-01,-7.69586345e-02,-1.10944270e-01,-2.55047897e-02
1.42893493e+00,-5.78745632e-01,1.70187249e+00,-9.94213040e-03,-4.12377624e-02,5.51257088e-01,-7.61760893e-01,-6.68490357e-02,5.85793475e-01,3.39332660e-01,1.09422664e-01,1.10099927e-01,-6.65361001e-02
1.04895180e+00,-8.47556696e-01,1.76483822e+00,4.32679784e-01,4.37501626e-01,4.40388518e-01,-7.13242622e-01,1.73784071e-01,1.33037654e-01,-2.67872303e-01,-2.41074341e-01,3.64874617e-02,-2.69372314e-01
9.97855146e-01,-1.14131258e+00,1.47451331e+00,-3.30534380e-02,1.60617673e-01,5.65191184e-01,-6.55413411e-01,4.30066919e-01,2.57674487e-01,2.61754251e-01,1.07847051e-01,-3.22567813e-02,-1.80672789e-01
9.63516438e-01,-9.32166858e-01,1.59317284e+00,-5.21591519e-01,-3.12172692e-01,7.36221558e-01,-1.33000768e-01,2.44156918e-01,-6.37571291e-02,-2.61672645e-01,2.03604420e-01,2.60071683e-01,-5.57651297e-02
1.27623343e+00,-9.93895909e-01,1.45326159e+00,-4.61717404e-01,-3.03745574e-01,2.04555715e-01,-7.01913196e-01,1.06289891e-01,2.64942269e-01,1.42677259e-01,4.65433553e-01,1.80088533e-01,-6.24014913e-02
