% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=LPC blockSize=882 stepSize=441
-1.13416988e-01,7.91988417e-01
-1.78403756e-01,7.61737089e-01
-1.41111382e+00,5.61806113e-01
-1.74973630e+00,8.95385656e-01
-1.73114274e+00,8.77666712e-01
-1.77128082e+00,9.06360840e-01
-1.80694827e+00,9.27631154e-01
-1.80887319e+00,9.27095395e-01
-1.81163188e+00,9.32591831e-01
-1.80014119e+00,9.35040405e-01
-1.78692032e+00,9.27620626e-01
-1.81881707e+00,9.47658680e-01
-1.78019188e+00,9.34453910e-01
-1.80941913e+00,9.68881092e-01
-1.81015377e+00,9.55407419e-01
-1.79949502e+00,9.35264250e-01
-1.79852871e+00,9.41525595e-01
-1.79556793e+00,9.33283285e-01
-1.80466114e+00,9.36970552e-01
-1.78297335e+00,9.11061989e-01
-1.81027639e+00,9.18495656e-01
-1.79328310e+00,9.15941371e-01
-1.80057602e+00,9.44954584e-01
-1.80142479e+00,9.52857708e-01
-1.79842392e+00,9.53168620e-01
-1.80132490e+00,9.43578732e-01
-1.79839771e+00,9.39585418e-01
-1.77798014e+00,9.21836257e-01
-1.79343913e+00,9.11091658e-01
-1.77138619e+00,8.89587041e-01
-1.74865594e+00,8.94482790e-01
-1.74452026e+00,9.00282103e-01
-1.75442017e+00,9.11549814e-01
-1.76953139e+00,9.21096464e-01
-1.78985638e+00,9.27165076e-01
-1.80918254e+00,9.50262804e-01
-1.81634142e+00,9.44404929e-01
-1.81896353e+00,9.32663130e-01
-1.82223551e+00,9.33900785e-01
-1.83860553e+00,9.16723803e-01
-1.32748712e+00,3.39485062e-01
-1.17544525e+00,1.83068917e-01
-1.84228965e+00,8.44827912e-01
-1.43391983e+00,4.37941567e-01
-1.66148498e+00,6.64829304e-01
-1.39548999e+00,4.00439596e-01
-1.30657650e+00,3.12322440e-01
-1.60144757e+00,6.05386875e-01
-1.87626293e+00,8.81549793e-01
-1.61488567e+00,6.26768320e-01
-1.71698154e+00,7.28060163e-01
-1.83733811e+00,8.48682971e-01
-1.86641381e+00,9.40880232e-01
-1.88604869e+00,9.70520130e-01
-1.85987160e+00,9.54005599e-01
-1.85650663e+00,9.37057018e-01
-1.82070378e+00,8.68195310e-01
-1.68235712e+00,7.96240361e-01
-1.80148989e+00,8.93127123e-01
-1.86819504e+00,9.16163124e-01
-1.88326842e+00,9.17852358e-01
-1.45498970e+00,5.17661486e-01
-1.78513014e+00,8.48415567e-01
-1.35714064e+00,3.77888469e-01
-1.88573418e+00,9.01509716e-01
-1.77592111e+00,7.96408534e-01
-1.87605364e+00,8.96854834e-01
-1.90215725e+00,9.23054742e-01
-1.93808723e+00,9.60197792e-01
-1.88784065e+00,9.11291454e-01
-1.92803232e+00,9.50536833e-01
-1.64886890e+00,6.71945861e-01
-1.80206674e+00,8.29167752e-01
-1.92831038e+00,9.60510458e-01
-1.79735491e+00,8.28000502e-01
-1.80146212e+00,8.21498570e-01
-1.86822485e+00,8.82660682e-01
-1.80701097e+00,8.12835624e-01
-1.92659650e+00,9.31273239e-01
-1.82396035e+00,8.28702604e-01
-1.73427889e+00,7.38736556e-01
-1.52075827e+00,5.25252533e-01
-1.27798775e+00,2.87381817e-01
-1.69820081e+00,7.03225144e-01
-1.52646808e+00,5.44112308e-01
-1.86066786e+00,8.71993222e-01
-1.73761634e+00,7.43642840e-01
-1.58868805e+00,5.94809337e-01
-1.85945201e+00,8.65187501e-01
-1.64220068e+00,6.49400981e-01
-1.80783263e+00,8.13311040e-01
-1.91482944e+00,9.22328694e-01
-1.86198847e+00,8.94840385e-01
-1.85986526e+00,9.07716237e-01
-1.84270727e+00,9.15789364e-01
-1.85335335e+00,9.52041987e-01
-1.88569794e+00,9.65501176e-01
-1.88601767e+00,9.56181703e-01
-1.88500113e+00,9.29174538e-01
-1.31295912e+00,3.37591880e-01
-1.96799221e+00,9.79099433e-01
-1.64166155e+00,6.57281320e-01
-1.93339660e+00,9.47249879e-01
-1.72630188e+00,7.37675140e-01
-1.66210892e+00,6.66694018e-01
-1.74489524e+00,7.48399225e-01
-1.79679021e+00,7.99984196e-01
-1.46733191e+00,4.71742853e-01
-1.53131323e+00,5.34833896e-01
-1.40401011e+00,4.08032682e-01
-1.39232422e+00,3.96456059e-01
-1.58079504e+00,5.84053925e-01
-1.50581869e+00,5.09772149e-01
-1.73110943e+00,7.34403134e-01
-1.65861303e+00,6.62552483e-01
-1.78454099e+00,7.88322845e-01
-1.84690258e+00,8.54069442e-01
-1.87266843e+00,8.82337788e-01
-1.90823007e+00,9.20659521e-01
-1.90349711e+00,9.16682779e-01
-1.75024260e+00,7.59024879e-01
-1.96308437e+00,9.69494778e-01
-1.79272534e+00,8.02177902e-01
