% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=LPC blockSize=882 stepSize=441
nan,nan
-7.21153846e-01,-2.21153846e-01
-1.73366455e+00,7.40311838e-01
-1.28228207e+00,2.98487876e-01
-1.47120605e+00,4.85323186e-01
-1.67925340e+00,6.90044464e-01
-1.53124735e+00,5.41666443e-01
-1.81507282e+00,8.23952831e-01
-1.76978950e+00,7.82558980e-01
-1.85335636e+00,8.62949922e-01
-1.72188749e+00,7.28067506e-01
-1.71762950e+00,7.23398589e-01
-1.84092497e+00,8.46977782e-01
-1.71175980e+00,7.19059855e-01
-1.92690979e+00,9.34700530e-01
-1.80345331e+00,8.12224212e-01
-1.78478651e+00,7.91897417e-01
-1.49717339e+00,5.03375177e-01
-1.65164299e+00,6.56068892e-01
-1.47091748e+00,4.77303387e-01
-1.67214846e+00,6.80522642e-01
-1.55043257e+00,5.64421295e-01
-1.82106835e+00,8.29642983e-01
-1.70794288e+00,7.22500079e-01
-1.52155044e+00,5.35971120e-01
-1.74726663e+00,7.53594512e-01
-1.72379364e+00,7.33534572e-01
-1.78954245e+00,8.02276289e-01
-1.77834604e+00,7.92320785e-01
-1.74763121e+00,7.60859019e-01
-1.87079140e+00,8.83504581e-01
-1.73809319e+00,7.54371114e-01
-1.82279611e+00,8.39359720e-01
-1.79989837e+00,8.16565967e-01
-1.70461078e+00,7.22893632e-01
-1.85007318e+00,8.74669404e-01
-1.85029596e+00,8.74907936e-01
-1.83345481e+00,8.55146571e-01
-1.79336018e+00,8.16361196e-01
-1.75159524e+00,7.68907556e-01
-1.80778568e+00,8.20643744e-01
-1.70274070e+00,7.15510610e-01
-1.82417125e+00,8.32166677e-01
-1.72739582e+00,7.35838688e-01
-1.69218870e+00,7.08982781e-01
-1.61909850e+00,6.52360091e-01
-1.59132515e+00,6.23714865e-01
-1.54086286e+00,5.74046302e-01
-1.38414552e+00,4.58110159e-01
-1.40212672e+00,4.60539878e-01
-1.41112494e+00,4.79926378e-01
-1.44519791e+00,4.96986141e-01
-1.49617880e+00,5.37272799e-01
-1.28221697e+00,2.96350163e-01
-1.65115497e+00,6.59537462e-01
-1.54035963e+00,5.52853452e-01
-1.66603392e+00,6.79367082e-01
-1.86689925e+00,8.78846244e-01
-1.71913448e+00,7.31870062e-01
-1.77312678e+00,7.84592472e-01
