music,file,frame,perceptualSharpness_mean,perceptualSharpness_var
1,alpha_2017_05_14__11_36_00.wav,28,1.61103514,0.018147797364085106
1,alpha_2017_05_14__11_36_00.wav,29,1.5790234516,0.03884466829048243
1,alpha_2017_05_14__11_36_00.wav,30,1.4838199454,0.022107801425966276
1,alpha_2017_05_14__11_36_00.wav,31,1.4119703732,0.0027112790865942344
1,alpha_2017_05_14__11_36_00.wav,32,1.4503160994,0.013598110212492005
1,alpha_2017_05_14__11_36_00.wav,33,1.4574191639,0.010768471919039617
1,alpha_2017_05_14__11_36_00.wav,34,1.6179397441,0.0790485035321802
1,alpha_2017_05_14__11_36_00.wav,35,1.4946587541,0.0039956592215463944
1,alpha_2017_05_14__11_36_00.wav,36,1.453843007,0.003415419331518495
1,alpha_2017_05_14__11_36_00.wav,37,1.5686908683,0.07642098042361282
1,alpha_2017_05_14__11_36_00.wav,38,1.4860301508,0.011725163673289612
1,alpha_2017_05_14__11_36_00.wav,39,1.4855092795,0.030951579920103885
1,alpha_2017_05_14__11_39_00.wav,0,1.7428109858,0.16707237184701074
1,alpha_2017_05_14__11_39_00.wav,1,1.6853030033,0.007523739497340047
1,alpha_2017_05_14__11_39_00.wav,2,1.6303837445,0.014661739423168655
1,alpha_2017_05_14__11_39_00.wav,3,1.5909647878,0.015374266141081176
1,alpha_2017_05_14__11_39_00.wav,4,1.5571300475,0.025567671125873298
1,alpha_2017_05_14__11_39_00.wav,5,1.665287427,0.044694855221266566
1,alpha_2017_05_14__11_39_00.wav,6,1.7453546812,0.1253321716384279
1,alpha_2017_05_14__11_39_00.wav,7,1.4511798676,0.029512876351719248
1,alpha_2017_05_14__11_39_00.wav,8,1.28391737226,0.07283173412640058
1,alpha_2017_05_14__11_39_00.wav,9,1.3143377603,0.07763876466427111
1,alpha_2017_05_14__11_39_00.wav,10,1.580637792,0.03746778877360782
1,alpha_2017_05_14__11_39_00.wav,11,1.5342026850000001,0.01453460833829032
1,alpha_2017_05_14__11_39_00.wav,12,1.5765226155,0.04512109180255819
1,alpha_2017_05_14__11_39_00.wav,13,1.5724440351,0.06527087461323708
1,alpha_2017_05_14__11_39_00.wav,14,1.36832700079,0.07229950863220029
1,alpha_2017_05_14__11_39_00.wav,15,1.4800810677,0.056800163337374726
1,alpha_2017_05_14__11_39_00.wav,16,1.5430874314,0.06353381269294445
1,alpha_2017_05_14__11_39_00.wav,17,1.4771399572,0.03193035789425016
1,alpha_2017_05_14__11_39_00.wav,18,1.6271296031,0.11884387780126845
1,alpha_2017_05_14__11_39_00.wav,19,1.3619711832,0.05435517235691762
1,alpha_2017_05_14__11_39_00.wav,20,1.4900364676,0.028476676273189838
1,alpha_2017_05_14__11_39_00.wav,21,1.5237956325,0.08477619769764806
1,alpha_2017_05_14__11_39_00.wav,22,1.583483383,0.06103009824579614
1,alpha_2017_05_14__11_39_00.wav,23,1.4287888434,0.06615986144692416
1,alpha_2017_05_14__11_39_00.wav,24,1.5901735038,0.024064156813175985
1,alpha_2017_05_14__11_39_00.wav,25,1.6281823405,0.0664916171584831
1,alpha_2017_05_14__11_39_00.wav,26,1.3459374071,0.051229297992998364
1,alpha_2017_05_14__11_39_00.wav,27,1.4930081548,0.07229910604092407
1,alpha_2017_05_14__11_39_00.wav,28,1.5170050501,0.040216023438777296
1,alpha_2017_05_14__11_39_00.wav,29,1.6658678483,0.024027786727377938
1,alpha_2017_05_14__11_39_00.wav,30,1.431560088,0.04158067382893849
1,alpha_2017_05_14__11_39_00.wav,31,1.3592898819,0.05438345294509695
1,alpha_2017_05_14__11_39_00.wav,32,1.3869312426,0.08298227806224667
1,alpha_2017_05_14__11_39_00.wav,33,1.4093033853,0.03669846944011903
1,alpha_2017_05_14__11_39_00.wav,34,1.7744802119,0.012810444705076467
1,alpha_2017_05_14__11_39_00.wav,35,1.7735770999,0.03197732361580237
1,alpha_2017_05_14__11_39_00.wav,36,1.5549317422,0.027906016894906398
1,alpha_2017_05_14__11_39_00.wav,37,1.5330588389,0.02339278648852442
1,alpha_2017_05_14__11_39_00.wav,38,1.5842334133,0.02445976117032507
1,alpha_2017_05_14__11_39_00.wav,39,1.7321200384,0.013962374588893886
1,alpha_2017_05_14__11_42_00.wav,0,1.6142113407,0.20529589964694953
1,alpha_2017_05_14__11_42_00.wav,1,1.6074573124,0.08496656271233187
1,alpha_2017_05_14__11_42_00.wav,2,1.5310539391,0.05497142946352808
1,alpha_2017_05_14__11_42_00.wav,3,1.5335981185,0.042414304837012924
1,alpha_2017_05_14__11_42_00.wav,4,1.5800918295,0.0736798203676907
1,alpha_2017_05_14__11_42_00.wav,5,1.5191752108,0.01969989710661055
1,alpha_2017_05_14__11_42_00.wav,6,1.4886010344,0.007617724918390007
1,alpha_2017_05_14__11_42_00.wav,7,1.4691320676,0.03428367978364496
1,alpha_2017_05_14__11_42_00.wav,8,1.5714492861,0.022349249860569097
1,alpha_2017_05_14__11_42_00.wav,9,1.5520521827,0.0074640315270426095
1,alpha_2017_05_14__11_42_00.wav,10,1.5782962842,0.009235709400423382
1,alpha_2017_05_14__11_42_00.wav,11,1.4617175734,0.0035862177642413855
1,alpha_2017_05_14__11_42_00.wav,12,1.5088420295,0.019149873381823015
1,alpha_2017_05_14__11_42_00.wav,13,1.5403692301,0.01661075303019236
1,alpha_2017_05_14__11_42_00.wav,14,1.5985108765,0.13126427295024096
1,alpha_2017_05_14__11_42_00.wav,15,1.5034550449,0.017806273720797645
1,alpha_2017_05_14__11_42_00.wav,16,1.591917896,0.09182095055715529
1,alpha_2017_05_14__11_42_00.wav,17,1.5628293836,0.07087320573521258
1,alpha_2017_05_14__11_42_00.wav,18,1.4833729388,0.030219616400003653
1,alpha_2017_05_14__11_42_00.wav,19,1.6240238666,0.09074807510082
1,alpha_2017_05_14__11_42_00.wav,20,1.5924049323,0.06626836963609938
1,alpha_2017_05_14__11_42_00.wav,21,1.455388687,0.01325043791447727
1,alpha_2017_05_14__11_42_00.wav,22,1.4062381172,0.021818696465979805
1,alpha_2017_05_14__11_42_00.wav,23,1.4943626849,0.01756237471782802
1,alpha_2017_05_14__11_42_00.wav,24,1.4003724748,0.027616650961917434
1,alpha_2017_05_14__11_42_00.wav,25,1.4373127014,0.033700392212674894
1,alpha_2017_05_14__11_42_00.wav,26,1.3712585375,0.026944458944328068
1,alpha_2017_05_14__11_42_00.wav,27,1.4047822603,0.02419294101363616
1,alpha_2017_05_14__11_42_00.wav,28,1.4157516670999999,0.04061444087319533
1,alpha_2017_05_14__11_42_00.wav,29,1.4867133789,0.009564832033114003
1,alpha_2017_05_14__11_42_00.wav,30,1.491770201,0.0931617623282968
1,alpha_2017_05_14__11_42_00.wav,31,1.4195580474,0.03828046318166551
1,alpha_2017_05_14__11_42_00.wav,32,1.5045146189,0.009435553589670999
1,alpha_2017_05_14__11_42_00.wav,33,1.4611197812,0.026874065669286632
1,alpha_2017_05_14__11_42_00.wav,34,1.3323724875,0.013347032988813451
1,alpha_2017_05_14__11_42_00.wav,35,1.38957506653,0.05492733756322962
1,alpha_2017_05_14__11_42_00.wav,36,1.5743057503,0.08632275589736194
1,alpha_2017_05_14__11_42_00.wav,37,1.4911852844,0.042959178563776415
1,alpha_2017_05_14__11_42_00.wav,38,1.4749591469,0.029610460744453112
1,alpha_2017_05_14__11_42_00.wav,39,1.4435767913,0.07688764922812659
1,alpha_2017_05_14__11_45_00.wav,0,1.8629284319,0.15222657054982627
1,alpha_2017_05_14__11_45_00.wav,1,1.7987183517,0.025493354825834594
1,alpha_2017_05_14__11_45_00.wav,2,1.7881483955,0.053910609547940934
1,alpha_2017_05_14__11_45_00.wav,3,1.8231692641,0.03319552377526592
1,alpha_2017_05_14__11_45_00.wav,4,1.8179464406,0.030452738564237764
1,alpha_2017_05_14__11_45_00.wav,5,1.858130859,0.046694766355627554
1,alpha_2017_05_14__11_45_00.wav,6,1.9781098711,0.10664113971081025
1,alpha_2017_05_14__11_45_00.wav,7,1.7856407154,0.022247597954721553
1,alpha_2017_05_14__11_45_00.wav,8,1.7996046998,0.03489610560623093
1,alpha_2017_05_14__11_45_00.wav,9,1.8570658559,0.08351991159346069
1,alpha_2017_05_14__11_45_00.wav,10,1.7854214748,0.025096203858554066
1,alpha_2017_05_14__11_45_00.wav,11,1.7602129568,0.0403150634722426
1,alpha_2017_05_14__11_45_00.wav,12,1.8178155704,0.034095645914515464
1,alpha_2017_05_14__11_45_00.wav,13,1.6940553481,0.022263084179242554
1,alpha_2017_05_14__11_45_00.wav,14,1.8116147458,0.043098110205219434
1,alpha_2017_05_14__11_45_00.wav,15,1.8275318934,0.02933716052330429
1,alpha_2017_05_14__11_45_00.wav,16,1.728943801,0.04874102461160361
1,alpha_2017_05_14__11_45_00.wav,17,1.8012877906,0.03580553963898984
1,alpha_2017_05_14__11_45_00.wav,18,1.8278391892,0.04325320626966125
1,alpha_2017_05_14__11_45_00.wav,19,1.7258479559,0.01639761371807831
1,alpha_2017_05_14__11_45_00.wav,20,1.9127726105,0.042328459133401046
1,alpha_2017_05_14__11_45_00.wav,21,1.7078656164,0.02834382648924051
1,alpha_2017_05_14__11_45_00.wav,22,1.6747994647,0.017659176769740298
1,alpha_2017_05_14__11_45_00.wav,23,1.7922691399,0.07983626775566546
1,alpha_2017_05_14__11_45_00.wav,24,1.7193508374,0.03170148978095291
1,alpha_2017_05_14__11_45_00.wav,25,1.7604923373,0.02908327613331376
1,alpha_2017_05_14__22_13_00.wav,0,1.7044845656,0.19582129181521496
1,alpha_2017_05_14__22_13_00.wav,1,1.4046822509,0.050735774765992295
1,alpha_2017_05_14__22_13_00.wav,2,1.5339263902,0.03927451242458324
1,alpha_2017_05_14__22_13_00.wav,3,1.6409521366,0.049355124325869366
1,alpha_2017_05_14__22_13_00.wav,4,1.5678091675,0.023216801499967254
1,alpha_2017_05_14__22_13_00.wav,5,1.5633345295,0.039018425631669275
1,alpha_2017_05_14__22_13_00.wav,6,1.6506645561,0.03506884397801711
1,alpha_2017_05_14__22_13_00.wav,7,1.6986145565,0.02253116112221677
1,alpha_2017_05_14__22_13_00.wav,8,1.5158092002,0.011534853073284484
1,alpha_2017_05_14__22_13_00.wav,9,1.6191351546,0.03027837326316806
1,alpha_2017_05_14__22_13_00.wav,10,1.5499846143,0.036861163175672416
1,alpha_2017_05_14__22_13_00.wav,11,1.6394438233,0.010909430224943662
1,alpha_2017_05_14__22_13_00.wav,12,1.5710592231,0.028290422170735366
1,alpha_2017_05_14__22_13_00.wav,13,1.6367153399,0.03850211499235392
1,alpha_2017_05_14__22_13_00.wav,14,1.6429965528,0.02535691904299733
1,alpha_2017_05_14__22_13_00.wav,15,1.5605603981,0.005778853345351433
1,alpha_2017_05_14__22_13_00.wav,16,1.6484630883,0.021286957170801438
1,alpha_2017_05_14__22_13_00.wav,17,1.6494743077,0.03683575784786074
1,alpha_2017_05_14__22_13_00.wav,18,1.8239605839,0.04151211054291831
1,alpha_2017_05_14__22_13_00.wav,19,1.800782573,0.02309696053561093
1,alpha_2017_05_14__22_13_00.wav,20,1.5319089602,0.02663328174418933
1,alpha_2017_05_14__22_13_00.wav,21,1.7351165552,0.026795211665283536
1,alpha_2017_05_14__22_13_00.wav,22,1.5860180119,0.00598889920625208
1,alpha_2017_05_14__22_13_00.wav,23,1.6407177947,0.02992924538788012
1,alpha_2017_05_14__22_13_00.wav,24,1.6111627499,0.041723647587414814
1,alpha_2017_05_14__22_13_00.wav,25,1.7927514962,0.06713918955501834
1,alpha_2017_05_14__22_13_00.wav,26,1.7887602051,0.04627392169549989
1,alpha_2017_05_14__22_13_00.wav,27,1.5451851071,0.009668980142636528
1,alpha_2017_05_14__22_13_00.wav,28,1.6632458971,0.0275026411033015
1,alpha_2017_05_14__22_13_00.wav,29,1.4232439118,0.014074556989065217
1,alpha_2017_05_14__22_13_00.wav,30,1.5865025306,0.06785402036061561
1,alpha_2017_05_14__22_13_00.wav,31,1.5237109876,0.04295107332857127
1,alpha_2017_05_14__22_13_00.wav,32,1.816615533,0.02567152320763663
1,alpha_2017_05_14__22_13_00.wav,33,1.8197827229,0.018410183563692967
1,alpha_2017_05_14__22_13_00.wav,34,1.5461776221,0.013205881122140505
1,alpha_2017_05_14__22_13_00.wav,35,1.7787634605,0.08970788195115006
1,alpha_2017_05_14__22_13_00.wav,36,1.5978591593,0.017276005157391472
1,alpha_2017_05_14__22_13_00.wav,37,1.6430100167,0.036517840278721916
1,alpha_2017_05_14__22_13_00.wav,38,1.570359059,0.022114153996881915
1,alpha_2017_05_14__22_13_00.wav,39,1.7246080844,0.04684241476368919
1,alpha_2017_05_14__22_17_00.wav,0,1.8096541615,0.1611663859216353
1,alpha_2017_05_14__22_17_00.wav,1,1.7730143979,0.04044933637579352
1,alpha_2017_05_14__22_17_00.wav,2,1.8798759855,0.026644977859357277
1,alpha_2017_05_14__22_17_00.wav,3,1.839377164,0.048072152087373886
1,alpha_2017_05_14__22_17_00.wav,4,1.7902255542,0.02130003962605655
1,alpha_2017_05_14__22_17_00.wav,5,1.6560304429,0.02025445125191155
1,alpha_2017_05_14__22_17_00.wav,6,1.6010808854,0.02242300271577666
1,alpha_2017_05_14__22_17_00.wav,7,1.7860071947,0.02835443890909531
1,alpha_2017_05_14__22_17_00.wav,8,1.821783434,0.03743032060500408
1,alpha_2017_05_14__22_17_00.wav,9,1.6141926253,0.03082326501473951
1,alpha_2017_05_14__22_17_00.wav,10,1.7157759727,0.03235648700272982
1,alpha_2017_05_14__22_17_00.wav,11,1.8132297493,0.04487369926510341
1,alpha_2017_05_14__22_17_00.wav,12,1.6632750514,0.015205980559142606
1,alpha_2017_05_14__22_17_00.wav,13,1.7727742699,0.023936345389228193
1,alpha_2017_05_14__22_17_00.wav,14,1.8874479219,0.05533744720205344
1,alpha_2017_05_14__22_17_00.wav,15,1.763900939,0.05339295065318756
1,alpha_2017_05_14__22_17_00.wav,16,1.6755515651,0.029392890688722764
1,alpha_2017_05_14__22_17_00.wav,17,1.6325162163,0.017446723732248252
1,alpha_2017_05_14__22_17_00.wav,18,1.6635137806,0.0242156064231824
1,alpha_2017_05_14__22_17_00.wav,19,1.7058948749,0.02648866063160169
1,alpha_2017_05_14__22_17_00.wav,20,1.6014526149000001,0.024294636969887724
1,alpha_2017_05_14__22_17_00.wav,21,1.5283478496,0.01272093526495042
1,alpha_2017_05_14__22_17_00.wav,22,1.5912334548,0.026398520208272172
1,alpha_2017_05_14__22_17_00.wav,23,1.6459522073,0.014635824538298106
1,alpha_2017_05_14__22_17_00.wav,24,1.7504917614,0.026288969635136192
1,alpha_2017_05_14__22_17_00.wav,25,1.8379739251,0.007546435463648585
1,alpha_2017_05_14__22_17_00.wav,26,1.7079475285,0.022950456912697016
1,alpha_2017_05_14__22_17_00.wav,27,1.7284983063000001,0.04187231040540627
1,alpha_2017_05_14__22_17_00.wav,28,1.595246686,0.03634674574188572
1,alpha_2017_05_14__22_17_00.wav,29,1.672507738,0.02232538069116673
1,alpha_2017_05_14__22_17_00.wav,30,1.7050569795,0.02718142693425807
1,alpha_2017_05_14__22_17_00.wav,31,1.7731812485,0.022978953713397157
1,alpha_2017_05_14__22_17_00.wav,32,1.6898944056,0.03791113266013639
1,alpha_2017_05_14__22_17_00.wav,33,1.7123621118,0.04063316176314492
1,alpha_2017_05_14__22_17_00.wav,34,1.6063853199,0.01068624592510017
1,alpha_2017_05_14__22_17_00.wav,35,1.6144786732,0.038968866724362845
1,alpha_2017_05_14__22_17_00.wav,36,1.7100725336,0.045372624585841355
1,alpha_2017_05_14__22_17_00.wav,37,1.7447999751,0.02117313108580835
1,alpha_2017_05_14__22_17_00.wav,38,1.7769063886,0.08017292703838978
1,alpha_2017_05_14__22_17_00.wav,39,1.6412506228000001,0.024976249267245985
1,alpha_2017_05_14__22_21_00.wav,0,1.5823100052,0.22673760380534927
1,alpha_2017_05_14__22_21_00.wav,1,1.6705581791,0.057239551958837315
1,alpha_2017_05_14__22_21_00.wav,2,1.7660906395,0.01415396796797075
1,alpha_2017_05_14__22_21_00.wav,3,1.7356681244,0.012097858139613556
1,alpha_2017_05_14__22_21_00.wav,4,1.456367909,0.06533668446528396
1,alpha_2017_05_14__22_21_00.wav,5,1.6750774905,0.04887828673830021
1,alpha_2017_05_14__22_21_00.wav,6,1.6766782561,0.022131726089154494
1,alpha_2017_05_14__22_21_00.wav,7,1.7731607901,0.029906416831230773
1,alpha_2017_05_14__22_21_00.wav,8,1.6776627939,0.03608929844937935
1,alpha_2017_05_14__22_21_00.wav,9,1.869332676,0.19729061164859207
1,alpha_2017_05_14__22_21_00.wav,10,1.7634318247,0.024816767210852228
1,alpha_2017_05_14__22_21_00.wav,11,1.8455862687,0.015760649458678885
1,alpha_2017_05_14__22_21_00.wav,12,1.6963146567,0.03478214195722284
1,alpha_2017_05_14__22_21_00.wav,13,1.6999030661,0.0058368721096684695
1,alpha_2017_05_14__22_21_00.wav,14,1.75761269,0.033173161172348406
1,alpha_2017_05_14__22_21_00.wav,15,1.7775689646,0.016199074218487423
1,alpha_2017_05_14__22_21_00.wav,16,1.8307669147,0.010624960372768244
1,alpha_2017_05_14__22_21_00.wav,17,1.7213706574,0.04318438004353186
1,alpha_2017_05_14__22_21_00.wav,18,1.6552990264,0.04990310452833815
1,alpha_2017_05_14__22_21_00.wav,19,1.6671764716,0.04563133494275056
1,alpha_2017_05_14__22_21_00.wav,20,1.7225239032,0.01437298080360291
1,alpha_2017_05_14__22_21_00.wav,21,1.6650148996,0.03751354106003843
1,alpha_2017_05_14__22_21_00.wav,22,1.8019324107999999,0.023189376590371638
1,alpha_2017_05_14__22_21_00.wav,23,1.7538990501,0.02662624477059594
1,alpha_2017_05_14__22_21_00.wav,24,1.5843186932,0.05512902785916797
1,alpha_2017_05_14__22_21_00.wav,25,1.8179118827,0.045903244031316286
1,alpha_2017_05_14__22_21_00.wav,26,1.798701996,0.013406715062078025
1,alpha_2017_05_14__22_21_00.wav,27,1.8268127279,0.06961385499517568
1,alpha_2017_05_14__22_21_00.wav,28,1.7679666391,0.022747046218324716
1,alpha_2017_05_14__22_21_00.wav,29,1.7031545953,0.03235654473752047
1,alpha_2017_05_14__22_21_00.wav,30,1.7494073753,0.0922115801366667
1,alpha_2017_05_14__22_21_00.wav,31,1.7466468459,0.07267196831408573
1,alpha_2017_05_14__22_21_00.wav,32,1.7916456475,0.03011121537968487
1,alpha_2017_05_14__22_21_00.wav,33,1.6755571894,0.0640229242570841
1,alpha_2017_05_14__22_21_00.wav,34,1.5336751722,0.027647203070696215
1,alpha_2017_05_14__22_21_00.wav,35,1.6302059143,0.051698183807410085
1,alpha_2017_05_14__22_21_00.wav,36,1.4922171044,0.07949879694045014
1,alpha_2017_05_14__22_21_00.wav,37,1.5159981868,0.055112990987020265
1,alpha_2017_05_14__22_21_00.wav,38,1.6202346379,0.038124489772690964
1,alpha_2017_05_14__22_21_00.wav,39,1.6618572441,0.03557343753813523
1,alpha_2017_05_14__22_25_00.wav,0,1.7755588023,0.2259741872288723
1,alpha_2017_05_14__22_25_00.wav,1,1.6916445726,0.04554384536890628
1,alpha_2017_05_14__22_25_00.wav,2,1.8132864532,0.02904705017823332
1,alpha_2017_05_14__22_25_00.wav,3,1.6180581259,0.2070167673169449
1,alpha_2017_05_14__22_25_00.wav,4,1.4617385219,0.04913131906356341
1,alpha_2017_05_14__22_25_00.wav,5,1.37777239432,0.15538554933278068
1,alpha_2017_05_14__22_25_00.wav,6,1.6558482763,0.0630385452990931
1,alpha_2017_05_14__22_25_00.wav,7,1.3859562704,0.04846969334630205
1,alpha_2017_05_14__22_25_00.wav,8,1.46362224022,0.12006616498148061
1,alpha_2017_05_14__22_25_00.wav,9,1.4194159122,0.05893127124014583
1,alpha_2017_05_14__22_25_00.wav,10,1.5857321483,0.111036402667469
1,alpha_2017_05_14__22_25_00.wav,11,1.4565867362,0.06519209606091167
1,alpha_2017_05_14__22_25_00.wav,12,1.4384456088,0.08595429328032743
1,alpha_2017_05_14__22_25_00.wav,13,1.3807362963,0.03935410988112975
1,alpha_2017_05_14__22_25_00.wav,14,1.5961683204,0.03573846506010396
1,alpha_2017_05_14__22_25_00.wav,15,1.51220335853,0.07177973897210525
1,alpha_2017_05_14__22_25_00.wav,16,1.4941363096,0.042681256286331654
1,alpha_2017_05_14__22_25_00.wav,17,1.7446383991,0.1195977800037137
1,alpha_2017_05_14__22_25_00.wav,18,1.7212895519,0.21419215744044884
1,alpha_2017_05_14__22_25_00.wav,19,1.5092192236,0.07394220596961547
1,alpha_2017_05_14__22_25_00.wav,20,1.7600961946,0.1628165117297645
1,alpha_2017_05_14__22_25_00.wav,21,1.58041048644,0.08478773237766792
1,alpha_2017_05_14__22_25_00.wav,22,1.7654460646,0.06680186581391719
1,alpha_2017_05_14__22_25_00.wav,23,1.6950465955,0.0741218453039143
1,alpha_2017_05_14__22_25_00.wav,24,1.4708217936,0.04877249777399558
1,alpha_2017_05_14__22_25_00.wav,25,1.59261795852,0.10019774343601516
1,alpha_2017_05_14__22_25_00.wav,26,1.7946110285,0.030434965721704413
1,alpha_2017_05_14__22_25_00.wav,27,1.7223430969,0.05489288251282539
1,alpha_2017_05_14__22_25_00.wav,28,1.7000406416,0.02726110065953518
1,alpha_2017_05_14__22_25_00.wav,29,1.7388139337,0.11482717188999536
1,alpha_2017_05_14__22_25_00.wav,30,1.59578431069,0.05458232482100129
1,alpha_2017_05_14__22_25_00.wav,31,1.6628208249,0.04256234428860006
1,alpha_2017_05_14__22_25_00.wav,32,1.59625690649,0.06317972718538135
1,alpha_2017_05_14__22_25_00.wav,33,1.6537366322,0.05588439530256169
1,alpha_2017_05_14__22_25_00.wav,34,1.6822579541,0.045541281134064575
1,alpha_2017_05_14__22_25_00.wav,35,1.6654958947,0.039986396688443226
1,alpha_2017_05_14__22_25_00.wav,36,1.64804467477,0.08962703371323245
1,alpha_2017_05_14__22_25_00.wav,37,1.8977131195,0.08517917124032899
1,alpha_2017_05_14__22_25_00.wav,38,1.6995693735,0.029991794869051715
1,alpha_2017_05_14__22_25_00.wav,39,1.7091265435,0.028118697047372857
1,alpha_2017_05_14__22_31_00.wav,0,1.715103776,0.1903642969247447
1,alpha_2017_05_14__22_31_00.wav,1,1.5954800255,0.018937811809384267
1,alpha_2017_05_14__22_31_00.wav,2,1.5594029401,0.012337968209475353
1,alpha_2017_05_14__22_31_00.wav,3,1.7064375901,0.053179677194481745
1,alpha_2017_05_14__22_31_00.wav,4,1.6097042432,0.033417420145024634
1,alpha_2017_05_14__22_31_00.wav,5,1.5984401964,0.03298627037047682
1,alpha_2017_05_14__22_31_00.wav,6,1.6195249613,0.01744638369926148
1,alpha_2017_05_14__22_31_00.wav,7,1.5980411871,0.023646605557642284
1,alpha_2017_05_14__22_31_00.wav,8,1.5749379646,0.020433328328485694
1,alpha_2017_05_14__22_31_00.wav,9,1.651134344,0.022819763429157328
1,alpha_2017_05_14__22_31_00.wav,10,1.7244393978,0.06777289415985399
1,alpha_2017_05_14__22_31_00.wav,11,1.643176402,0.023725038027290077
1,alpha_2017_05_14__22_31_00.wav,12,1.5827719417,0.0201396264894817
1,alpha_2017_05_14__22_31_00.wav,13,1.5084590784,0.04529434900546654
1,alpha_2017_05_14__22_31_00.wav,14,1.5664152998,0.015561406192239528
1,alpha_2017_05_14__22_31_00.wav,15,1.5827117758,0.027737176421180915
1,alpha_2017_05_14__22_31_00.wav,16,1.656146168,0.012518511901564083
1,alpha_2017_05_14__22_31_00.wav,17,1.618871228,0.024355525262966488
1,alpha_2017_05_14__22_31_00.wav,18,1.5187045141,0.019967579737325065
1,alpha_2017_05_14__22_31_00.wav,19,1.5294745928,0.028051265363074698
1,alpha_2017_05_14__22_31_00.wav,20,1.5177344935000001,0.025326100275098337
1,alpha_2017_05_14__22_31_00.wav,21,1.6898082277,0.05368373701957237
1,alpha_2017_05_14__22_31_00.wav,22,1.6440350372,0.014166803796715614
1,alpha_2017_05_14__22_31_00.wav,23,1.6394645939,0.014407015601350617
1,alpha_2017_05_14__22_31_00.wav,24,1.5966033903,0.024958279753683338
1,alpha_2017_05_14__22_31_00.wav,25,1.5467071801,0.029385577610961364
1,alpha_2017_05_14__22_31_00.wav,26,1.5656744182,0.033097229433471126
1,alpha_2017_05_14__22_31_00.wav,27,1.6324273721,0.011833356004909753
1,alpha_2017_05_14__22_31_00.wav,28,1.5525134709,0.030159575203499583
1,alpha_2017_05_14__22_31_00.wav,29,1.5363559842,0.02146558040953152
1,alpha_2017_05_14__22_31_00.wav,30,1.5353142069999999,0.012976322292237757
1,alpha_2017_05_14__22_31_00.wav,31,1.4325968252,0.04025420553559957
1,alpha_2017_05_14__22_31_00.wav,32,1.6211231393,0.04459185678265806
1,alpha_2017_05_14__22_31_00.wav,33,1.5884094989,0.0266085960919955
1,alpha_2017_05_14__22_31_00.wav,34,1.509614771,0.029465523600166407
1,alpha_2017_05_14__22_31_00.wav,35,1.6586857624,0.08626164528476127
1,alpha_2017_05_14__22_31_00.wav,36,1.4945165596,0.02581390557606732
1,alpha_2017_05_14__22_31_00.wav,37,1.4836401755,0.02965790475932461
1,alpha_2017_05_14__22_31_00.wav,38,1.5310688381,0.026207636014982792
1,alpha_2017_05_14__22_31_00.wav,39,1.5531331962,0.027234027463207692
1,alpha_2017_05_14__22_35_00.wav,0,1.8897651732,0.1474213377967657
1,alpha_2017_05_14__22_35_00.wav,1,1.7588896931,0.07045380129888043
1,alpha_2017_05_14__22_35_00.wav,2,1.5436363766,0.009013130139847687
1,alpha_2017_05_14__22_35_00.wav,3,1.6767857065,0.044493698870569476
1,alpha_2017_05_14__22_35_00.wav,4,1.7414061408,0.066094772623754
1,alpha_2017_05_14__22_35_00.wav,5,1.6194381645,0.06868574196444112
1,alpha_2017_05_14__22_35_00.wav,6,1.5093013299,0.026104425792831478
1,alpha_2017_05_14__22_35_00.wav,7,1.5409834985,0.04880206468748112
1,alpha_2017_05_14__22_35_00.wav,8,1.5742159278,0.022574687888703864
1,alpha_2017_05_14__22_35_00.wav,9,1.6272217142,0.018372426278422806
1,alpha_2017_05_14__22_35_00.wav,10,1.7286900474,0.02745367720537721
1,alpha_2017_05_14__22_35_00.wav,11,1.6197366874,0.025562168982523416
1,alpha_2017_05_14__22_35_00.wav,12,1.6983138206,0.07135910328343037
1,alpha_2017_05_14__22_35_00.wav,13,1.6594191133,0.01946084457404979
1,alpha_2017_05_14__22_35_00.wav,14,1.6296147648,0.020024489721853382
1,alpha_2017_05_14__22_35_00.wav,15,1.5069727877,0.0053423794028824014
1,alpha_2017_05_14__22_35_00.wav,16,1.4766881361,0.0032156676129963717
1,alpha_2017_05_14__22_35_00.wav,17,1.4163777355,0.01248791215366929
1,alpha_2017_05_14__22_35_00.wav,18,1.5378089314,0.0200974467343169
1,alpha_2017_05_14__22_35_00.wav,19,1.6074029715,0.05083350589669543
1,alpha_2017_05_14__22_35_00.wav,20,1.6532044348,0.01770507706432844
1,alpha_2017_05_14__22_35_00.wav,21,1.6863078586,0.019483594559880735
1,alpha_2017_05_14__22_35_00.wav,22,1.5805104387,0.028462076567258437
1,alpha_2017_05_14__22_35_00.wav,23,1.6272146409,0.046931436148940346
1,alpha_2017_05_14__22_35_00.wav,24,1.7300456898,0.034464976774256584
1,alpha_2017_05_14__22_35_00.wav,25,1.6901906761,0.025922826900376693
1,alpha_2017_05_14__22_35_00.wav,26,1.5625506547,0.014665948478046243
1,alpha_2017_05_14__22_35_00.wav,27,1.6409067117,0.030698368941404656
1,alpha_2017_05_14__22_35_00.wav,28,1.6514740556,0.02617759218735853
1,alpha_2017_05_14__22_35_00.wav,29,1.5937739011,0.014907952265865988
1,alpha_2017_05_14__22_35_00.wav,30,1.660214039,0.026650719503574546
