music,file,frame,perceptualSharpness_mean,perceptualSharpness_var
1,98curitiba_2017_05_20__12_11_00.wav,2,1.4816503573,0.01756906453790812
1,98curitiba_2017_05_20__12_11_00.wav,3,1.6103907317,0.024603208576885225
1,98curitiba_2017_05_20__12_11_00.wav,4,1.6408612104,0.062275892834904895
1,98curitiba_2017_05_20__12_11_00.wav,5,1.5102483881,0.00760366912890337
1,98curitiba_2017_05_20__12_11_00.wav,6,1.4849230918,0.03737765604019735
1,98curitiba_2017_05_20__12_11_00.wav,7,1.5437498774,0.06610431810263769
1,98curitiba_2017_05_20__12_11_00.wav,8,1.4217919077,0.040063124489856966
1,98curitiba_2017_05_20__12_11_00.wav,9,1.5267878594,0.005396220872761779
1,98curitiba_2017_05_20__12_11_00.wav,10,1.5171986208,0.06127858901780009
1,98curitiba_2017_05_20__12_11_00.wav,11,1.4762909845,0.025852196206447416
1,98curitiba_2017_05_20__12_11_00.wav,12,1.4767308456,0.018620015918125968
1,98curitiba_2017_05_20__12_11_00.wav,13,1.5629111434,0.005933465155975925
1,98curitiba_2017_05_20__12_11_00.wav,14,1.5432973143,0.0300891969025369
1,98curitiba_2017_05_20__12_11_00.wav,15,1.5671436253,0.007188067812412693
1,98curitiba_2017_05_20__12_11_00.wav,16,1.825731182,0.010464938257822246
1,98curitiba_2017_05_20__12_11_00.wav,17,1.9271616656,0.04075205058797294
1,98curitiba_2017_05_20__12_11_00.wav,18,1.7340700618,0.08475207691457348
1,98curitiba_2017_05_20__12_11_00.wav,19,1.4091664848,0.015489812693395449
1,98curitiba_2017_05_20__12_11_00.wav,20,1.6088841588,0.029821629606197594
1,98curitiba_2017_05_20__12_11_00.wav,21,1.5535709275,0.021145469582999947
1,98curitiba_2017_05_20__12_11_00.wav,22,1.4414950767999999,0.01868129001133685
1,98curitiba_2017_05_20__12_11_00.wav,23,1.41471523,0.018733930333793808
1,98curitiba_2017_05_20__12_11_00.wav,24,1.6021181743,0.029782073309059486
1,98curitiba_2017_05_20__12_11_00.wav,25,1.5750758895,0.02907214044878702
1,98curitiba_2017_05_20__12_11_00.wav,26,1.5580147061,0.027736550074716395
1,98curitiba_2017_05_20__12_11_00.wav,27,1.5986780703,0.006241232467642014
1,98curitiba_2017_05_20__12_11_00.wav,28,1.560335809,0.06369886108071186
1,98curitiba_2017_05_20__12_11_00.wav,29,1.5254350406,0.016632757803655775
1,98curitiba_2017_05_20__12_11_00.wav,30,1.5364559426,0.020137956064576457
1,98curitiba_2017_05_20__12_11_00.wav,31,1.4752190423,0.02455081671479891
1,98curitiba_2017_05_20__12_11_00.wav,32,1.4752932964,0.012439705690576428
1,98curitiba_2017_05_20__12_11_00.wav,33,1.5908271911,0.03720491052908006
1,98curitiba_2017_05_20__12_11_00.wav,34,1.5097968363,0.005429860298978693
1,98curitiba_2017_05_20__12_11_00.wav,35,1.5147637485,0.08829129169416929
1,98curitiba_2017_05_20__12_11_00.wav,36,1.5535866271,0.013346358863637725
1,98curitiba_2017_05_20__12_11_00.wav,37,1.4825964909,0.017741405799900165
1,98curitiba_2017_05_20__12_11_00.wav,38,1.5949582424,0.04090936075610583
1,98curitiba_2017_05_20__12_11_00.wav,39,1.4908165741,0.08260873071057828
1,98curitiba_2017_05_20__12_13_00.wav,0,1.9467818151,0.15478963875245688
1,98curitiba_2017_05_20__12_13_00.wav,1,1.6716627524,0.022866168602646394
1,98curitiba_2017_05_20__12_13_00.wav,2,1.7049035758,0.05587085420506005
1,98curitiba_2017_05_20__12_13_00.wav,3,1.7140110704,0.042032424018147926
1,98curitiba_2017_05_20__12_13_00.wav,4,1.6165304104,0.022416894254162358
1,98curitiba_2017_05_20__12_13_00.wav,5,1.6015768403,0.03337184180030955
1,98curitiba_2017_05_20__12_13_00.wav,6,1.6741239177,0.008355245510207688
1,98curitiba_2017_05_20__12_13_00.wav,7,1.5296174381,0.020804140105247327
1,98curitiba_2017_05_20__12_13_00.wav,8,1.4751587143,0.030532670786847453
1,98curitiba_2017_05_20__12_13_00.wav,9,1.7398430571,0.009346135824917938
1,98curitiba_2017_05_20__12_13_00.wav,10,1.6713947426,0.007924188481250496
1,98curitiba_2017_05_20__12_13_00.wav,11,1.626775948,0.014491975634138014
1,98curitiba_2017_05_20__12_13_00.wav,12,1.5689630851,0.019420955518731093
1,98curitiba_2017_05_20__12_13_00.wav,13,1.5717596051,0.03121526385963825
1,98curitiba_2017_05_20__12_13_00.wav,14,1.5550280353,0.01866413658483406
1,98curitiba_2017_05_20__12_13_00.wav,15,1.6092061541,0.02689624291611928
1,98curitiba_2017_05_20__12_13_00.wav,16,1.5295421729,0.024980401135875862
1,98curitiba_2017_05_20__12_13_00.wav,17,1.4663684472,0.018529145726482284
1,98curitiba_2017_05_20__12_13_00.wav,18,1.4789958403,0.028530535356619993
1,98curitiba_2017_05_20__12_13_00.wav,19,1.7353012845,0.06325190354395537
1,98curitiba_2017_05_20__12_13_00.wav,20,1.5119417812,0.03316146326642126
1,98curitiba_2017_05_20__12_13_00.wav,21,1.548438601,0.03725321217367534
1,98curitiba_2017_05_20__12_13_00.wav,22,1.626914629,0.07719134464268027
1,98curitiba_2017_05_20__12_13_00.wav,23,1.4646379684,0.02581254396007676
1,98curitiba_2017_05_20__12_13_00.wav,24,1.6565263949,0.05220913151838534
1,98curitiba_2017_05_20__12_13_00.wav,25,1.4761020675,0.021406670417200256
1,98curitiba_2017_05_20__12_13_00.wav,26,1.5417025424,0.06090945168775278
1,98curitiba_2017_05_20__12_13_00.wav,27,1.52461006,0.028009969993500455
1,98curitiba_2017_05_20__12_13_00.wav,28,1.5723310376,0.03387690666541077
1,98curitiba_2017_05_20__12_13_00.wav,29,1.6087507484,0.010818376664167824
1,98curitiba_2017_05_20__12_13_00.wav,30,1.6250963776,0.05380548604711924
1,98curitiba_2017_05_20__12_13_00.wav,31,1.6119737236,0.07969222937529566
1,98curitiba_2017_05_20__12_13_00.wav,32,1.5776681398,0.029656040390965515
1,98curitiba_2017_05_20__12_13_00.wav,33,1.670139749,0.06522901792966422
1,98curitiba_2017_05_20__12_13_00.wav,34,1.590383612,0.05410588697162657
1,98curitiba_2017_05_20__12_13_00.wav,35,1.6282663419,0.0435038827041266
1,98curitiba_2017_05_20__12_13_00.wav,36,1.6704663491,0.039539907187826615
1,98curitiba_2017_05_20__12_13_00.wav,37,1.6506790154,0.011349864038169627
1,98curitiba_2017_05_20__12_13_00.wav,38,1.6624003425,0.03243225734781331
1,98curitiba_2017_05_20__12_13_00.wav,39,1.6649801352,0.039361506306591486
1,98curitiba_2017_05_20__12_15_00.wav,0,1.558645952,0.24348152964057576
1,98curitiba_2017_05_20__12_15_00.wav,1,1.572211847,0.06860904151262785
1,98curitiba_2017_05_20__12_15_00.wav,2,1.7629792914,0.22865408669527498
1,98curitiba_2017_05_20__12_15_00.wav,3,1.3964224397,0.03622393482541111
1,98curitiba_2017_05_20__12_15_00.wav,4,1.43716229202,0.17743485070406032
1,98curitiba_2017_05_20__12_15_00.wav,5,1.4769134333,0.06255066342202611
1,98curitiba_2017_05_20__12_15_00.wav,6,1.4401734458,0.03434138237826433
1,98curitiba_2017_05_20__12_15_00.wav,7,1.6246686814,0.13768646923892544
1,98curitiba_2017_05_20__12_15_00.wav,8,1.3930756289,0.02527909827217213
1,98curitiba_2017_05_20__12_15_00.wav,9,1.6734609341,0.10268196465384855
1,98curitiba_2017_05_20__12_15_00.wav,10,1.5340636815,0.1318083223135111
1,98curitiba_2017_05_20__12_15_00.wav,11,1.4052761112,0.20203536667588323
1,98curitiba_2017_05_20__12_15_00.wav,12,1.67924418698,0.21995311145070406
1,98curitiba_2017_05_20__12_15_00.wav,13,1.6508341092,0.1694541052786173
1,98curitiba_2017_05_20__12_15_00.wav,14,1.4997300745,0.0667679904663771
1,98curitiba_2017_05_20__12_15_00.wav,15,1.3945922292,0.06057604262817685
1,98curitiba_2017_05_20__12_15_00.wav,16,1.8289688885,0.15365308283424922
1,98curitiba_2017_05_20__12_15_00.wav,17,1.5669268541,0.052170401236259455
1,98curitiba_2017_05_20__12_15_00.wav,18,1.6292872742,0.07912536748582526
1,98curitiba_2017_05_20__12_15_00.wav,19,1.5890066402,0.08591697315940171
1,98curitiba_2017_05_20__12_15_00.wav,20,1.7002782077,0.06338712566519465
1,98curitiba_2017_05_20__12_15_00.wav,21,1.502432083,0.04787678817739488
1,98curitiba_2017_05_20__12_15_00.wav,22,1.6690471957,0.11723047330381783
1,98curitiba_2017_05_20__12_15_00.wav,23,1.4757822074,0.030283599543163345
1,98curitiba_2017_05_20__12_15_00.wav,24,1.3379976524,0.01802660749899651
1,98curitiba_2017_05_20__12_15_00.wav,25,1.3046655483,0.012650222520761164
1,98curitiba_2017_05_20__12_15_00.wav,26,1.8717580465,0.026574351006074123
1,98curitiba_2017_05_20__12_15_00.wav,27,1.7877001257,0.07567989611154181
1,98curitiba_2017_05_20__12_15_00.wav,28,1.6287402734,0.041836538479543044
1,98curitiba_2017_05_20__12_15_00.wav,29,1.4002997663,0.03845113116603094
1,98curitiba_2017_05_20__12_15_00.wav,30,1.6167785008,0.10235475497340028
1,98curitiba_2017_05_20__12_15_00.wav,31,1.564623596,0.05951978398293648
1,98curitiba_2017_05_20__12_15_00.wav,32,1.5140515605,0.015542979631528665
1,98curitiba_2017_05_20__12_15_00.wav,33,1.4609298211,0.03608835714622886
1,98curitiba_2017_05_20__12_15_00.wav,34,1.5898555835,0.07293959689790211
1,98curitiba_2017_05_20__12_15_00.wav,35,1.6014003712,0.07340648188645789
1,98curitiba_2017_05_20__12_15_00.wav,36,1.6966145859,0.08827814883699155
1,98curitiba_2017_05_20__12_15_00.wav,37,1.6919744993999999,0.12368382113675684
1,98curitiba_2017_05_20__12_15_00.wav,38,1.5708636433,0.02013075070620813
1,98curitiba_2017_05_20__12_15_00.wav,39,1.6229537159,0.00693008746101657
1,98curitiba_2017_05_20__12_19_00.wav,0,1.5492365095,0.2114427309520236
1,98curitiba_2017_05_20__12_19_00.wav,1,1.8927342473,0.16612244592862135
1,98curitiba_2017_05_20__12_19_00.wav,2,1.6405736352,0.025461788356195322
1,98curitiba_2017_05_20__12_19_00.wav,3,1.8088925966,0.17035640833332044
1,98curitiba_2017_05_20__12_19_00.wav,4,1.7605753687,0.2499440519775532
1,98curitiba_2017_05_20__12_19_00.wav,5,1.4822451961,0.07897618770144035
1,98curitiba_2017_05_20__12_19_00.wav,6,1.6829923355,0.0637625124726824
1,98curitiba_2017_05_20__12_19_00.wav,7,1.5570643504,0.02917184095037123
1,98curitiba_2017_05_20__12_19_00.wav,8,1.5618888789,0.047706306303378965
1,98curitiba_2017_05_20__12_19_00.wav,9,1.4953752732,0.04679439132878041
1,98curitiba_2017_05_20__12_19_00.wav,10,1.4330102076,0.07395424570547425
1,98curitiba_2017_05_20__12_19_00.wav,11,1.6633452954,0.05827029430650148
1,98curitiba_2017_05_20__12_19_00.wav,12,1.5730020955,0.044680725205913305
1,98curitiba_2017_05_20__12_19_00.wav,13,1.5417855282,0.05039426239758017
1,98curitiba_2017_05_20__12_19_00.wav,14,1.5209149929,0.04954891683900351
1,98curitiba_2017_05_20__12_19_00.wav,15,1.445383022,0.07316123603002538
1,98curitiba_2017_05_20__12_19_00.wav,16,1.6282114157,0.06619414980837583
1,98curitiba_2017_05_20__12_19_00.wav,17,1.6490757488,0.07253573441126845
1,98curitiba_2017_05_20__12_19_00.wav,18,1.5333651096,0.043887582144071464
1,98curitiba_2017_05_20__12_19_00.wav,19,1.4798317454,0.036134246175274644
1,98curitiba_2017_05_20__12_19_00.wav,20,1.5035665579,0.08869554861431586
1,98curitiba_2017_05_20__12_19_00.wav,21,1.5753514771,0.054750767326844016
1,98curitiba_2017_05_20__12_19_00.wav,22,1.6368788047,0.06437403539846082
1,98curitiba_2017_05_20__12_19_00.wav,23,1.7099240077,0.16276498735562772
1,98curitiba_2017_05_20__12_19_00.wav,24,1.6695162369,0.20350161743345338
1,98curitiba_2017_05_20__12_19_00.wav,25,1.5016023017,0.08419467877542598
1,98curitiba_2017_05_20__12_19_00.wav,26,1.5561320865,0.06749769858607164
1,98curitiba_2017_05_20__12_19_00.wav,27,1.805538698,0.06334560813793802
1,98curitiba_2017_05_20__12_19_00.wav,28,1.5736371758,0.12090325629045623
1,98curitiba_2017_05_20__12_19_00.wav,29,1.5364313881,0.16838280699967148
1,98curitiba_2017_05_20__12_19_00.wav,30,1.3894712648,0.05572612275411686
1,98curitiba_2017_05_20__12_19_00.wav,31,1.4900957404,0.1038490699464916
1,98curitiba_2017_05_20__12_19_00.wav,32,1.5789303354,0.0756400880285325
1,98curitiba_2017_05_20__12_19_00.wav,33,1.7836668312,0.21297886564688825
1,98curitiba_2017_05_20__12_19_00.wav,34,1.4838607699,0.05951015607464923
1,98curitiba_2017_05_20__12_19_00.wav,35,1.4251435572,0.061338563229266306
1,98curitiba_2017_05_20__12_19_00.wav,36,1.36683518502,0.06309539405567509
1,98curitiba_2017_05_20__12_19_00.wav,37,1.5857017099,0.09574941051290704
1,98curitiba_2017_05_20__12_19_00.wav,38,1.7253628464,0.15826953917497055
1,98curitiba_2017_05_20__12_19_00.wav,39,1.7371792154,0.39242631022019586
1,98curitiba_2017_05_20__12_21_00.wav,0,1.8071296321,0.1206281113406246
1,98curitiba_2017_05_20__12_21_00.wav,1,1.9299643112,0.030203778695942398
1,98curitiba_2017_05_20__12_21_00.wav,2,1.7640719789000001,0.06742228144741912
1,98curitiba_2017_05_20__12_21_00.wav,3,1.8672738595,0.05167237384767661
1,98curitiba_2017_05_20__12_21_00.wav,4,1.829692105,0.05090116485235425
1,98curitiba_2017_05_20__12_21_00.wav,5,1.9878533802,0.08529012803491408
1,98curitiba_2017_05_20__12_21_00.wav,6,1.9795127065,0.02926101823661597
1,98curitiba_2017_05_20__12_21_00.wav,7,1.814920301,0.11648306126067383
1,98curitiba_2017_05_20__12_21_00.wav,8,1.5265219253,0.0796725191429169
1,98curitiba_2017_05_20__12_21_00.wav,9,1.6890631889,0.025663276847325205
1,98curitiba_2017_05_20__12_21_00.wav,10,1.5740724418,0.07933481493285521
1,98curitiba_2017_05_20__12_21_00.wav,11,1.619760727,0.08026784559232937
1,98curitiba_2017_05_20__12_21_00.wav,12,1.6649099019,0.06836927122136191
1,98curitiba_2017_05_20__12_21_00.wav,13,1.5261334579999999,0.07046782388101153
1,98curitiba_2017_05_20__12_21_00.wav,14,1.6827342606,0.062298938723677456
1,98curitiba_2017_05_20__12_21_00.wav,15,1.6343383657,0.11723955371703405
1,98curitiba_2017_05_20__12_21_00.wav,16,1.5772908282,0.062398487262389675
1,98curitiba_2017_05_20__12_21_00.wav,17,1.720063497,0.07243670340403362
1,98curitiba_2017_05_20__12_21_00.wav,18,1.5614929985,0.10160502078520033
1,98curitiba_2017_05_20__12_21_00.wav,19,1.7158090074,0.09479600805320912
1,98curitiba_2017_05_20__12_21_00.wav,20,1.5631428576,0.065992327686275
1,98curitiba_2017_05_20__12_21_00.wav,21,1.6362034314,0.11570037956850468
1,98curitiba_2017_05_20__12_21_00.wav,22,1.7736559992,0.07358134015829336
1,98curitiba_2017_05_20__12_21_00.wav,23,1.7316239671,0.07381621861556048
1,98curitiba_2017_05_20__12_21_00.wav,24,1.7203492843,0.12072063155975224
1,98curitiba_2017_05_20__12_21_00.wav,25,1.5244670787,0.0653074862125531
1,98curitiba_2017_05_20__12_21_00.wav,26,1.6076069581,0.05782211447805318
1,98curitiba_2017_05_20__12_21_00.wav,27,1.8164073139,0.06004147872984769
1,98curitiba_2017_05_20__12_21_00.wav,28,1.7588250913,0.047134996155134
1,98curitiba_2017_05_20__12_21_00.wav,29,1.7013122512,0.028734388330981842
1,98curitiba_2017_05_20__12_21_00.wav,30,1.688502131,0.06193560037363648
1,98curitiba_2017_05_20__12_21_00.wav,31,1.7646938181,0.02494261631892366
1,98curitiba_2017_05_20__12_21_00.wav,32,1.8034060169,0.031409409312697964
1,98curitiba_2017_05_20__12_21_00.wav,33,1.8226965231,0.02136231503832365
1,98curitiba_2017_05_20__12_21_00.wav,34,1.739115826,0.038899097184445966
1,98curitiba_2017_05_20__12_21_00.wav,35,1.6871984472,0.06656891996409622
1,98curitiba_2017_05_20__12_21_00.wav,36,1.7865763593,0.029096496745639605
1,98curitiba_2017_05_20__12_21_00.wav,37,1.8185884894,0.03939107934052752
1,98curitiba_2017_05_20__12_21_00.wav,38,1.7360633907,0.03297711320103441
1,98curitiba_2017_05_20__12_21_00.wav,39,1.7620545745,0.035347334548659286
1,98curitiba_2017_05_20__12_23_00.wav,0,1.7608939236,0.11491246269057759
1,98curitiba_2017_05_20__12_23_00.wav,1,1.5725124272,0.014706377930928119
1,98curitiba_2017_05_20__12_23_00.wav,2,1.62478825,0.020552098973862003
1,98curitiba_2017_05_20__12_23_00.wav,3,1.7497263178,0.05359488174854909
1,98curitiba_2017_05_20__12_23_00.wav,4,1.6166339052,0.016385162107178563
1,98curitiba_2017_05_20__12_23_00.wav,5,1.6960921164,0.033167477020641024
1,98curitiba_2017_05_20__12_23_00.wav,6,1.6708196076,0.014330292454574962
1,98curitiba_2017_05_20__12_23_00.wav,7,1.663648324,0.02424391932248972
1,98curitiba_2017_05_20__12_23_00.wav,8,1.6789133273,0.03318657424270523
1,98curitiba_2017_05_20__12_23_00.wav,9,1.6315665793,0.029159325269862195
1,98curitiba_2017_05_20__12_23_00.wav,10,1.664907429,0.03987510634757032
1,98curitiba_2017_05_20__12_23_00.wav,11,1.5549598069,0.024168356666824452
1,98curitiba_2017_05_20__12_23_00.wav,12,1.4967896352,0.020368364487877395
1,98curitiba_2017_05_20__12_23_00.wav,13,1.5019505524,0.007568932966625349
1,98curitiba_2017_05_20__12_23_00.wav,14,1.5037777268,0.01726194938207391
1,98curitiba_2017_05_20__12_23_00.wav,15,1.6722427395,0.13906249453682187
1,98curitiba_2017_05_20__12_23_00.wav,16,1.4972724268,0.059036377316648264
1,98curitiba_2017_05_20__12_23_00.wav,17,1.4479729079,0.022834546623477912
1,98curitiba_2017_05_20__12_23_00.wav,18,1.5618001748,0.01341331021207878
1,98curitiba_2017_05_20__12_23_00.wav,19,1.6611259811,0.029909664242473936
1,98curitiba_2017_05_20__12_23_00.wav,20,1.4555720279,0.03919281376552533
1,98curitiba_2017_05_20__12_23_00.wav,21,1.5543390536,0.10705348424273978
1,98curitiba_2017_05_20__12_23_00.wav,22,1.6906168598,0.13215245863671762
1,98curitiba_2017_05_20__12_23_00.wav,23,1.4596298207,0.04884658599062012
1,98curitiba_2017_05_20__12_23_00.wav,24,1.6712902863,0.06334616854816624
1,98curitiba_2017_05_20__12_23_00.wav,25,1.5029330863,0.010707736018886835
1,98curitiba_2017_05_20__12_23_00.wav,26,1.65592171,0.02875927408593899
1,98curitiba_2017_05_20__12_23_00.wav,27,1.5071240307,0.009350219712322595
1,98curitiba_2017_05_20__12_23_00.wav,28,1.7585848515,0.13442142177426064
1,98curitiba_2017_05_20__12_23_00.wav,29,1.5499055571,0.014363514827429473
1,98curitiba_2017_05_20__12_23_00.wav,30,1.6205664151999999,0.015141266111636763
1,98curitiba_2017_05_20__12_23_00.wav,31,1.58138442,0.027806941242978847
1,98curitiba_2017_05_20__12_23_00.wav,32,1.6497593803,0.10159606278503813
1,98curitiba_2017_05_20__12_23_00.wav,33,1.6486621702,0.08889255861613538
1,98curitiba_2017_05_20__12_23_00.wav,34,1.6814868385,0.04478007153361003
1,98curitiba_2017_05_20__12_23_00.wav,35,1.5606076606,0.016996269110887235
1,98curitiba_2017_05_20__12_23_00.wav,36,1.5655410597,0.021367980579282544
1,98curitiba_2017_05_20__12_23_00.wav,37,1.7733430066,0.09928255557438813
1,98curitiba_2017_05_20__12_23_00.wav,38,1.5989776909,0.06666741071736663
1,98curitiba_2017_05_20__12_23_00.wav,39,1.6304031367,0.07754347020548855
1,98curitiba_2017_05_20__12_25_00.wav,0,1.8438386791,0.29686025648311176
1,98curitiba_2017_05_20__12_25_00.wav,1,1.793321293,0.3248171195907061
1,98curitiba_2017_05_20__12_25_00.wav,2,1.8701977523,0.18638061106677067
1,98curitiba_2017_05_20__12_25_00.wav,3,1.8804742593,0.3216058017198544
1,98curitiba_2017_05_20__12_25_00.wav,4,1.6447514419,0.008308269743934714
1,98curitiba_2017_05_20__12_25_00.wav,5,1.7523690778,0.04247530474716228
1,98curitiba_2017_05_20__12_25_00.wav,6,1.5284994248,0.028177357471499655
1,98curitiba_2017_05_20__12_25_00.wav,7,1.639841421,0.07966770085679739
1,98curitiba_2017_05_20__12_25_00.wav,8,1.8711152549,0.144795049864754
1,98curitiba_2017_05_20__12_25_00.wav,9,1.5804265128,0.031032097909822864
1,98curitiba_2017_05_20__12_25_00.wav,10,1.6862611594,0.03378936805912592
1,98curitiba_2017_05_20__12_25_00.wav,11,1.5653055092,0.03130287260487942
