music,file,frame,zeroCrossing_0_mean,zeroCrossing_0_var
1,98curitiba_2017_05_20__12_09_00.wav,7,0.044886621317,0.00018492873985940394
1,98curitiba_2017_05_20__12_09_00.wav,8,0.0484580498828,0.00239476069257646
1,98curitiba_2017_05_20__12_09_00.wav,9,0.06417233559,0.00309637891546449
1,98curitiba_2017_05_20__12_09_00.wav,10,0.065090702932,0.0027006635716629174
1,98curitiba_2017_05_20__12_09_00.wav,11,0.062074829934,0.0030831963340357546
1,98curitiba_2017_05_20__12_09_00.wav,12,0.047879818599,0.0009183950057864312
1,98curitiba_2017_05_20__12_09_00.wav,13,0.046088435384,0.0008640550906319814
1,98curitiba_2017_05_20__12_09_00.wav,14,0.053367346933,0.0014626926734071725
1,98curitiba_2017_05_20__12_09_00.wav,15,0.044671201822,0.000521590254297684
1,98curitiba_2017_05_20__12_09_00.wav,16,0.054149659871,0.002098413810300898
1,98curitiba_2017_05_20__12_09_00.wav,17,0.057981859419,0.003249623359620812
1,98curitiba_2017_05_20__12_09_00.wav,18,0.052755102047,0.0019251304133220185
1,98curitiba_2017_05_20__12_09_00.wav,19,0.045374149663,0.0004219461289316743
1,98curitiba_2017_05_20__12_09_00.wav,20,0.046950113384,0.0002946483721609323
1,98curitiba_2017_05_20__12_09_00.wav,21,0.0286394557854,0.00020808088090145044
1,98curitiba_2017_05_20__12_09_00.wav,22,0.0505668934153,0.0006952199469811822
1,98curitiba_2017_05_20__12_09_00.wav,23,0.047891156483,0.001382574363662729
1,98curitiba_2017_05_20__12_09_00.wav,24,0.0497505668853,0.00048448761682366563
1,98curitiba_2017_05_20__12_09_00.wav,25,0.051235827666,0.001241732658402552
1,98curitiba_2017_05_20__12_09_00.wav,26,0.0446825396769,0.0007901396347733744
1,98curitiba_2017_05_20__12_09_00.wav,27,0.044920634914,0.00023649527930648325
1,98curitiba_2017_05_20__12_09_00.wav,28,0.0390362811748,0.00032677635833803544
1,98curitiba_2017_05_20__12_09_00.wav,29,0.0412925170044,0.00024876310278420193
1,98curitiba_2017_05_20__12_09_00.wav,30,0.047233560088,0.0003691570913588023
1,98curitiba_2017_05_20__12_09_00.wav,31,0.052709750561,0.0005475203125405386
1,98curitiba_2017_05_20__12_09_00.wav,32,0.052732426299,0.00028697189331316315
1,98curitiba_2017_05_20__12_09_00.wav,33,0.031984126984,0.00014462982250165415
1,98curitiba_2017_05_20__12_09_00.wav,34,0.0390476190479,0.00012221910075749647
1,98curitiba_2017_05_20__12_09_00.wav,35,0.0430498866172,0.00024360238463764844
1,98curitiba_2017_05_20__12_09_00.wav,36,0.0425736961472,0.0003288050676691922
1,98curitiba_2017_05_20__12_09_00.wav,37,0.0348979591805,0.0002842992789486424
1,98curitiba_2017_05_20__12_09_00.wav,38,0.035668934217,2.9044409837529147e-05
1,98curitiba_2017_05_20__12_09_00.wav,39,0.040907029477,7.171846508621283e-05
1,98curitiba_2017_05_20__12_11_00.wav,0,0.0492176870714,0.0007596518593294266
1,98curitiba_2017_05_20__12_11_00.wav,1,0.0487301587264,0.00024584936471029606
1,98curitiba_2017_05_20__12_11_00.wav,2,0.022086167806900002,0.00023568244478740287
1,98curitiba_2017_05_20__12_11_00.wav,3,0.060782312922,0.00054854349668202
1,98curitiba_2017_05_20__12_11_00.wav,4,0.060975056702,0.0005473407379095901
1,98curitiba_2017_05_20__12_11_00.wav,5,0.0540022675716,0.00041663998333025485
1,98curitiba_2017_05_20__12_11_00.wav,6,0.0470181405936,0.0004987232534093644
1,98curitiba_2017_05_20__12_11_00.wav,7,0.0420068027238,0.0013751797765949403
1,98curitiba_2017_05_20__12_11_00.wav,8,0.030793650792899998,0.0002530620347601626
1,98curitiba_2017_05_20__12_11_00.wav,9,0.044535147395,0.00017573527340491367
1,98curitiba_2017_05_20__12_11_00.wav,10,0.041258503399,0.0010094178904481905
1,98curitiba_2017_05_20__12_11_00.wav,11,0.0315759637162,0.00045301548163213074
1,98curitiba_2017_05_20__12_11_00.wav,12,0.0310544217674,0.00012329876784951377
1,98curitiba_2017_05_20__12_11_00.wav,13,0.0521768707488,0.00020567509916545658
1,98curitiba_2017_05_20__12_11_00.wav,14,0.056190476176,0.000426759248472851
1,98curitiba_2017_05_20__12_11_00.wav,15,0.061870748292000004,0.00014610902494453622
1,98curitiba_2017_05_20__12_11_00.wav,16,0.073526077098,0.00016455023314583975
1,98curitiba_2017_05_20__12_11_00.wav,17,0.083707483006,0.0013969336123641422
1,98curitiba_2017_05_20__12_11_00.wav,18,0.053208616763000004,0.0016072109588825198
1,98curitiba_2017_05_20__12_11_00.wav,19,0.0232312925248,0.00015598353216086475
1,98curitiba_2017_05_20__12_11_00.wav,20,0.051405895697,0.00040860422175317183
1,98curitiba_2017_05_20__12_11_00.wav,21,0.042029478458,0.0002392084054227392
1,98curitiba_2017_05_20__12_11_00.wav,22,0.0350907029493,0.0003220530905682821
1,98curitiba_2017_05_20__12_11_00.wav,23,0.0382426303828,0.0003361408313955272
1,98curitiba_2017_05_20__12_11_00.wav,24,0.043356009068,0.0004430886475212939
1,98curitiba_2017_05_20__12_11_00.wav,25,0.0410657596364,0.0005394201480952868
1,98curitiba_2017_05_20__12_11_00.wav,26,0.0354421768754,0.00046000754557879245
1,98curitiba_2017_05_20__12_11_00.wav,27,0.048650793655,0.0001358730273833296
1,98curitiba_2017_05_20__12_11_00.wav,28,0.0467800453442,0.0006610087161843851
1,98curitiba_2017_05_20__12_11_00.wav,29,0.0430272108808,0.00035799438479845394
1,98curitiba_2017_05_20__12_11_00.wav,30,0.042562358272,0.0004412266591260216
1,98curitiba_2017_05_20__12_11_00.wav,31,0.0307029478528,0.00019455251480998982
1,98curitiba_2017_05_20__12_11_00.wav,32,0.0412131519257,0.00024043207151553382
1,98curitiba_2017_05_20__12_11_00.wav,33,0.05189342404,0.0003085875702230173
1,98curitiba_2017_05_20__12_11_00.wav,34,0.050170068031,0.00012873878423604027
1,98curitiba_2017_05_20__12_11_00.wav,35,0.0383219954667,0.0008968443806167814
1,98curitiba_2017_05_20__12_11_00.wav,36,0.0361791383232,0.00014867581509248526
1,98curitiba_2017_05_20__12_11_00.wav,37,0.0352834467134,0.00020794220570202553
1,98curitiba_2017_05_20__12_11_00.wav,38,0.052267573685,0.0007792431114583627
1,98curitiba_2017_05_20__12_11_00.wav,39,0.037448979595,0.0009010891674151346
1,98curitiba_2017_05_20__12_13_00.wav,0,0.084365079371,0.0038657432447881273
1,98curitiba_2017_05_20__12_13_00.wav,1,0.0530612244889,0.0006573569363967849
1,98curitiba_2017_05_20__12_13_00.wav,2,0.0504988662188,0.0006373975727487033
1,98curitiba_2017_05_20__12_13_00.wav,3,0.0654875283528,0.0010117869270136817
1,98curitiba_2017_05_20__12_13_00.wav,4,0.054149659868899996,0.000511777032977985
1,98curitiba_2017_05_20__12_13_00.wav,5,0.0438095238127,0.000468029412738782
1,98curitiba_2017_05_20__12_13_00.wav,6,0.057244897956,0.00024162976844176653
1,98curitiba_2017_05_20__12_13_00.wav,7,0.040272108838,0.00016727972044255598
1,98curitiba_2017_05_20__12_13_00.wav,8,0.044206349201,0.0004784943286784911
1,98curitiba_2017_05_20__12_13_00.wav,9,0.065566893426,0.00021341585184051488
1,98curitiba_2017_05_20__12_13_00.wav,10,0.0577551020449,0.0002169155833986564
1,98curitiba_2017_05_20__12_13_00.wav,11,0.053866213151,0.00022051685439485735
1,98curitiba_2017_05_20__12_13_00.wav,12,0.0416780045373,0.00036068855447499057
1,98curitiba_2017_05_20__12_13_00.wav,13,0.0421541950132,0.00035365766815291186
1,98curitiba_2017_05_20__12_13_00.wav,14,0.0411451247096,0.0002868628230113355
1,98curitiba_2017_05_20__12_13_00.wav,15,0.0421315192723,0.00033712415298592857
1,98curitiba_2017_05_20__12_13_00.wav,16,0.0317120181403,0.0003064736816688591
1,98curitiba_2017_05_20__12_13_00.wav,17,0.0252040816293,0.0001862469335793915
1,98curitiba_2017_05_20__12_13_00.wav,18,0.0235600907083,0.00014938957701659083
1,98curitiba_2017_05_20__12_13_00.wav,19,0.0553514739152,0.002058402110947933
1,98curitiba_2017_05_20__12_13_00.wav,20,0.0315419501116,0.0002244352087469582
1,98curitiba_2017_05_20__12_13_00.wav,21,0.0358843537399,0.00020537372749698002
1,98curitiba_2017_05_20__12_13_00.wav,22,0.0429138321945,0.0008353591860821219
1,98curitiba_2017_05_20__12_13_00.wav,23,0.031734693879,0.00025780854497200757
1,98curitiba_2017_05_20__12_13_00.wav,24,0.0543083900177,0.0007919160536628932
1,98curitiba_2017_05_20__12_13_00.wav,25,0.0300907029491,0.00012248138903873669
1,98curitiba_2017_05_20__12_13_00.wav,26,0.0376984126972,0.0005048758625008197
1,98curitiba_2017_05_20__12_13_00.wav,27,0.032052154196299996,0.00019803692479835794
1,98curitiba_2017_05_20__12_13_00.wav,28,0.0321088435406,0.0002886698858961031
1,98curitiba_2017_05_20__12_13_00.wav,29,0.0388208616748,0.00019430424997558625
1,98curitiba_2017_05_20__12_13_00.wav,30,0.0409977324233,0.0010242157589872146
1,98curitiba_2017_05_20__12_13_00.wav,31,0.0416439909196,0.0013088670479794993
1,98curitiba_2017_05_20__12_13_00.wav,32,0.0430385487416,0.0007073194896122647
1,98curitiba_2017_05_20__12_13_00.wav,33,0.053582766436,0.0007265028977184147
1,98curitiba_2017_05_20__12_13_00.wav,34,0.049058956904899996,0.0014222483298069275
1,98curitiba_2017_05_20__12_13_00.wav,35,0.0497278911455,0.0005889547291193659
1,98curitiba_2017_05_20__12_13_00.wav,36,0.055419501119,0.0009613330345234757
1,98curitiba_2017_05_20__12_13_00.wav,37,0.055691609979,0.00034651355680162944
1,98curitiba_2017_05_20__12_13_00.wav,38,0.043049886617,0.0003635019207257031
1,98curitiba_2017_05_20__12_13_00.wav,39,0.0486167800479,0.0007394007322134117
1,98curitiba_2017_05_20__12_15_00.wav,0,0.0317573695961,0.0023678274414000323
1,98curitiba_2017_05_20__12_15_00.wav,1,0.0315192743825,0.0005159289800896128
1,98curitiba_2017_05_20__12_15_00.wav,2,0.066190476158,0.006200335107892845
1,98curitiba_2017_05_20__12_15_00.wav,3,0.0241269841283,0.0003240190844198995
1,98curitiba_2017_05_20__12_15_00.wav,4,0.0329705215379,0.0024322357242476935
1,98curitiba_2017_05_20__12_15_00.wav,5,0.0366780045356,0.0005991698227310706
1,98curitiba_2017_05_20__12_15_00.wav,6,0.0318707483028,0.00028238574280554305
1,98curitiba_2017_05_20__12_15_00.wav,7,0.049433106566,0.003034676233995845
1,98curitiba_2017_05_20__12_15_00.wav,8,0.0190249433068,7.30922326650067e-05
1,98curitiba_2017_05_20__12_15_00.wav,9,0.048185941045,0.0013215048041356305
1,98curitiba_2017_05_20__12_15_00.wav,10,0.045226757371,0.002755297458577825
1,98curitiba_2017_05_20__12_15_00.wav,11,0.0391723356044,0.0035069088845228495
1,98curitiba_2017_05_20__12_15_00.wav,12,0.060260770985199996,0.0037110003870818114
1,98curitiba_2017_05_20__12_15_00.wav,13,0.052981859393299996,0.002664326506639856
1,98curitiba_2017_05_20__12_15_00.wav,14,0.0295691609908,0.000694822099262363
1,98curitiba_2017_05_20__12_15_00.wav,15,0.020884353734,0.00046921516239685506
1,98curitiba_2017_05_20__12_15_00.wav,16,0.0600340136345,0.002921512450054726
1,98curitiba_2017_05_20__12_15_00.wav,17,0.0315306122426,0.0008399900052993188
1,98curitiba_2017_05_20__12_15_00.wav,18,0.0301360544267,0.0006617763651756943
1,98curitiba_2017_05_20__12_15_00.wav,19,0.0389342403636,0.0012191791053232654
1,98curitiba_2017_05_20__12_15_00.wav,20,0.063310657595,0.0019163856938208094
1,98curitiba_2017_05_20__12_15_00.wav,21,0.0300566893518,0.0007393543797380277
1,98curitiba_2017_05_20__12_15_00.wav,22,0.0433560090664,0.002259292653877546
1,98curitiba_2017_05_20__12_15_00.wav,23,0.026167800457,0.0001662201790220324
1,98curitiba_2017_05_20__12_15_00.wav,24,0.027482993198999998,0.0003044393880447922
1,98curitiba_2017_05_20__12_15_00.wav,25,0.022301587312,1.9504255223822387e-05
1,98curitiba_2017_05_20__12_15_00.wav,26,0.085532879831,0.0012766514204905622
1,98curitiba_2017_05_20__12_15_00.wav,27,0.076371882081,0.002405769014797153
1,98curitiba_2017_05_20__12_15_00.wav,28,0.047426303854,0.0004055355773916082
1,98curitiba_2017_05_20__12_15_00.wav,29,0.032233560094,0.00014712182162167424
1,98curitiba_2017_05_20__12_15_00.wav,30,0.056247165524,0.0017565241882813395
1,98curitiba_2017_05_20__12_15_00.wav,31,0.044263038548,0.0006454869604426174
1,98curitiba_2017_05_20__12_15_00.wav,32,0.0378684807269,0.0002227373461892309
1,98curitiba_2017_05_20__12_15_00.wav,33,0.032131519272,0.00028371860909028333
1,98curitiba_2017_05_20__12_15_00.wav,34,0.045941043089,0.0005345872901168425
1,98curitiba_2017_05_20__12_15_00.wav,35,0.049829931964,0.0010629787300086087
1,98curitiba_2017_05_20__12_15_00.wav,36,0.0562471655282,0.0014509972121224146
1,98curitiba_2017_05_20__12_15_00.wav,37,0.066383219963,0.00408241107962537
1,98curitiba_2017_05_20__12_15_00.wav,38,0.046179138325,0.00014464436529704755
1,98curitiba_2017_05_20__12_15_00.wav,39,0.046281179137,0.0001276222408629415
1,98curitiba_2017_05_20__12_19_00.wav,0,0.031678004542,0.0006344994164027516
1,98curitiba_2017_05_20__12_19_00.wav,1,0.085102040835,0.005255189167624424
1,98curitiba_2017_05_20__12_19_00.wav,2,0.045147392293,0.0005791737130249765
1,98curitiba_2017_05_20__12_19_00.wav,3,0.077154195028,0.006912554339203672
1,98curitiba_2017_05_20__12_19_00.wav,4,0.072766439928,0.007837081961713817
1,98curitiba_2017_05_20__12_19_00.wav,5,0.034160997732,0.0005521210051644755
1,98curitiba_2017_05_20__12_19_00.wav,6,0.048616780031,0.0008362916073907743
1,98curitiba_2017_05_20__12_19_00.wav,7,0.0379931972844,0.00023365724139758035
1,98curitiba_2017_05_20__12_19_00.wav,8,0.0420294784644,0.0007766138692254281
1,98curitiba_2017_05_20__12_19_00.wav,9,0.0361904761886,0.00048613406115352657
1,98curitiba_2017_05_20__12_19_00.wav,10,0.0262471655391,0.000597040355331713
1,98curitiba_2017_05_20__12_19_00.wav,11,0.045521541950899996,0.0011180852547766182
1,98curitiba_2017_05_20__12_19_00.wav,12,0.0393990929793,0.0007153298054029122
1,98curitiba_2017_05_20__12_19_00.wav,13,0.041995464859,0.000654446316643423
1,98curitiba_2017_05_20__12_19_00.wav,14,0.0376417233536,0.0005655560124346351
1,98curitiba_2017_05_20__12_19_00.wav,15,0.0298526077239,0.0005990316695908028
1,98curitiba_2017_05_20__12_19_00.wav,16,0.0443764172383,0.0010325336765920374
1,98curitiba_2017_05_20__12_19_00.wav,17,0.0486961450946,0.001345704794922304
1,98curitiba_2017_05_20__12_19_00.wav,18,0.0393650793664,0.0007268784125550364
1,98curitiba_2017_05_20__12_19_00.wav,19,0.0328684807262,0.00033379426031928717
1,98curitiba_2017_05_20__12_19_00.wav,20,0.0347392290297,0.0010056945668439532
1,98curitiba_2017_05_20__12_19_00.wav,21,0.0383900226764,0.000591577613530765
1,98curitiba_2017_05_20__12_19_00.wav,22,0.0456916099642,0.0011540297928647346
1,98curitiba_2017_05_20__12_19_00.wav,23,0.0617233559977,0.0038720595837365636
1,98curitiba_2017_05_20__12_19_00.wav,24,0.0582653061165,0.004770892552582121
1,98curitiba_2017_05_20__12_19_00.wav,25,0.0314058957057,0.0008649153204574147
1,98curitiba_2017_05_20__12_19_00.wav,26,0.0363038548768,0.0006199868187310522
1,98curitiba_2017_05_20__12_19_00.wav,27,0.060238095234,0.0016670542559827414
1,98curitiba_2017_05_20__12_19_00.wav,28,0.047539682547,0.0013101758959406743
1,98curitiba_2017_05_20__12_19_00.wav,29,0.0460997732448,0.0021696497662900723
1,98curitiba_2017_05_20__12_19_00.wav,30,0.0334013605457,0.00035204862000961894
1,98curitiba_2017_05_20__12_19_00.wav,31,0.037721088432,0.0004686613709352811
1,98curitiba_2017_05_20__12_19_00.wav,32,0.043469387753,0.0007200781316277382
1,98curitiba_2017_05_20__12_19_00.wav,33,0.079240362823,0.006826558036868491
1,98curitiba_2017_05_20__12_19_00.wav,34,0.033333333337,0.0002357478870843876
1,98curitiba_2017_05_20__12_19_00.wav,35,0.03327664399,0.00021843620677760946
1,98curitiba_2017_05_20__12_19_00.wav,36,0.0310884353796,0.0011553978532812888
1,98curitiba_2017_05_20__12_19_00.wav,37,0.046371882079599996,0.002667381647729789
1,98curitiba_2017_05_20__12_19_00.wav,38,0.0735941043158,0.005333934754579072
1,98curitiba_2017_05_20__12_19_00.wav,39,0.087131519268,0.011278460816086534
1,98curitiba_2017_05_20__12_21_00.wav,0,0.0530158730046,0.0018646655430125387
1,98curitiba_2017_05_20__12_21_00.wav,1,0.072029478443,0.0012046165188165385
1,98curitiba_2017_05_20__12_21_00.wav,2,0.0464512471588,0.001357652685177284
1,98curitiba_2017_05_20__12_21_00.wav,3,0.079580498854,0.0016559664702356807
1,98curitiba_2017_05_20__12_21_00.wav,4,0.061927437638,0.0013076445529697149
1,98curitiba_2017_05_20__12_21_00.wav,5,0.088696145131,0.0028511225622011825
1,98curitiba_2017_05_20__12_21_00.wav,6,0.073458049885,0.0009964696764326376
1,98curitiba_2017_05_20__12_21_00.wav,7,0.056723355997,0.004693804706262577
1,98curitiba_2017_05_20__12_21_00.wav,8,0.0367573696104,0.0008294071881391936
1,98curitiba_2017_05_20__12_21_00.wav,9,0.0392290249338,0.00033583296712424987
1,98curitiba_2017_05_20__12_21_00.wav,10,0.0363832199588,0.0007697798274768855
1,98curitiba_2017_05_20__12_21_00.wav,11,0.0445578231329,0.0009499902340671239
1,98curitiba_2017_05_20__12_21_00.wav,12,0.0442063492249,0.0011346307180275953
1,98curitiba_2017_05_20__12_21_00.wav,13,0.0361451247188,0.0007974937087470584
1,98curitiba_2017_05_20__12_21_00.wav,14,0.048151927452,0.0012948592981766437
1,98curitiba_2017_05_20__12_21_00.wav,15,0.0471995464834,0.002909547939589239
1,98curitiba_2017_05_20__12_21_00.wav,16,0.0384580498939,0.0008130336440451407
1,98curitiba_2017_05_20__12_21_00.wav,17,0.0566326530458,0.001554418806511594
1,98curitiba_2017_05_20__12_21_00.wav,18,0.0414625850409,0.0013188236222805249
1,98curitiba_2017_05_20__12_21_00.wav,19,0.0518934240098,0.0019300749351182892
1,98curitiba_2017_05_20__12_21_00.wav,20,0.0338548752816,0.0005904869094594818
1,98curitiba_2017_05_20__12_21_00.wav,21,0.051360544205599996,0.001758591461252667
1,98curitiba_2017_05_20__12_21_00.wav,22,0.052993197265,0.001947805757422518
1,98curitiba_2017_05_20__12_21_00.wav,23,0.0523582766356,0.0020999008016510104
1,98curitiba_2017_05_20__12_21_00.wav,24,0.055204081629,0.002580364109030295
1,98curitiba_2017_05_20__12_21_00.wav,25,0.0326757369624,0.0006138425201010049
1,98curitiba_2017_05_20__12_21_00.wav,26,0.0410770975017,0.0006405511343689972
1,98curitiba_2017_05_20__12_21_00.wav,27,0.0605102040919,0.0013807963860231812
1,98curitiba_2017_05_20__12_21_00.wav,28,0.0545804988849,0.0011578088292798121
1,98curitiba_2017_05_20__12_21_00.wav,29,0.0426303854966,0.0005030223154139689
1,98curitiba_2017_05_20__12_21_00.wav,30,0.0460430839068,0.0007400919032759407
1,98curitiba_2017_05_20__12_21_00.wav,31,0.051020408159,0.0007380950035406591
1,98curitiba_2017_05_20__12_21_00.wav,32,0.0580952380862,0.0006935610378976959
1,98curitiba_2017_05_20__12_21_00.wav,33,0.058458049873,0.0005978439675334332
1,98curitiba_2017_05_20__12_21_00.wav,34,0.0488548752878,0.0009175442545720116
1,98curitiba_2017_05_20__12_21_00.wav,35,0.048628117908,0.0013700513910910206
1,98curitiba_2017_05_20__12_21_00.wav,36,0.0535260770958,0.0008711685577247726
1,98curitiba_2017_05_20__12_21_00.wav,37,0.0621201814168,0.0009974045671080354
1,98curitiba_2017_05_20__12_21_00.wav,38,0.0447732426297,0.0004156749700051644
1,98curitiba_2017_05_20__12_21_00.wav,39,0.053083900227,0.0009140717910608509
1,98curitiba_2017_05_20__12_23_00.wav,0,0.0509070294824,0.0004551222299759112
1,98curitiba_2017_05_20__12_23_00.wav,1,0.0422335600866,0.0002305118586077306
1,98curitiba_2017_05_20__12_23_00.wav,2,0.0467460317532,0.00042264404925739066
1,98curitiba_2017_05_20__12_23_00.wav,3,0.0641950113614,0.0012135064084307246
1,98curitiba_2017_05_20__12_23_00.wav,4,0.0482539682449,0.0003913633070432374
1,98curitiba_2017_05_20__12_23_00.wav,5,0.0528798186004,0.0006482812412702542
1,98curitiba_2017_05_20__12_23_00.wav,6,0.0489795918393,0.0003504016568758083
1,98curitiba_2017_05_20__12_23_00.wav,7,0.0438208616754,0.00042161878745855205
1,98curitiba_2017_05_20__12_23_00.wav,8,0.0423015872985,0.0006987438307830396
1,98curitiba_2017_05_20__12_23_00.wav,9,0.0383560090705,0.0002138313582567713
1,98curitiba_2017_05_20__12_23_00.wav,10,0.038934240362,0.000348693406685337
1,98curitiba_2017_05_20__12_23_00.wav,11,0.0397732426286,0.0003552755459534542
1,98curitiba_2017_05_20__12_23_00.wav,12,0.0300907029453,0.00016572001336280235
1,98curitiba_2017_05_20__12_23_00.wav,13,0.044195011344,0.0001125497497716044
1,98curitiba_2017_05_20__12_23_00.wav,14,0.043956916102999996,0.00022361653165691234
1,98curitiba_2017_05_20__12_23_00.wav,15,0.06259637189,0.0035819316616216884
1,98curitiba_2017_05_20__12_23_00.wav,16,0.036643990926,0.00047998456746981374
1,98curitiba_2017_05_20__12_23_00.wav,17,0.0331519274351,0.0001068142046905193
1,98curitiba_2017_05_20__12_23_00.wav,18,0.0437301587317,0.00019739808394116437
1,98curitiba_2017_05_20__12_23_00.wav,19,0.0448639455759,0.00029673005902518024
1,98curitiba_2017_05_20__12_23_00.wav,20,0.0375283446782,0.0003691124248763974
1,98curitiba_2017_05_20__12_23_00.wav,21,0.041757369616399996,0.0014819565880870682
1,98curitiba_2017_05_20__12_23_00.wav,22,0.0592403628177,0.0021602269960979735
1,98curitiba_2017_05_20__12_23_00.wav,23,0.0290589569169,0.00022168962118217139
1,98curitiba_2017_05_20__12_23_00.wav,24,0.0591043083743,0.0012042581425613908
1,98curitiba_2017_05_20__12_23_00.wav,25,0.0400793650818,0.00023095333403467042
1,98curitiba_2017_05_20__12_23_00.wav,26,0.0378911564594,0.00035936568610834944
1,98curitiba_2017_05_20__12_23_00.wav,27,0.0369954648546,0.0002004987996970735
1,98curitiba_2017_05_20__12_23_00.wav,28,0.0740136054344,0.004313814455732642
1,98curitiba_2017_05_20__12_23_00.wav,29,0.0416099773229,0.00035771197104884423
1,98curitiba_2017_05_20__12_23_00.wav,30,0.0521088435419,0.0002899174442802941
1,98curitiba_2017_05_20__12_23_00.wav,31,0.0417573696171,0.0003120466608484882
1,98curitiba_2017_05_20__12_23_00.wav,32,0.0514625850336,0.0023588005719400295
1,98curitiba_2017_05_20__12_23_00.wav,33,0.066643990923,0.002494403257174199
1,98curitiba_2017_05_20__12_23_00.wav,34,0.058174603177,0.00046250253050755466
1,98curitiba_2017_05_20__12_23_00.wav,35,0.0446598639447,0.00027399770939627897
1,98curitiba_2017_05_20__12_23_00.wav,36,0.0500907029437,0.0003814186829306537
1,98curitiba_2017_05_20__12_23_00.wav,37,0.0671768707539,0.0024484065842205554
1,98curitiba_2017_05_20__12_23_00.wav,38,0.0533560090637,0.0012884284246411585
1,98curitiba_2017_05_20__12_23_00.wav,39,0.061303854862,0.0024890711421427167
