music,file,frame,lpc_mean,lpc_var
1,98curitiba_2017_05_20__12_07_00.wav,30,0.65113797174,0.021357424257165677
1,98curitiba_2017_05_20__12_07_00.wav,31,0.76217865538,0.017630498491607405
1,98curitiba_2017_05_20__12_07_00.wav,32,0.61000064276,0.015604749207716212
1,98curitiba_2017_05_20__12_07_00.wav,33,0.68445637286,0.01731748850590305
1,98curitiba_2017_05_20__12_07_00.wav,34,0.60972230516,0.0312327681926024
1,98curitiba_2017_05_20__12_07_00.wav,35,0.60723638903,0.03280562221063973
1,98curitiba_2017_05_20__12_07_00.wav,36,0.68207683964,0.012449431831018678
1,98curitiba_2017_05_20__12_07_00.wav,37,0.75602820305,0.023685762820174098
1,98curitiba_2017_05_20__12_07_00.wav,38,0.75208378208,0.01590488755306342
1,98curitiba_2017_05_20__12_07_00.wav,39,0.5862345070743,0.05346225939288319
1,98curitiba_2017_05_20__12_09_00.wav,0,,
1,98curitiba_2017_05_20__12_09_00.wav,1,0.7268262049199999,0.017765252704164732
1,98curitiba_2017_05_20__12_09_00.wav,2,0.6917725628,0.017201953987358607
1,98curitiba_2017_05_20__12_09_00.wav,3,0.370776532238,0.020771050166370746
1,98curitiba_2017_05_20__12_09_00.wav,4,0.48000783071,0.028040403499112465
1,98curitiba_2017_05_20__12_09_00.wav,5,0.55832726528,0.02047115360023554
1,98curitiba_2017_05_20__12_09_00.wav,6,0.57879289655,0.019991290048990015
1,98curitiba_2017_05_20__12_09_00.wav,7,0.76675644268,0.015096305029926878
1,98curitiba_2017_05_20__12_09_00.wav,8,0.71391918472,0.027920883522384896
1,98curitiba_2017_05_20__12_09_00.wav,9,0.74692648637,0.02453598844058898
1,98curitiba_2017_05_20__12_09_00.wav,10,0.7455450672,0.027478792465393052
1,98curitiba_2017_05_20__12_09_00.wav,11,0.69797118543,0.027970963749468575
1,98curitiba_2017_05_20__12_09_00.wav,12,0.78238580933,0.014535491907630427
1,98curitiba_2017_05_20__12_09_00.wav,13,0.65549734512,0.0269017634283229
1,98curitiba_2017_05_20__12_09_00.wav,14,0.72290286422,0.0213261103794679
1,98curitiba_2017_05_20__12_09_00.wav,15,0.7020188040500001,0.03798358878897269
1,98curitiba_2017_05_20__12_09_00.wav,16,0.758345409,0.020766967643942414
1,98curitiba_2017_05_20__12_09_00.wav,17,0.76016089589,0.015912994127954678
1,98curitiba_2017_05_20__12_09_00.wav,18,0.72485315229,0.02515000788412551
1,98curitiba_2017_05_20__12_09_00.wav,19,0.7242160513,0.05285742692048621
1,98curitiba_2017_05_20__12_09_00.wav,20,0.76492586823,0.01786288001670772
1,98curitiba_2017_05_20__12_09_00.wav,21,0.61299506488,0.03429635557029938
1,98curitiba_2017_05_20__12_09_00.wav,22,0.6618335387100001,0.029644049868815667
1,98curitiba_2017_05_20__12_09_00.wav,23,0.63193471089,0.030094437939279642
1,98curitiba_2017_05_20__12_09_00.wav,24,0.68509577747,0.028889314180597665
1,98curitiba_2017_05_20__12_09_00.wav,25,0.71557309333,0.0288161104265422
1,98curitiba_2017_05_20__12_09_00.wav,26,0.72239846297,0.02424968644268713
1,98curitiba_2017_05_20__12_09_00.wav,27,0.72693791772,0.022487537440735793
1,98curitiba_2017_05_20__12_09_00.wav,28,0.69030493992,0.026516568127403838
1,98curitiba_2017_05_20__12_09_00.wav,29,0.74355613309,0.030517478323707728
1,98curitiba_2017_05_20__12_09_00.wav,30,0.73301274418,0.028203365709085878
1,98curitiba_2017_05_20__12_09_00.wav,31,0.72752242206,0.03892993686961198
1,98curitiba_2017_05_20__12_09_00.wav,32,0.818448187,0.012925801193868647
1,98curitiba_2017_05_20__12_09_00.wav,33,0.67527759527,0.036815147800616635
1,98curitiba_2017_05_20__12_09_00.wav,34,0.6690947068699999,0.026160591703921585
1,98curitiba_2017_05_20__12_09_00.wav,35,0.77458393908,0.026563510327652536
1,98curitiba_2017_05_20__12_09_00.wav,36,0.75036881784,0.028460433154069712
1,98curitiba_2017_05_20__12_09_00.wav,37,0.61220307222,0.04136889182398276
1,98curitiba_2017_05_20__12_09_00.wav,38,0.82284627768,0.006444739747876166
1,98curitiba_2017_05_20__12_09_00.wav,39,0.8154990016,0.007586448815156783
1,98curitiba_2017_05_20__12_11_00.wav,0,,
1,98curitiba_2017_05_20__12_11_00.wav,1,0.77194114683,0.02964159589894085
1,98curitiba_2017_05_20__12_11_00.wav,2,0.54390697555,0.03795810663217651
1,98curitiba_2017_05_20__12_11_00.wav,3,0.76501224361,0.02267122464694743
1,98curitiba_2017_05_20__12_11_00.wav,4,0.70127755383,0.05001533564389223
1,98curitiba_2017_05_20__12_11_00.wav,5,0.78954682321,0.018470069201107806
1,98curitiba_2017_05_20__12_11_00.wav,6,0.75704769114,0.022915213172241072
1,98curitiba_2017_05_20__12_11_00.wav,7,0.64746471073,0.04195907525979357
1,98curitiba_2017_05_20__12_11_00.wav,8,0.63246061143,0.026199549524127595
1,98curitiba_2017_05_20__12_11_00.wav,9,0.75028072465,0.01721718677232526
1,98curitiba_2017_05_20__12_11_00.wav,10,0.62842222208,0.023607518980680173
1,98curitiba_2017_05_20__12_11_00.wav,11,0.63069936759,0.023278089197107096
1,98curitiba_2017_05_20__12_11_00.wav,12,0.63097589829,0.026282885572213067
1,98curitiba_2017_05_20__12_11_00.wav,13,0.75883646935,0.017191690576327762
1,98curitiba_2017_05_20__12_11_00.wav,14,0.77482446383,0.023529386133253012
1,98curitiba_2017_05_20__12_11_00.wav,15,0.84507777836,0.006087211498669976
1,98curitiba_2017_05_20__12_11_00.wav,16,0.71313966472,0.007878642924733474
1,98curitiba_2017_05_20__12_11_00.wav,17,0.59859722427,0.004159589815019756
1,98curitiba_2017_05_20__12_11_00.wav,18,0.55337059484,0.016478232563857154
1,98curitiba_2017_05_20__12_11_00.wav,19,0.60359605354,0.03337371407727112
1,98curitiba_2017_05_20__12_11_00.wav,20,0.72555628604,0.01660557577967403
1,98curitiba_2017_05_20__12_11_00.wav,21,0.67475319769,0.025318682203670284
1,98curitiba_2017_05_20__12_11_00.wav,22,0.73805231379,0.03510637925214371
1,98curitiba_2017_05_20__12_11_00.wav,23,0.73410796662,0.02148390368545778
1,98curitiba_2017_05_20__12_11_00.wav,24,0.60754876252,0.024068146736176167
1,98curitiba_2017_05_20__12_11_00.wav,25,0.65018102347,0.03498142693126112
1,98curitiba_2017_05_20__12_11_00.wav,26,0.60995014677,0.01613382785654772
1,98curitiba_2017_05_20__12_11_00.wav,27,0.74007969134,0.009967359572956056
1,98curitiba_2017_05_20__12_11_00.wav,28,0.70744348803,0.032019959545621986
1,98curitiba_2017_05_20__12_11_00.wav,29,0.72100425851,0.029779999316569307
1,98curitiba_2017_05_20__12_11_00.wav,30,0.66860284041,0.0403948787960024
1,98curitiba_2017_05_20__12_11_00.wav,31,0.63693014267,0.028294658965449738
1,98curitiba_2017_05_20__12_11_00.wav,32,0.72169799715,0.03844555267341669
1,98curitiba_2017_05_20__12_11_00.wav,33,0.7095475424,0.05062811332714485
1,98curitiba_2017_05_20__12_11_00.wav,34,0.8047101886,0.013829570460068129
1,98curitiba_2017_05_20__12_11_00.wav,35,0.62081562557,0.03613144142977494
1,98curitiba_2017_05_20__12_11_00.wav,36,0.649769186,0.04033963365215503
1,98curitiba_2017_05_20__12_11_00.wav,37,0.68249529705,0.022926991107984202
1,98curitiba_2017_05_20__12_11_00.wav,38,0.69004160456,0.01752849619927399
1,98curitiba_2017_05_20__12_11_00.wav,39,0.61681772983,0.02117844880918993
1,98curitiba_2017_05_20__12_13_00.wav,0,,
1,98curitiba_2017_05_20__12_13_00.wav,1,0.67406520742,0.019910028520236336
1,98curitiba_2017_05_20__12_13_00.wav,2,0.64187613951,0.03529069717578191
1,98curitiba_2017_05_20__12_13_00.wav,3,0.73323269237,0.013123651774976392
1,98curitiba_2017_05_20__12_13_00.wav,4,0.71039021372,0.020099702608635955
1,98curitiba_2017_05_20__12_13_00.wav,5,0.65945458894,0.02562552362922011
1,98curitiba_2017_05_20__12_13_00.wav,6,0.73013512939,0.009207626836825621
1,98curitiba_2017_05_20__12_13_00.wav,7,0.72870933111,0.021122319154707393
1,98curitiba_2017_05_20__12_13_00.wav,8,0.74682495207,0.01684071417970232
1,98curitiba_2017_05_20__12_13_00.wav,9,0.6981784416,0.004638647863410159
1,98curitiba_2017_05_20__12_13_00.wav,10,0.71174172428,0.0070175617170981095
1,98curitiba_2017_05_20__12_13_00.wav,11,0.73446409173,0.010757935143382321
1,98curitiba_2017_05_20__12_13_00.wav,12,0.67530214946,0.024312686911787743
1,98curitiba_2017_05_20__12_13_00.wav,13,0.69950498758,0.02589361312816807
1,98curitiba_2017_05_20__12_13_00.wav,14,0.65430510092,0.026859389735789226
1,98curitiba_2017_05_20__12_13_00.wav,15,0.63803460868,0.020466314708871523
1,98curitiba_2017_05_20__12_13_00.wav,16,0.53678395717,0.024615612388895335
1,98curitiba_2017_05_20__12_13_00.wav,17,0.57210271656,0.02100615630928089
1,98curitiba_2017_05_20__12_13_00.wav,18,0.53194443227,0.02161451161956768
1,98curitiba_2017_05_20__12_13_00.wav,19,0.5475029214,0.020153999273001558
1,98curitiba_2017_05_20__12_13_00.wav,20,0.55949174364,0.041396913994292815
1,98curitiba_2017_05_20__12_13_00.wav,21,0.64957053035,0.034580698465508715
1,98curitiba_2017_05_20__12_13_00.wav,22,0.52870257525,0.040917243011886276
1,98curitiba_2017_05_20__12_13_00.wav,23,0.60579651809,0.029194067293852207
1,98curitiba_2017_05_20__12_13_00.wav,24,0.64651013781,0.036000793815642876
1,98curitiba_2017_05_20__12_13_00.wav,25,0.62648691557,0.021920934228998604
1,98curitiba_2017_05_20__12_13_00.wav,26,0.57855212987,0.03527759847889608
1,98curitiba_2017_05_20__12_13_00.wav,27,0.62283880791,0.029854953054750596
1,98curitiba_2017_05_20__12_13_00.wav,28,0.57076955967,0.030495312964725747
1,98curitiba_2017_05_20__12_13_00.wav,29,0.63689132943,0.011265667896370053
1,98curitiba_2017_05_20__12_13_00.wav,30,0.53755595124,0.02697042707650227
1,98curitiba_2017_05_20__12_13_00.wav,31,0.57535452735,0.023991322472735766
1,98curitiba_2017_05_20__12_13_00.wav,32,0.61263133809,0.03979448612281979
1,98curitiba_2017_05_20__12_13_00.wav,33,0.63766869627,0.05404314587793593
1,98curitiba_2017_05_20__12_13_00.wav,34,0.624579956938,0.05763279961352616
1,98curitiba_2017_05_20__12_13_00.wav,35,0.6249012563,0.048937844743474145
1,98curitiba_2017_05_20__12_13_00.wav,36,0.6963998898,0.03504886717243168
1,98curitiba_2017_05_20__12_13_00.wav,37,0.77137158088,0.009663215477617592
1,98curitiba_2017_05_20__12_13_00.wav,38,0.61934609086,0.023909164195860626
1,98curitiba_2017_05_20__12_13_00.wav,39,0.6166371535,0.03145993050387812
1,98curitiba_2017_05_20__12_15_00.wav,0,,
1,98curitiba_2017_05_20__12_15_00.wav,1,0.4136980647032,0.024953985585756507
1,98curitiba_2017_05_20__12_15_00.wav,2,0.54980682069,0.02921270739874342
1,98curitiba_2017_05_20__12_15_00.wav,3,0.55650170267,0.04435967556127352
1,98curitiba_2017_05_20__12_15_00.wav,4,0.434403261266,0.03263744727752037
1,98curitiba_2017_05_20__12_15_00.wav,5,0.54306882499,0.028005645559229155
1,98curitiba_2017_05_20__12_15_00.wav,6,0.55484135085,0.0324051518137166
1,98curitiba_2017_05_20__12_15_00.wav,7,0.54094174879,0.030220812395903157
1,98curitiba_2017_05_20__12_15_00.wav,8,0.42828437448,0.03190345962084948
1,98curitiba_2017_05_20__12_15_00.wav,9,0.49596203251,0.020194391613399556
1,98curitiba_2017_05_20__12_15_00.wav,10,0.599946026055,0.04513561427891207
1,98curitiba_2017_05_20__12_15_00.wav,11,0.465067619951,0.0347512790502947
1,98curitiba_2017_05_20__12_15_00.wav,12,0.54531580591,0.026535337645017552
1,98curitiba_2017_05_20__12_15_00.wav,13,0.50635605068,0.019885236946793138
1,98curitiba_2017_05_20__12_15_00.wav,14,0.52447219609,0.02145544275653792
1,98curitiba_2017_05_20__12_15_00.wav,15,0.46612494105,0.02828769177861672
1,98curitiba_2017_05_20__12_15_00.wav,16,0.441955594606,0.02278971457791777
1,98curitiba_2017_05_20__12_15_00.wav,17,0.524077733155,0.01765692633414416
1,98curitiba_2017_05_20__12_15_00.wav,18,0.4386073376621,0.02895941660603576
1,98curitiba_2017_05_20__12_15_00.wav,19,0.55323430656,0.02797911928398725
1,98curitiba_2017_05_20__12_15_00.wav,20,0.62912987543,0.02521203031819005
1,98curitiba_2017_05_20__12_15_00.wav,21,0.56865460697,0.016464431134193096
1,98curitiba_2017_05_20__12_15_00.wav,22,0.4700017812663788,0.0287754353155731
1,98curitiba_2017_05_20__12_15_00.wav,23,0.55683559509,0.021930537727969466
1,98curitiba_2017_05_20__12_15_00.wav,24,0.585206465094,0.04405353636140851
1,98curitiba_2017_05_20__12_15_00.wav,25,0.6345842162499999,0.02698354606494015
1,98curitiba_2017_05_20__12_15_00.wav,26,0.68128063729,0.016857738647600123
1,98curitiba_2017_05_20__12_15_00.wav,27,0.74040948353,0.007920946619356854
1,98curitiba_2017_05_20__12_15_00.wav,28,0.62041332888,0.019509762804453424
1,98curitiba_2017_05_20__12_15_00.wav,29,0.67434795704,0.015200685354937347
1,98curitiba_2017_05_20__12_15_00.wav,30,0.63821663967,0.017160706401925994
1,98curitiba_2017_05_20__12_15_00.wav,31,0.63063369158,0.021540682334009832
1,98curitiba_2017_05_20__12_15_00.wav,32,0.68710074932,0.01098477943166641
1,98curitiba_2017_05_20__12_15_00.wav,33,0.574100124485,0.02821239980767878
1,98curitiba_2017_05_20__12_15_00.wav,34,0.62981402857,0.029698802681696584
1,98curitiba_2017_05_20__12_15_00.wav,35,0.6292958204,0.021117665882360918
1,98curitiba_2017_05_20__12_15_00.wav,36,0.57085763145,0.023539582242705366
1,98curitiba_2017_05_20__12_15_00.wav,37,0.65690581156,0.02378246031008017
1,98curitiba_2017_05_20__12_15_00.wav,38,0.73573614695,0.010811773598300193
1,98curitiba_2017_05_20__12_15_00.wav,39,0.70295273058,0.00613051960262621
1,98curitiba_2017_05_20__12_19_00.wav,0,,
1,98curitiba_2017_05_20__12_19_00.wav,1,0.55482310275,0.02427182532583976
1,98curitiba_2017_05_20__12_19_00.wav,2,0.60178233242,0.00976268470167019
1,98curitiba_2017_05_20__12_19_00.wav,3,0.63785169387,0.014615114773659746
1,98curitiba_2017_05_20__12_19_00.wav,4,0.55944278915,0.029353795561144234
1,98curitiba_2017_05_20__12_19_00.wav,5,0.632707871216,0.032651161377306476
1,98curitiba_2017_05_20__12_19_00.wav,6,0.59699514643,0.032122019808640725
1,98curitiba_2017_05_20__12_19_00.wav,7,0.62293240549,0.02806362577091995
1,98curitiba_2017_05_20__12_19_00.wav,8,0.64787959536,0.023689462444032933
1,98curitiba_2017_05_20__12_19_00.wav,9,0.64803629952,0.025623309177865206
1,98curitiba_2017_05_20__12_19_00.wav,10,0.523722958933,0.04137762054459931
1,98curitiba_2017_05_20__12_19_00.wav,11,0.53318715763,0.025244244156055418
1,98curitiba_2017_05_20__12_19_00.wav,12,0.57902903104,0.023398518692566362
1,98curitiba_2017_05_20__12_19_00.wav,13,0.64656485139,0.021975183512285536
1,98curitiba_2017_05_20__12_19_00.wav,14,0.6485571972999999,0.024554641320534924
1,98curitiba_2017_05_20__12_19_00.wav,15,0.5655120286599999,0.0423712245764639
1,98curitiba_2017_05_20__12_19_00.wav,16,0.56098797155,0.026775184759217623
1,98curitiba_2017_05_20__12_19_00.wav,17,0.53801629805,0.023167086155684035
1,98curitiba_2017_05_20__12_19_00.wav,18,0.63832583921,0.019987320248110587
1,98curitiba_2017_05_20__12_19_00.wav,19,0.6583355133,0.028466338670041693
1,98curitiba_2017_05_20__12_19_00.wav,20,0.542297422,0.03310223963279459
1,98curitiba_2017_05_20__12_19_00.wav,21,0.57837565241,0.026519368400911535
1,98curitiba_2017_05_20__12_19_00.wav,22,0.5453221239,0.024274727724079206
1,98curitiba_2017_05_20__12_19_00.wav,23,0.52716634673,0.02327853846696795
1,98curitiba_2017_05_20__12_19_00.wav,24,0.54222588054,0.03118883895475494
1,98curitiba_2017_05_20__12_19_00.wav,25,0.512610124652,0.03911157468826903
1,98curitiba_2017_05_20__12_19_00.wav,26,0.535431256093,0.03763339794062531
1,98curitiba_2017_05_20__12_19_00.wav,27,0.498062225,0.01716627252639257
1,98curitiba_2017_05_20__12_19_00.wav,28,0.6365210706946,0.03585568193739675
1,98curitiba_2017_05_20__12_19_00.wav,29,0.58807410248,0.046956130900477976
1,98curitiba_2017_05_20__12_19_00.wav,30,0.65280288254,0.03163566607736455
1,98curitiba_2017_05_20__12_19_00.wav,31,0.58874218403,0.04460620726786885
1,98curitiba_2017_05_20__12_19_00.wav,32,0.630546034001,0.038224851310052155
1,98curitiba_2017_05_20__12_19_00.wav,33,0.5831245230237,0.04950203076204444
1,98curitiba_2017_05_20__12_19_00.wav,34,0.65617782113,0.031244280400429546
1,98curitiba_2017_05_20__12_19_00.wav,35,0.67674647136,0.036693332507362404
1,98curitiba_2017_05_20__12_19_00.wav,36,0.588628307134,0.038997609183242854
1,98curitiba_2017_05_20__12_19_00.wav,37,0.56985984317,0.060740248880166464
1,98curitiba_2017_05_20__12_19_00.wav,38,0.57609073117,0.02910200734469688
1,98curitiba_2017_05_20__12_19_00.wav,39,0.60741620836,0.03206635145057346
1,98curitiba_2017_05_20__12_21_00.wav,0,,
1,98curitiba_2017_05_20__12_21_00.wav,1,0.51636659371,0.009386367907426862
1,98curitiba_2017_05_20__12_21_00.wav,2,0.472565787289,0.017016602620421685
1,98curitiba_2017_05_20__12_21_00.wav,3,0.54916380236,0.010119024169888082
1,98curitiba_2017_05_20__12_21_00.wav,4,0.49367351517,0.02204893736339244
1,98curitiba_2017_05_20__12_21_00.wav,5,0.49570176355,0.014393294004881724
1,98curitiba_2017_05_20__12_21_00.wav,6,0.52258200589,0.011072069235688934
1,98curitiba_2017_05_20__12_21_00.wav,7,0.421799279591,0.020498990237417507
1,98curitiba_2017_05_20__12_21_00.wav,8,0.52604407885,0.029278708466406306
1,98curitiba_2017_05_20__12_21_00.wav,9,0.46569334438,0.017250853828473217
1,98curitiba_2017_05_20__12_21_00.wav,10,0.48842896931,0.024339616323718727
1,98curitiba_2017_05_20__12_21_00.wav,11,0.52263492363,0.02091523590457346
1,98curitiba_2017_05_20__12_21_00.wav,12,0.43329057978,0.018491042226688185
1,98curitiba_2017_05_20__12_21_00.wav,13,0.520845250032,0.03095928522113955
1,98curitiba_2017_05_20__12_21_00.wav,14,0.53384358599,0.016490580299308916
1,98curitiba_2017_05_20__12_21_00.wav,15,0.48781584126,0.02506029299138239
1,98curitiba_2017_05_20__12_21_00.wav,16,0.5285073826438,0.03494724935173191
1,98curitiba_2017_05_20__12_21_00.wav,17,0.52389390374,0.026489849991994833
1,98curitiba_2017_05_20__12_21_00.wav,18,0.51755384737,0.03184379142402318
1,98curitiba_2017_05_20__12_21_00.wav,19,0.53508620312,0.014718161020234063
1,98curitiba_2017_05_20__12_21_00.wav,20,0.55172732141,0.018423105874517384
1,98curitiba_2017_05_20__12_21_00.wav,21,0.53368449453,0.015732035290902675
1,98curitiba_2017_05_20__12_21_00.wav,22,0.47887218048,0.014791525981159093
1,98curitiba_2017_05_20__12_21_00.wav,23,0.48185117737,0.014422317740484763
1,98curitiba_2017_05_20__12_21_00.wav,24,0.53355752106,0.026103395856076968
1,98curitiba_2017_05_20__12_21_00.wav,25,0.54981595969,0.023137885201727392
1,98curitiba_2017_05_20__12_21_00.wav,26,0.54997406239,0.02107581477396564
1,98curitiba_2017_05_20__12_21_00.wav,27,0.489515481034,0.020481203577196395
1,98curitiba_2017_05_20__12_21_00.wav,28,0.48949326052,0.01229189220295668
1,98curitiba_2017_05_20__12_21_00.wav,29,0.46153252854,0.015918542406403544
1,98curitiba_2017_05_20__12_21_00.wav,30,0.50368677792,0.022576440267228787
1,98curitiba_2017_05_20__12_21_00.wav,31,0.47273064366,0.005587394864949153
1,98curitiba_2017_05_20__12_21_00.wav,32,0.45823433366,0.021399685481001025
1,98curitiba_2017_05_20__12_21_00.wav,33,0.45151696484,0.012691025729019902
1,98curitiba_2017_05_20__12_21_00.wav,34,0.51090551892,0.01262724960092383
1,98curitiba_2017_05_20__12_21_00.wav,35,0.49817199198,0.019377478090396742
1,98curitiba_2017_05_20__12_21_00.wav,36,0.46066485874,0.008342436450624099
1,98curitiba_2017_05_20__12_21_00.wav,37,0.461026936002,0.019123053231811397
1,98curitiba_2017_05_20__12_21_00.wav,38,0.48227206658,0.01601954978829
1,98curitiba_2017_05_20__12_21_00.wav,39,0.54255303527,0.014694225735528924
1,98curitiba_2017_05_20__12_23_00.wav,0,,
1,98curitiba_2017_05_20__12_23_00.wav,1,0.66604647279,0.025828616473882925
1,98curitiba_2017_05_20__12_23_00.wav,2,0.65997443996,0.037905101424356276
1,98curitiba_2017_05_20__12_23_00.wav,3,0.62091806299,0.03806268370039871
1,98curitiba_2017_05_20__12_23_00.wav,4,0.66376322573,0.022006133901060168
1,98curitiba_2017_05_20__12_23_00.wav,5,0.61484882525,0.0361299822384712
1,98curitiba_2017_05_20__12_23_00.wav,6,0.63244621258,0.022675807962611764
1,98curitiba_2017_05_20__12_23_00.wav,7,0.60180403928,0.0344145982112728
1,98curitiba_2017_05_20__12_23_00.wav,8,0.5172540178,0.05528633464860749
1,98curitiba_2017_05_20__12_23_00.wav,9,0.59247381342,0.03062504962195715
1,98curitiba_2017_05_20__12_23_00.wav,10,0.5467585915947,0.06422560605663478
1,98curitiba_2017_05_20__12_23_00.wav,11,0.66224439634,0.02433666529562147
1,98curitiba_2017_05_20__12_23_00.wav,12,0.65244446039,0.025192274688422767
1,98curitiba_2017_05_20__12_23_00.wav,13,0.77856184548,0.024627024068848126
1,98curitiba_2017_05_20__12_23_00.wav,14,0.7247135186,0.025156998377155966
1,98curitiba_2017_05_20__12_23_00.wav,15,0.64016989786,0.027722170454053136
1,98curitiba_2017_05_20__12_23_00.wav,16,0.63829517921,0.0318019603700365
1,98curitiba_2017_05_20__12_23_00.wav,17,0.70971989034,0.029942727943863604
1,98curitiba_2017_05_20__12_23_00.wav,18,0.65045004858,0.01970453180637918
1,98curitiba_2017_05_20__12_23_00.wav,19,0.621783100948,0.05484253218786364
1,98curitiba_2017_05_20__12_23_00.wav,20,0.68976812396,0.0440800572161366
1,98curitiba_2017_05_20__12_23_00.wav,21,0.55991080671,0.044141512812113544
1,98curitiba_2017_05_20__12_23_00.wav,22,0.60970800849,0.03352213343536999
1,98curitiba_2017_05_20__12_23_00.wav,23,0.57709514769,0.039481699143638825
1,98curitiba_2017_05_20__12_23_00.wav,24,0.66893520088,0.030908906064804873
1,98curitiba_2017_05_20__12_23_00.wav,25,0.73815362647,0.019958163402591732
1,98curitiba_2017_05_20__12_23_00.wav,26,0.55560487123,0.023394479175769846
1,98curitiba_2017_05_20__12_23_00.wav,27,0.71061799123,0.02688423134773141
1,98curitiba_2017_05_20__12_23_00.wav,28,0.68880082349,0.03130974067759421
1,98curitiba_2017_05_20__12_23_00.wav,29,0.6981110219,0.02451299558460709
1,98curitiba_2017_05_20__12_23_00.wav,30,0.72648216197,0.01936783897254028
1,98curitiba_2017_05_20__12_23_00.wav,31,0.6828197377,0.037342797486796385
1,98curitiba_2017_05_20__12_23_00.wav,32,0.606270192319,0.04840711749988186
1,98curitiba_2017_05_20__12_23_00.wav,33,0.72144847884,0.026924221849434896
1,98curitiba_2017_05_20__12_23_00.wav,34,0.71050471613,0.04419982387429575
1,98curitiba_2017_05_20__12_23_00.wav,35,0.70140303337,0.019988330248901297
1,98curitiba_2017_05_20__12_23_00.wav,36,0.75600104443,0.03023439063207838
1,98curitiba_2017_05_20__12_23_00.wav,37,0.5927403898,0.037971409759463795
1,98curitiba_2017_05_20__12_23_00.wav,38,0.69911539392,0.02979681415646586
1,98curitiba_2017_05_20__12_23_00.wav,39,0.69099786591,0.03175950436169341
1,98curitiba_2017_05_20__12_25_00.wav,0,,
1,98curitiba_2017_05_20__12_25_00.wav,1,0.57250738557,0.0437381431673396
1,98curitiba_2017_05_20__12_25_00.wav,2,0.476492195744,0.03563452837832383
1,98curitiba_2017_05_20__12_25_00.wav,3,0.614615936481,0.025903149291656286
1,98curitiba_2017_05_20__12_25_00.wav,4,0.567292300448,0.03204631775030467
1,98curitiba_2017_05_20__12_25_00.wav,5,0.412154855031,0.027579142436545603
1,98curitiba_2017_05_20__12_25_00.wav,6,0.500066119921,0.027907479738171488
1,98curitiba_2017_05_20__12_25_00.wav,7,0.422479605635,0.043835801816675984
1,98curitiba_2017_05_20__12_25_00.wav,8,0.341829942207,0.030417953912147456
1,98curitiba_2017_05_20__12_25_00.wav,9,0.65186701375,0.02519733721247543
1,98curitiba_2017_05_20__12_25_00.wav,10,0.49259628015,0.016655510430044686
1,98curitiba_2017_05_20__12_25_00.wav,11,0.594743831337,0.04254949905514952
1,98curitiba_2017_05_20__12_25_00.wav,12,0.51003739231,0.015701817799288614
1,98curitiba_2017_05_20__12_25_00.wav,13,0.3966434620096,0.04946132885819406
