music,file,frame,lpc_mean,lpc_var
1,alpha_2017_05_14__22_59_00.wav,7,0.6281356032100001,0.025329340950189645
1,alpha_2017_05_14__22_59_00.wav,8,0.59026880066,0.011432103718728834
1,alpha_2017_05_14__22_59_00.wav,9,0.59693130779,0.011725167645276102
1,alpha_2017_05_14__22_59_00.wav,10,0.7054315584599999,0.016113958452252844
1,alpha_2017_05_14__22_59_00.wav,11,0.70886169473,0.008707223625767471
1,alpha_2017_05_14__22_59_00.wav,12,0.78327573369,0.00954200001919082
1,alpha_2017_05_14__22_59_00.wav,13,0.69339218432,0.01884822963676702
1,alpha_2017_05_14__22_59_00.wav,14,0.5766562924299999,0.009618232447350048
1,alpha_2017_05_14__22_59_00.wav,15,0.67855417402,0.009311023472035461
1,alpha_2017_05_14__22_59_00.wav,16,0.72260099571,0.022705810712563272
1,alpha_2017_05_14__22_59_00.wav,17,0.70119858606,0.01868205809053074
1,alpha_2017_05_14__22_59_00.wav,18,0.69011774334,0.008462572695834428
1,alpha_2017_05_14__22_59_00.wav,19,0.75466046855,0.006630352870879321
1,alpha_2017_05_14__22_59_00.wav,20,0.65759496233,0.013802622453726994
1,alpha_2017_05_14__22_59_00.wav,21,0.78131198633,0.00516709843152162
1,alpha_2017_05_14__22_59_00.wav,22,0.80767937458,0.00617760621363587
1,alpha_2017_05_14__22_59_00.wav,23,0.65517780407,0.016199759842547526
1,alpha_2017_05_14__22_59_00.wav,24,0.66800822756,0.02948057464926862
1,alpha_2017_05_14__22_59_00.wav,25,0.55832785841,0.03195608771722096
1,alpha_2017_05_14__22_59_00.wav,26,0.5406571186,0.024590663477758457
1,alpha_2017_05_14__22_59_00.wav,27,0.58757151083,0.03648822695505032
1,alpha_2017_05_14__22_59_00.wav,28,0.53841429354,0.021427937368627102
1,alpha_2017_05_14__22_59_00.wav,29,0.62372223993,0.025702328233978094
1,alpha_2017_05_14__22_59_00.wav,30,0.67895043378,0.022033176926963542
1,alpha_2017_05_14__22_59_00.wav,31,0.64664679202,0.011604550545778828
1,alpha_2017_05_14__22_59_00.wav,32,0.56504602847,0.017509259683404846
1,alpha_2017_05_14__22_59_00.wav,33,0.5190220463,0.01071063144578792
1,alpha_2017_05_14__22_59_00.wav,34,0.63040776424,0.023361479505240822
1,alpha_2017_05_14__22_59_00.wav,35,0.74709982099,0.008435325259233925
1,alpha_2017_05_14__22_59_00.wav,36,0.61436901189,0.020573881726324683
1,alpha_2017_05_14__22_59_00.wav,37,0.61415387153,0.02774034910386281
1,alpha_2017_05_14__22_59_00.wav,38,0.66074930126,0.010691057572870309
1,alpha_2017_05_14__22_59_00.wav,39,0.67979623728,0.021919785779444447
1,alpha_2017_05_14__23_05_00.wav,0,,
1,alpha_2017_05_14__23_05_00.wav,1,0.59837813631,0.013127910702473666
1,alpha_2017_05_14__23_05_00.wav,2,0.62146322923,0.004507797326009254
1,alpha_2017_05_14__23_05_00.wav,3,0.60115434128,0.011350835529729283
1,alpha_2017_05_14__23_05_00.wav,4,0.5952837773,0.009937099896597322
1,alpha_2017_05_14__23_05_00.wav,5,0.57682741937,0.013655867989989948
1,alpha_2017_05_14__23_05_00.wav,6,0.6231221609600001,0.00911294237559902
1,alpha_2017_05_14__23_05_00.wav,7,0.63255711336,0.015108670839934448
1,alpha_2017_05_14__23_05_00.wav,8,0.61602353373,0.011345265600841512
1,alpha_2017_05_14__23_05_00.wav,9,0.70051303325,0.006519354984793112
1,alpha_2017_05_14__23_05_00.wav,10,0.57444841811,0.012876584171187961
1,alpha_2017_05_14__23_05_00.wav,11,0.65484177203,0.006754211592110292
1,alpha_2017_05_14__23_05_00.wav,12,0.61655577027,0.012592439073703651
1,alpha_2017_05_14__23_05_00.wav,13,0.59272600938,0.016244338489923477
1,alpha_2017_05_14__23_05_00.wav,14,0.62637605003,0.016097246507948314
1,alpha_2017_05_14__23_05_00.wav,15,0.64080187895,0.011652781998139442
1,alpha_2017_05_14__23_05_00.wav,16,0.60028678402,0.01152607382956305
1,alpha_2017_05_14__23_05_00.wav,17,0.62307230682,0.010913942475938795
1,alpha_2017_05_14__23_05_00.wav,18,0.59920901554,0.014013892195591102
1,alpha_2017_05_14__23_05_00.wav,19,0.66098301644,0.010188028494620225
1,alpha_2017_05_14__23_05_00.wav,20,0.63307315027,0.009811839896847214
1,alpha_2017_05_14__23_05_00.wav,21,0.57935249885,0.012225583444443284
1,alpha_2017_05_14__23_05_00.wav,22,0.65076777382,0.01370883149282205
1,alpha_2017_05_14__23_05_00.wav,23,0.59600904348,0.018422063069489507
1,alpha_2017_05_14__23_05_00.wav,24,0.53805683396,0.0048376481676501715
1,alpha_2017_05_14__23_05_00.wav,25,0.49349421627,0.008128133901563726
1,alpha_2017_05_14__23_05_00.wav,26,0.54761722003,0.010769387653970872
1,alpha_2017_05_14__23_05_00.wav,27,0.48474281036,0.006033299508155037
1,alpha_2017_05_14__23_05_00.wav,28,0.55152528705,0.00924941497324962
1,alpha_2017_05_14__23_05_00.wav,29,0.54774928761,0.006367481839743107
1,alpha_2017_05_14__23_05_00.wav,30,0.4704270825,0.006722289297925005
1,alpha_2017_05_14__23_05_00.wav,31,0.49023063244,0.011779067219530618
1,alpha_2017_05_14__23_05_00.wav,32,0.55657835353,0.004960605563614028
1,alpha_2017_05_14__23_05_00.wav,33,0.60239127418,0.007167411512308061
1,alpha_2017_05_14__23_05_00.wav,34,0.57946321896,0.01983951286212032
1,alpha_2017_05_14__23_05_00.wav,35,0.52810613056,0.008526983011871821
1,alpha_2017_05_14__23_05_00.wav,36,0.45852053538,0.007382363122810277
1,alpha_2017_05_14__23_05_00.wav,37,0.51929184329,0.012501923278833411
1,alpha_2017_05_14__23_05_00.wav,38,0.53154638672,0.01258237035512615
1,alpha_2017_05_14__23_05_00.wav,39,0.52381657366,0.010304262817435005
1,alpha_2017_05_14__23_07_00.wav,0,,
1,alpha_2017_05_14__23_07_00.wav,1,0.71366503746,0.00882260420593393
1,alpha_2017_05_14__23_07_00.wav,2,0.59402271213,0.014083997279925943
1,alpha_2017_05_14__23_07_00.wav,3,0.6222123322299999,0.01356036881114539
1,alpha_2017_05_14__23_07_00.wav,4,0.67093928113,0.011109602259089255
1,alpha_2017_05_14__23_07_00.wav,5,0.64110408173,0.01575233416454866
1,alpha_2017_05_14__23_07_00.wav,6,0.66286447511,0.017965701095987517
1,alpha_2017_05_14__23_07_00.wav,7,0.67397379021,0.012763664675700144
1,alpha_2017_05_14__23_07_00.wav,8,0.61309466215,0.012121018125694537
1,alpha_2017_05_14__23_07_00.wav,9,0.68600419462,0.0109474459710855
1,alpha_2017_05_14__23_07_00.wav,10,0.65844756044,0.012452883402682295
1,alpha_2017_05_14__23_07_00.wav,11,0.64409166221,0.01252653771145901
1,alpha_2017_05_14__23_07_00.wav,12,0.61851805915,0.020087942060082596
1,alpha_2017_05_14__23_07_00.wav,13,0.61848992198,0.010620310197139316
1,alpha_2017_05_14__23_07_00.wav,14,0.71847531669,0.01355200865665364
1,alpha_2017_05_14__23_07_00.wav,15,0.61721940102,0.025573702054230273
1,alpha_2017_05_14__23_07_00.wav,16,0.60868567296,0.017481391632967667
1,alpha_2017_05_14__23_07_00.wav,17,0.67770982439,0.012627456976439435
1,alpha_2017_05_14__23_07_00.wav,18,0.7147643336,0.008426218704415211
1,alpha_2017_05_14__23_07_00.wav,19,0.48642216594,0.0016356914222204284
1,alpha_2017_05_14__23_07_00.wav,20,0.62620865947,0.020779890754702778
1,alpha_2017_05_14__23_07_00.wav,21,0.63837553546,0.013127349044150225
1,alpha_2017_05_14__23_07_00.wav,22,0.63894228066,0.019239757119390116
1,alpha_2017_05_14__23_07_00.wav,23,0.74804383691,0.008405209236474833
1,alpha_2017_05_14__23_07_00.wav,24,0.6255026558,0.009113689994891266
1,alpha_2017_05_14__23_07_00.wav,25,0.63336771141,0.009212625602111186
1,alpha_2017_05_14__23_07_00.wav,26,0.63238603488,0.015143004951673374
1,alpha_2017_05_14__23_07_00.wav,27,0.60072929355,0.013950141146256709
1,alpha_2017_05_14__23_07_00.wav,28,0.6472744104,0.013549215990614205
1,alpha_2017_05_14__23_07_00.wav,29,0.56587938212,0.014142177987745865
1,alpha_2017_05_14__23_07_00.wav,30,0.64160793221,0.013314820659286986
1,alpha_2017_05_14__23_07_00.wav,31,0.6780281223,0.010729329879603419
1,alpha_2017_05_14__23_07_00.wav,32,0.58737256415,0.012188248429033974
1,alpha_2017_05_14__23_07_00.wav,33,0.6476698544,0.012266012312772532
1,alpha_2017_05_14__23_07_00.wav,34,0.54771070605,0.012706938540507749
1,alpha_2017_05_14__23_07_00.wav,35,0.57794293267,0.005927699174742741
1,alpha_2017_05_14__23_07_00.wav,36,0.5058528635,0.007411964338972051
1,alpha_2017_05_14__23_07_00.wav,37,0.5261269003,0.009295142625241466
1,alpha_2017_05_14__23_07_00.wav,38,0.53041433566,0.0062342892717746805
1,alpha_2017_05_14__23_07_00.wav,39,0.55271154226,0.009771602325617159
1,alpha_2017_05_14__23_17_05.wav,0,,
1,alpha_2017_05_14__23_17_05.wav,1,0.54424790393,0.04754590433406845
1,alpha_2017_05_14__23_17_05.wav,2,0.40161753088,0.04963072967791236
1,alpha_2017_05_14__23_17_05.wav,3,0.59346036915,0.040905009803766726
1,alpha_2017_05_14__23_17_05.wav,4,0.55594378747,0.04859976966147646
1,alpha_2017_05_14__23_17_05.wav,5,0.5262526292,0.047358813529582044
1,alpha_2017_05_14__23_17_05.wav,6,0.53553354207,0.04421829054707038
1,alpha_2017_05_14__23_17_05.wav,7,0.466935374243,0.0582220387173521
1,alpha_2017_05_14__23_17_05.wav,8,0.66252136154,0.0368306032941972
1,alpha_2017_05_14__23_17_05.wav,9,0.513099507781,0.04727445167876268
1,alpha_2017_05_14__23_17_05.wav,10,0.50175941255,0.04295760489669165
1,alpha_2017_05_14__23_17_05.wav,11,0.447351659635,0.045549279989597125
1,alpha_2017_05_14__23_17_05.wav,12,0.52280926168,0.04634948979354306
1,alpha_2017_05_14__23_17_05.wav,13,0.61023288417,0.04761803096427426
1,alpha_2017_05_14__23_17_05.wav,14,0.55479663083,0.03221641679843709
1,alpha_2017_05_14__23_17_05.wav,15,0.59034871402,0.03911973593547216
1,alpha_2017_05_14__23_17_05.wav,16,0.436094036324,0.05810464244312455
1,alpha_2017_05_14__23_17_05.wav,17,0.479663849426,0.0388751663720079
1,alpha_2017_05_14__23_17_05.wav,18,0.64175426419,0.058803526248384724
1,alpha_2017_05_14__23_17_05.wav,19,0.52390499849,0.02855577775352038
1,alpha_2017_05_14__23_17_05.wav,20,0.55848842014,0.025567936215333653
1,alpha_2017_05_14__23_17_05.wav,21,0.46692810063,0.03895299504988435
1,alpha_2017_05_14__23_17_05.wav,22,0.50419773899,0.015562820867886459
1,alpha_2017_05_14__23_17_05.wav,23,0.57649078174,0.034871154490099594
1,alpha_2017_05_14__23_17_05.wav,24,0.54461464523,0.03708471918797789
1,alpha_2017_05_14__23_17_05.wav,25,0.67317984654,0.01771881481605963
1,alpha_2017_05_14__23_17_05.wav,26,0.468806490209,0.030650706870452595
1,alpha_2017_05_14__23_17_05.wav,27,0.34386000102000003,0.019422913287905245
1,alpha_2017_05_14__23_17_05.wav,28,0.37966688658,0.033751766881428155
1,alpha_2017_05_14__23_17_05.wav,29,0.52713126292,0.030208098581921358
1,alpha_2017_05_14__23_17_05.wav,30,0.49113305293,0.031913511259506866
1,alpha_2017_05_14__23_17_05.wav,31,0.478346579167,0.043362534526406864
1,alpha_2017_05_14__23_17_05.wav,32,0.59122661221,0.029458602774061215
1,alpha_2017_05_14__23_17_05.wav,33,0.438803174468,0.03144959463489976
1,alpha_2017_05_14__23_17_05.wav,34,0.59309177938,0.019535556865051474
1,alpha_2017_05_14__23_17_05.wav,35,0.62203518294,0.040129418398885106
1,alpha_2017_05_14__23_17_05.wav,36,0.43098996798,0.025229167339416807
1,alpha_2017_05_14__23_17_05.wav,37,0.44918001499,0.024507391818955924
1,alpha_2017_05_14__23_17_05.wav,38,0.51021712299,0.03185390339655826
1,alpha_2017_05_14__23_17_05.wav,39,0.370865705925,0.038627709101059254
1,alpha_2017_05_14__23_19_01.wav,0,,
1,alpha_2017_05_14__23_19_01.wav,1,0.54987795101,0.03241116909285922
1,alpha_2017_05_14__23_19_01.wav,2,0.51724648341,0.01791359528498791
1,alpha_2017_05_14__23_19_01.wav,3,0.54241138889,0.031855819640375496
1,alpha_2017_05_14__23_19_01.wav,4,0.441215050931,0.03254862210112193
1,alpha_2017_05_14__23_19_01.wav,5,0.44418040359,0.0206702896445223
1,alpha_2017_05_14__23_19_01.wav,6,0.46939476484,0.01955906289767068
1,alpha_2017_05_14__23_19_01.wav,7,0.419344642296,0.047989570197598266
1,alpha_2017_05_14__23_19_01.wav,8,0.377065731562,0.030613362318513377
1,alpha_2017_05_14__23_19_01.wav,9,0.44497110749,0.0332893405838985
1,alpha_2017_05_14__23_19_01.wav,10,0.38741829669,0.02120591676308652
1,alpha_2017_05_14__23_19_01.wav,11,0.62325126512,0.03133418874848968
1,alpha_2017_05_14__23_19_01.wav,12,0.56461255561,0.03753846406899967
1,alpha_2017_05_14__23_19_01.wav,13,0.4653189705,0.04098865516175102
1,alpha_2017_05_14__23_19_01.wav,14,0.54638189228,0.029801778249839334
1,alpha_2017_05_14__23_19_01.wav,15,0.51929615478,0.02011887726304884
1,alpha_2017_05_14__23_19_01.wav,16,0.546174052528,0.04680722284064885
1,alpha_2017_05_14__23_19_01.wav,17,0.5654418758,0.02454072086195178
1,alpha_2017_05_14__23_19_01.wav,18,0.47500299873,0.029716872429229338
1,alpha_2017_05_14__23_19_01.wav,19,0.51367127962,0.027243600259405313
1,alpha_2017_05_14__23_19_01.wav,20,0.41559717456,0.0189062616988676
1,alpha_2017_05_14__23_19_01.wav,21,0.49582214297,0.03693762664392089
1,alpha_2017_05_14__23_19_01.wav,22,0.43835211752,0.03935417338463738
1,alpha_2017_05_14__23_19_01.wav,23,0.47417251119,0.03338730281299238
1,alpha_2017_05_14__23_19_01.wav,24,0.5660201266,0.020847623203869244
1,alpha_2017_05_14__23_19_01.wav,25,0.448284684367,0.03515444837495272
1,alpha_2017_05_14__23_19_01.wav,26,0.46269682821,0.031059082693232546
1,alpha_2017_05_14__23_19_01.wav,27,0.5262028572,0.041651752730299585
1,alpha_2017_05_14__23_19_01.wav,28,0.57422373451,0.023603426621543088
1,alpha_2017_05_14__23_19_01.wav,29,0.59066296294,0.02574294893094757
1,alpha_2017_05_14__23_19_01.wav,30,0.46817077219000003,0.02344403826363296
1,alpha_2017_05_14__23_19_01.wav,31,0.49870079563,0.03201761814412097
1,alpha_2017_05_14__23_19_01.wav,32,0.4537049808,0.027523609620887193
1,alpha_2017_05_14__23_19_01.wav,33,0.53329264743,0.02503419265187512
1,alpha_2017_05_14__23_19_01.wav,34,0.51662108398,0.029374891058408046
1,alpha_2017_05_14__23_19_01.wav,35,0.437040439119,0.03542414127669986
1,alpha_2017_05_14__23_19_01.wav,36,0.53861485965,0.030586865119445125
1,alpha_2017_05_14__23_19_01.wav,37,0.47965199852,0.01788663842483289
1,alpha_2017_05_14__23_19_01.wav,38,0.53738879356,0.03460142786869163
1,alpha_2017_05_14__23_19_01.wav,39,0.48731746768,0.021017360420517137
1,alpha_2017_05_14__23_23_01.wav,0,,
1,alpha_2017_05_14__23_23_01.wav,1,0.54676798888,0.03969778263483156
1,alpha_2017_05_14__23_23_01.wav,2,0.67233153717,0.012229953098812208
1,alpha_2017_05_14__23_23_01.wav,3,0.63852747018,0.016111285684542384
1,alpha_2017_05_14__23_23_01.wav,4,0.67836675739,0.026922340329821402
1,alpha_2017_05_14__23_23_01.wav,5,0.55636833542,0.015135426347384502
1,alpha_2017_05_14__23_23_01.wav,6,0.667247357,0.01482683300160929
1,alpha_2017_05_14__23_23_01.wav,7,0.63203026532,0.0300256951888007
1,alpha_2017_05_14__23_23_01.wav,8,0.65226920374,0.010004116554413928
1,alpha_2017_05_14__23_23_01.wav,9,0.68602149301,0.012561487928390083
1,alpha_2017_05_14__23_23_01.wav,10,0.612069116,0.022739884783246737
1,alpha_2017_05_14__23_23_01.wav,11,0.69625375461,0.01973857884033576
1,alpha_2017_05_14__23_23_01.wav,12,0.66608724481,0.007487873178872903
1,alpha_2017_05_14__23_23_01.wav,13,0.6525441207,0.008163001808259443
1,alpha_2017_05_14__23_23_01.wav,14,0.65197448285,0.0032760003223514427
1,alpha_2017_05_14__23_23_01.wav,15,0.70301874449,0.015994237801507844
1,alpha_2017_05_14__23_23_01.wav,16,0.64912023029,0.00613921582306847
1,alpha_2017_05_14__23_23_01.wav,17,0.72311401409,0.006469602350300347
1,alpha_2017_05_14__23_23_01.wav,18,0.73439309112,0.011209869096847286
1,alpha_2017_05_14__23_23_01.wav,19,0.59967314653,0.01395282065426131
1,alpha_2017_05_14__23_23_01.wav,20,0.72505220756,0.013366767935244175
1,alpha_2017_05_14__23_23_01.wav,21,0.6659384752699999,0.012386508812835647
1,alpha_2017_05_14__23_23_01.wav,22,0.65724530057,0.014918178282102871
1,alpha_2017_05_14__23_23_01.wav,23,0.63689367877,0.014758516316501973
1,alpha_2017_05_14__23_23_01.wav,24,0.5658728812,0.01887415112590085
1,alpha_2017_05_14__23_23_01.wav,25,0.55342222555,0.009536620332666407
1,alpha_2017_05_14__23_23_01.wav,26,0.74634545299,0.012345213645447764
1,alpha_2017_05_14__23_23_01.wav,27,0.7033645261,0.015258117661212024
1,alpha_2017_05_14__23_23_01.wav,28,0.60742347142,0.02325818233478836
1,alpha_2017_05_14__23_23_01.wav,29,0.69344379089,0.014101714988106515
1,alpha_2017_05_14__23_23_01.wav,30,0.78214210573,0.006471984775363827
1,alpha_2017_05_14__23_23_01.wav,31,0.73455679525,0.008064550708639704
1,alpha_2017_05_14__23_23_01.wav,32,0.72303709167,0.004713106508482324
1,alpha_2017_05_14__23_23_01.wav,33,0.67591585667,0.009526975233606133
1,alpha_2017_05_14__23_23_01.wav,34,0.55849648545,0.013455361527314852
1,alpha_2017_05_14__23_23_01.wav,35,0.56916169904,0.008310523473953422
1,alpha_2017_05_14__23_23_01.wav,36,0.63833701982,0.013348273158010187
1,alpha_2017_05_14__23_23_01.wav,37,0.63209205531,0.005644701545857749
1,alpha_2017_05_14__23_23_01.wav,38,0.64581182979,0.005873968891006118
1,alpha_2017_05_14__23_23_01.wav,39,0.73530526718,0.007799187979647109
1,alpha_2017_05_14__23_25_00.wav,0,,
1,alpha_2017_05_14__23_25_00.wav,1,0.42470223344,0.013861185945555177
1,alpha_2017_05_14__23_25_00.wav,2,0.49177522308,0.010838770209276991
1,alpha_2017_05_14__23_25_00.wav,3,0.52633824775,0.012270550574835485
1,alpha_2017_05_14__23_25_00.wav,4,0.45361441486,0.015835599642692103
1,alpha_2017_05_14__23_25_00.wav,5,0.45105642399,0.014712047988254104
1,alpha_2017_05_14__23_25_00.wav,6,0.49613500316,0.012175096414988103
1,alpha_2017_05_14__23_25_00.wav,7,0.44115300183,0.012680676183876447
1,alpha_2017_05_14__23_25_00.wav,8,0.47482434233,0.014731758609223078
1,alpha_2017_05_14__23_25_00.wav,9,0.48934952982,0.010947724202922863
1,alpha_2017_05_14__23_25_00.wav,10,0.48581840706,0.01250835025772488
1,alpha_2017_05_14__23_25_00.wav,11,0.39254466461,0.01015605078654354
1,alpha_2017_05_14__23_25_00.wav,12,0.38206806549,0.018307225427589318
1,alpha_2017_05_14__23_25_00.wav,13,0.50619029753,0.021377679616952715
1,alpha_2017_05_14__23_25_00.wav,14,0.44745118849,0.013392707689051792
1,alpha_2017_05_14__23_25_00.wav,15,0.294072882504,0.020888608591391647
1,alpha_2017_05_14__23_25_00.wav,16,0.465720285495,0.026947363684153663
1,alpha_2017_05_14__23_25_00.wav,17,0.42498140975,0.018539595965380934
1,alpha_2017_05_14__23_25_00.wav,18,0.37321844536,0.01773845632186228
1,alpha_2017_05_14__23_25_00.wav,19,0.49270771236,0.013455362330179688
1,alpha_2017_05_14__23_25_00.wav,20,0.41119118214,0.01550036875656766
1,alpha_2017_05_14__23_25_00.wav,21,0.42730835929,0.010439269784957524
1,alpha_2017_05_14__23_25_00.wav,22,0.41325817998000003,0.01067007898070143
1,alpha_2017_05_14__23_25_00.wav,23,0.43764788055,0.029765254814689564
1,alpha_2017_05_14__23_25_00.wav,24,0.51145708745,0.020790681309457944
1,alpha_2017_05_14__23_25_00.wav,25,0.51980743571,0.012733513180308645
1,alpha_2017_05_14__23_25_00.wav,26,0.42088485317,0.017980862620876618
1,alpha_2017_05_14__23_25_00.wav,27,0.4625766091,0.01045519231377095
1,alpha_2017_05_14__23_25_00.wav,28,0.50496937454,0.02772387215705404
1,alpha_2017_05_14__23_25_00.wav,29,0.49478650117,0.010474580172882062
1,alpha_2017_05_14__23_25_00.wav,30,0.69178895718,0.011901795009817187
1,alpha_2017_05_14__23_25_00.wav,31,0.51413679138,0.01071615514527051
1,alpha_2017_05_14__23_25_00.wav,32,0.43816781987,0.007571305663388478
1,alpha_2017_05_14__23_25_00.wav,33,0.50684626715,0.011419204108649975
1,alpha_2017_05_14__23_25_00.wav,34,0.47969854264,0.01014607976559833
1,alpha_2017_05_14__23_25_00.wav,35,0.48735720006,0.013223310167788499
1,alpha_2017_05_14__23_25_00.wav,36,0.47457404385,0.0163144468674678
1,alpha_2017_05_14__23_25_00.wav,37,0.49251768027,0.008347636135212414
1,alpha_2017_05_14__23_25_00.wav,38,0.50270506393,0.011784885874261035
1,alpha_2017_05_14__23_25_00.wav,39,0.48840070206,0.015566749281598562
1,alpha_2017_05_14__23_27_01.wav,0,,
1,alpha_2017_05_14__23_27_01.wav,1,0.56858163993,0.021291389348464335
1,alpha_2017_05_14__23_27_01.wav,2,0.63141962172,0.024516943947084004
1,alpha_2017_05_14__23_27_01.wav,3,0.52672011977,0.009850540620743323
1,alpha_2017_05_14__23_27_01.wav,4,0.41796135898,0.011495507583204565
1,alpha_2017_05_14__23_27_01.wav,5,0.46365727731,0.007650060555725591
1,alpha_2017_05_14__23_27_01.wav,6,0.61060701961,0.020938912863033107
1,alpha_2017_05_14__23_27_01.wav,7,0.64137817882,0.012645365454252032
1,alpha_2017_05_14__23_27_01.wav,8,0.56150453321,0.02029819015660222
1,alpha_2017_05_14__23_27_01.wav,9,0.59058437171,0.02346815434556812
1,alpha_2017_05_14__23_27_01.wav,10,0.56263935376,0.016090952022843427
1,alpha_2017_05_14__23_27_01.wav,11,0.52028582856,0.01427125052925962
1,alpha_2017_05_14__23_27_01.wav,12,0.66208395821,0.020293719113417666
1,alpha_2017_05_14__23_27_01.wav,13,0.48680836198,0.021310497200277004
1,alpha_2017_05_14__23_27_01.wav,14,0.45948427489,0.011366646274641663
1,alpha_2017_05_14__23_27_01.wav,15,0.39271818139,0.012898269140494278
1,alpha_2017_05_14__23_27_01.wav,16,0.42245680075,0.00483509522528173
1,alpha_2017_05_14__23_27_01.wav,17,0.50545408596,0.016319031579657476
1,alpha_2017_05_14__23_27_01.wav,18,0.45038549977,0.013209365112431757
1,alpha_2017_05_14__23_27_01.wav,19,0.52288225867,0.03389340885218968
1,alpha_2017_05_14__23_27_01.wav,20,0.57108141656,0.021141875085343906
1,alpha_2017_05_14__23_27_01.wav,21,0.46686745455,0.007914110974330786
1,alpha_2017_05_14__23_27_01.wav,22,0.52645872156,0.023717475161310245
1,alpha_2017_05_14__23_27_01.wav,23,0.51011626535,0.017475559117407502
1,alpha_2017_05_14__23_27_01.wav,24,0.43228815811,0.010401246823833322
1,alpha_2017_05_14__23_27_01.wav,25,0.43909915348,0.010117013441305275
1,alpha_2017_05_14__23_27_01.wav,26,0.44867084101,0.01112458263589887
1,alpha_2017_05_14__23_27_01.wav,27,0.58432698777,0.01602607359660436
1,alpha_2017_05_14__23_27_01.wav,28,0.56971458069,0.014210277773387394
1,alpha_2017_05_14__23_27_01.wav,29,0.51709249629,0.017763338280543897
1,alpha_2017_05_14__23_27_01.wav,30,0.5200187283,0.011213264455799416
1,alpha_2017_05_14__23_27_01.wav,31,0.48046888907,0.008514283458756933
1,alpha_2017_05_14__23_27_01.wav,32,0.4839560899,0.013620941320686577
1,alpha_2017_05_14__23_27_01.wav,33,0.54191755395,0.01915369159088981
1,alpha_2017_05_14__23_27_01.wav,34,0.46420898264,0.02267574003355689
1,alpha_2017_05_14__23_27_01.wav,35,0.44447284743,0.012354768460186417
1,alpha_2017_05_14__23_27_01.wav,36,0.36993608989,0.014638124150346907
1,alpha_2017_05_14__23_27_01.wav,37,0.41378318526,0.01740675745197315
1,alpha_2017_05_14__23_27_01.wav,38,0.51093350671,0.01486522905534618
1,alpha_2017_05_14__23_27_01.wav,39,0.50898662908,0.054278324730483246
1,alpha_2017_05_14__23_29_01.wav,0,,
1,alpha_2017_05_14__23_29_01.wav,1,0.37843973224,0.007774901126711154
1,alpha_2017_05_14__23_29_01.wav,2,0.54714051225,0.027458541318267977
1,alpha_2017_05_14__23_29_01.wav,3,0.44892647578,0.01104789100121561
1,alpha_2017_05_14__23_29_01.wav,4,0.45684603494,0.017480515186263344
1,alpha_2017_05_14__23_29_01.wav,5,0.61728291956,0.030318734809623465
1,alpha_2017_05_14__23_29_01.wav,6,0.42368228998,0.009331416754396272
1,alpha_2017_05_14__23_29_01.wav,7,0.4309815441,0.006687633503739732
1,alpha_2017_05_14__23_29_01.wav,8,0.49014768867,0.005358406772342395
1,alpha_2017_05_14__23_29_01.wav,9,0.54753806894,0.007082654617704767
1,alpha_2017_05_14__23_29_01.wav,10,0.6921240734,0.00973623283340353
1,alpha_2017_05_14__23_29_01.wav,11,0.67802463269,0.010363875667294955
1,alpha_2017_05_14__23_29_01.wav,12,0.60627896014,0.0050357322953601385
1,alpha_2017_05_14__23_29_01.wav,13,0.53207979206,0.008409215523821715
1,alpha_2017_05_14__23_29_01.wav,14,0.52157958744,0.00375821279787535
1,alpha_2017_05_14__23_29_01.wav,15,0.5309050528,0.016812086839789443
1,alpha_2017_05_14__23_29_01.wav,16,0.53693843503,0.007519843464041785
1,alpha_2017_05_14__23_29_01.wav,17,0.51478817041,0.006721102990715945
1,alpha_2017_05_14__23_29_01.wav,18,0.5159942902,0.007216455312284618
1,alpha_2017_05_14__23_29_01.wav,19,0.56405560742,0.013148923823299503
1,alpha_2017_05_14__23_29_01.wav,20,0.70064194967,0.017337172659360706
1,alpha_2017_05_14__23_29_01.wav,21,0.53165366539,0.006344472590143657
1,alpha_2017_05_14__23_29_01.wav,22,0.56785476016,0.009561500522608674
1,alpha_2017_05_14__23_29_01.wav,23,0.45288219149,0.018233155873524223
1,alpha_2017_05_14__23_29_01.wav,24,0.4903640454,0.033951887406217025
1,alpha_2017_05_14__23_29_01.wav,25,0.51818037801,0.0039960939172664755
1,alpha_2017_05_14__23_29_01.wav,26,0.57151147513,0.0029052555738865553
1,alpha_2017_05_14__23_29_01.wav,27,0.51393749857,0.007967124250791192
1,alpha_2017_05_14__23_29_01.wav,28,0.4352935495,0.005204245714595285
1,alpha_2017_05_14__23_29_01.wav,29,0.53687713479,0.009718243709543375
1,alpha_2017_05_14__23_29_01.wav,30,0.53814816698,0.013204922976143332
1,alpha_2017_05_14__23_29_01.wav,31,0.53267860317,0.008341552793834065
1,alpha_2017_05_14__23_29_01.wav,32,0.38538264748,0.007695027674908957
1,alpha_2017_05_14__23_29_01.wav,33,0.40568704443,0.005889199416061087
1,alpha_2017_05_14__23_29_01.wav,34,0.43500038583,0.006788730451668114
1,alpha_2017_05_14__23_29_01.wav,35,0.67045639405,0.015577004269229245
1,alpha_2017_05_14__23_29_01.wav,36,0.74616866748,0.011421843090291773
1,alpha_2017_05_14__23_29_01.wav,37,0.6107225115,0.021941810049317653
