music,file,frame,spectralShapeStatistics_mean,spectralShapeStatistics_var
1,98curitiba_2017_05_20__12_09_00.wav,35,1.798487006043,16.33009025823897
1,98curitiba_2017_05_20__12_09_00.wav,36,1.383335900837,20.90928896181122
1,98curitiba_2017_05_20__12_09_00.wav,37,1.11152349351339,45.22335949084476
1,98curitiba_2017_05_20__12_09_00.wav,38,2.3324880218,6.889122546860006
1,98curitiba_2017_05_20__12_09_00.wav,39,1.537073545151,10.99857832872822
1,98curitiba_2017_05_20__12_11_00.wav,0,-2.61634128845,226.38034025020983
1,98curitiba_2017_05_20__12_11_00.wav,1,0.21521392785100002,20.973803731456528
1,98curitiba_2017_05_20__12_11_00.wav,2,5.70560219212,36.259007193359565
1,98curitiba_2017_05_20__12_11_00.wav,3,-4.040153932669,32.35433787002196
1,98curitiba_2017_05_20__12_11_00.wav,4,-2.266587882709,34.9295039791898
1,98curitiba_2017_05_20__12_11_00.wav,5,0.23569866717000004,11.745431513809708
1,98curitiba_2017_05_20__12_11_00.wav,6,1.979918716039,54.5971489800606
1,98curitiba_2017_05_20__12_11_00.wav,7,0.6650221079945,97.82622821586381
1,98curitiba_2017_05_20__12_11_00.wav,8,7.9875701374,77.50552076321158
1,98curitiba_2017_05_20__12_11_00.wav,9,0.730978407077,7.738486446149643
1,98curitiba_2017_05_20__12_11_00.wav,10,0.61836156578,63.39613641242464
1,98curitiba_2017_05_20__12_11_00.wav,11,2.90368275999,30.824041494160955
1,98curitiba_2017_05_20__12_11_00.wav,12,2.673029791332,24.3592012347798
1,98curitiba_2017_05_20__12_11_00.wav,13,-2.179500830409,8.858355260982611
1,98curitiba_2017_05_20__12_11_00.wav,14,-0.3528516852774,20.500465572183284
1,98curitiba_2017_05_20__12_11_00.wav,15,-1.912683236314,8.640309344613936
1,98curitiba_2017_05_20__12_11_00.wav,16,-9.1632073426,6.322897280777448
1,98curitiba_2017_05_20__12_11_00.wav,17,-10.045496725,37.83363882581615
1,98curitiba_2017_05_20__12_11_00.wav,18,-3.45785943383,72.16078899768506
1,98curitiba_2017_05_20__12_11_00.wav,19,5.700124747771,24.444026619881
1,98curitiba_2017_05_20__12_11_00.wav,20,-3.513024007344,28.65145779973541
1,98curitiba_2017_05_20__12_11_00.wav,21,-0.663269822444,13.491312359090662
1,98curitiba_2017_05_20__12_11_00.wav,22,3.9795832917477,47.062422672927205
1,98curitiba_2017_05_20__12_11_00.wav,23,4.744161115315,50.074952406040246
1,98curitiba_2017_05_20__12_11_00.wav,24,-1.079967774413,33.17631725468936
1,98curitiba_2017_05_20__12_11_00.wav,25,0.51231464767,27.68218770448308
1,98curitiba_2017_05_20__12_11_00.wav,26,-0.20142563876999997,23.159377669827773
1,98curitiba_2017_05_20__12_11_00.wav,27,-2.441734430641,5.10129408942113
1,98curitiba_2017_05_20__12_11_00.wav,28,0.188154999886,50.50673342536761
1,98curitiba_2017_05_20__12_11_00.wav,29,1.2156712142045,20.51471936368875
1,98curitiba_2017_05_20__12_11_00.wav,30,1.6340117810597,21.89302350017577
1,98curitiba_2017_05_20__12_11_00.wav,31,4.285936842568,49.81446584895037
1,98curitiba_2017_05_20__12_11_00.wav,32,2.514816423163,15.99383678438522
1,98curitiba_2017_05_20__12_11_00.wav,33,-0.779363164333,18.469992077080978
1,98curitiba_2017_05_20__12_11_00.wav,34,1.293528601095,3.63361325033907
1,98curitiba_2017_05_20__12_11_00.wav,35,2.860825692278,101.94018355452691
1,98curitiba_2017_05_20__12_11_00.wav,36,1.057321626632,9.93768335352522
1,98curitiba_2017_05_20__12_11_00.wav,37,2.30083206163,23.906854981734362
1,98curitiba_2017_05_20__12_11_00.wav,38,-2.81323511858,46.80077842543875
1,98curitiba_2017_05_20__12_11_00.wav,39,1.96746686393,93.05631837659517
1,98curitiba_2017_05_20__12_13_00.wav,0,-11.173798537948,247.4416347745519
1,98curitiba_2017_05_20__12_13_00.wav,1,-2.54948278013,29.619723497927023
1,98curitiba_2017_05_20__12_13_00.wav,2,-2.236792349704,31.310579305501825
1,98curitiba_2017_05_20__12_13_00.wav,3,-3.8874666959315998,61.64753509990631
1,98curitiba_2017_05_20__12_13_00.wav,4,-0.73348965644,23.721194555916316
1,98curitiba_2017_05_20__12_13_00.wav,5,0.098085351077,27.637261717874168
1,98curitiba_2017_05_20__12_13_00.wav,6,-3.4494424363253002,7.03471176457454
1,98curitiba_2017_05_20__12_13_00.wav,7,1.993227397468,30.059670589187615
1,98curitiba_2017_05_20__12_13_00.wav,8,4.42938130733,85.07663628069047
1,98curitiba_2017_05_20__12_13_00.wav,9,-6.032917685286,7.974348194125957
1,98curitiba_2017_05_20__12_13_00.wav,10,-4.7141504099067,10.111456180250093
1,98curitiba_2017_05_20__12_13_00.wav,11,-2.93520462534,8.527174228429082
1,98curitiba_2017_05_20__12_13_00.wav,12,-0.19194199658299999,20.294981956018127
1,98curitiba_2017_05_20__12_13_00.wav,13,0.749665661309,24.485896398888677
1,98curitiba_2017_05_20__12_13_00.wav,14,0.678606591519,20.071620205341414
1,98curitiba_2017_05_20__12_13_00.wav,15,-0.420207264788,17.81269817468785
1,98curitiba_2017_05_20__12_13_00.wav,16,2.13482540348,23.892133611433223
1,98curitiba_2017_05_20__12_13_00.wav,17,4.70389909972,30.252413033989445
1,98curitiba_2017_05_20__12_13_00.wav,18,5.37846829078,66.09070398861387
1,98curitiba_2017_05_20__12_13_00.wav,19,-3.883063240779,50.96290156023998
1,98curitiba_2017_05_20__12_13_00.wav,20,3.276215090243,24.176744758446315
1,98curitiba_2017_05_20__12_13_00.wav,21,2.16926084183,31.679492588934135
1,98curitiba_2017_05_20__12_13_00.wav,22,0.38145049844000006,71.83168212929617
1,98curitiba_2017_05_20__12_13_00.wav,23,4.54929688845,31.32909546184478
1,98curitiba_2017_05_20__12_13_00.wav,24,-1.693058845541,43.595220486489566
1,98curitiba_2017_05_20__12_13_00.wav,25,4.007866821088,30.6169516384011
1,98curitiba_2017_05_20__12_13_00.wav,26,2.616177290225,58.57212094313723
1,98curitiba_2017_05_20__12_13_00.wav,27,2.11793268142,21.807156022708934
1,98curitiba_2017_05_20__12_13_00.wav,28,1.78916347142,31.729186037980902
1,98curitiba_2017_05_20__12_13_00.wav,29,-1.026318405523,7.005719962456472
1,98curitiba_2017_05_20__12_13_00.wav,30,-0.62146875521,51.9821893793394
1,98curitiba_2017_05_20__12_13_00.wav,31,-0.14802637745999994,135.5378141859332
1,98curitiba_2017_05_20__12_13_00.wav,32,0.261244249406,32.08167803998915
1,98curitiba_2017_05_20__12_13_00.wav,33,-0.537948152886,39.09297247228969
1,98curitiba_2017_05_20__12_13_00.wav,34,1.535516414819,42.34154728457869
1,98curitiba_2017_05_20__12_13_00.wav,35,-0.30304474496,42.346227618290676
1,98curitiba_2017_05_20__12_13_00.wav,36,-1.949454606325,26.183829196643877
1,98curitiba_2017_05_20__12_13_00.wav,37,-1.9889946498321,14.140443685039058
1,98curitiba_2017_05_20__12_13_00.wav,38,-2.503366126534,25.066625935285753
1,98curitiba_2017_05_20__12_13_00.wav,39,-2.2489143210588,32.95730265428001
1,98curitiba_2017_05_20__12_15_00.wav,0,3.3294039277,438.96890736937644
1,98curitiba_2017_05_20__12_15_00.wav,1,4.19346777538,111.94081688580457
1,98curitiba_2017_05_20__12_15_00.wav,2,-7.017903731865,818.6195828495711
1,98curitiba_2017_05_20__12_15_00.wav,3,10.220860002138,89.17105474186829
1,98curitiba_2017_05_20__12_15_00.wav,4,14.14277431223,544.6543610702627
1,98curitiba_2017_05_20__12_15_00.wav,5,10.03621109048,213.3361383184927
1,98curitiba_2017_05_20__12_15_00.wav,6,9.240646388445,156.93145661025886
1,98curitiba_2017_05_20__12_15_00.wav,7,1.3511537046500002,284.2555117810671
1,98curitiba_2017_05_20__12_15_00.wav,8,12.19714986477,79.38495715297236
1,98curitiba_2017_05_20__12_15_00.wav,9,1.08444399314,171.0849602247364
1,98curitiba_2017_05_20__12_15_00.wav,10,4.80676827624,306.2035963353319
1,98curitiba_2017_05_20__12_15_00.wav,11,19.23411957857,858.473178742903
1,98curitiba_2017_05_20__12_15_00.wav,12,1.99582617727,696.2450694040044
1,98curitiba_2017_05_20__12_15_00.wav,13,3.174605318457,331.8351210344229
1,98curitiba_2017_05_20__12_15_00.wav,14,6.035469719856,122.09703455779217
1,98curitiba_2017_05_20__12_15_00.wav,15,10.63266666754,118.16380406990469
1,98curitiba_2017_05_20__12_15_00.wav,16,-4.97985168935,229.83168348571587
1,98curitiba_2017_05_20__12_15_00.wav,17,1.07792941512,76.55355985108568
1,98curitiba_2017_05_20__12_15_00.wav,18,0.340301857566,59.53023068615703
1,98curitiba_2017_05_20__12_15_00.wav,19,1.858786755316,192.8575189526023
1,98curitiba_2017_05_20__12_15_00.wav,20,-2.12859196803,82.5419297031028
1,98curitiba_2017_05_20__12_15_00.wav,21,3.49912556507075,74.65553397912812
1,98curitiba_2017_05_20__12_15_00.wav,22,-2.5461716929300002,173.33692038474257
1,98curitiba_2017_05_20__12_15_00.wav,23,6.127085969858,70.35701124357051
1,98curitiba_2017_05_20__12_15_00.wav,24,14.11200234901,31.87344149202701
1,98curitiba_2017_05_20__12_15_00.wav,25,15.86727553239,51.16898327250582
1,98curitiba_2017_05_20__12_15_00.wav,26,-8.74521352341,55.57085152335563
1,98curitiba_2017_05_20__12_15_00.wav,27,-9.380774413295999,374.35626493858825
1,98curitiba_2017_05_20__12_15_00.wav,28,0.262574750208,73.39608392492913
1,98curitiba_2017_05_20__12_15_00.wav,29,14.110005724875,392.9498779284418
1,98curitiba_2017_05_20__12_15_00.wav,30,0.2894952517800001,152.962553429982
1,98curitiba_2017_05_20__12_15_00.wav,31,2.979319520537,89.3171968157389
1,98curitiba_2017_05_20__12_15_00.wav,32,4.37542024649,29.56048838520223
1,98curitiba_2017_05_20__12_15_00.wav,33,7.60686633449,90.95514572632169
1,98curitiba_2017_05_20__12_15_00.wav,34,2.510266865377,101.11240387332526
1,98curitiba_2017_05_20__12_15_00.wav,35,2.443261015457,187.97028220734936
1,98curitiba_2017_05_20__12_15_00.wav,36,-0.906414712734,135.5489820864026
1,98curitiba_2017_05_20__12_15_00.wav,37,-4.780369648826,610.08911015359
1,98curitiba_2017_05_20__12_15_00.wav,38,2.560058861012,44.82793973558562
1,98curitiba_2017_05_20__12_15_00.wav,39,0.602655046307,5.859428281939504
1,98curitiba_2017_05_20__12_19_00.wav,0,2.89476022976,344.90254453130126
1,98curitiba_2017_05_20__12_19_00.wav,1,-9.987893538569999,317.2491087445197
1,98curitiba_2017_05_20__12_19_00.wav,2,-1.8775353455850001,28.95678345039204
1,98curitiba_2017_05_20__12_19_00.wav,3,-10.981944051459,669.2252659104261
1,98curitiba_2017_05_20__12_19_00.wav,4,-10.95082301037,1261.7741081566805
1,98curitiba_2017_05_20__12_19_00.wav,5,5.607443666497,94.97984362524038
1,98curitiba_2017_05_20__12_19_00.wav,6,-1.04989572935,43.056596185182215
1,98curitiba_2017_05_20__12_19_00.wav,7,1.684204854527,22.279939949384868
1,98curitiba_2017_05_20__12_19_00.wav,8,0.619245759099,41.095841047244555
1,98curitiba_2017_05_20__12_19_00.wav,9,4.13920535918,46.61292108104515
1,98curitiba_2017_05_20__12_19_00.wav,10,8.378371444524,123.49240501085683
1,98curitiba_2017_05_20__12_19_00.wav,11,-0.6102245716,56.832573395832966
1,98curitiba_2017_05_20__12_19_00.wav,12,1.62098024133,48.61301258900301
1,98curitiba_2017_05_20__12_19_00.wav,13,1.321194203953,43.01146420658389
1,98curitiba_2017_05_20__12_19_00.wav,14,3.68648118199,44.81029289630407
1,98curitiba_2017_05_20__12_19_00.wav,15,7.5578630523029995,125.0033407361805
1,98curitiba_2017_05_20__12_19_00.wav,16,0.893007793496,79.11818257026832
1,98curitiba_2017_05_20__12_19_00.wav,17,-0.7709850046289999,77.08649400267194
1,98curitiba_2017_05_20__12_19_00.wav,18,1.3740214980299998,39.27842961313979
1,98curitiba_2017_05_20__12_19_00.wav,19,4.93817038568,32.115847036840904
1,98curitiba_2017_05_20__12_19_00.wav,20,4.877312124138,115.3696383786546
1,98curitiba_2017_05_20__12_19_00.wav,21,2.911926676711,89.42676164939098
1,98curitiba_2017_05_20__12_19_00.wav,22,-0.09679828886000007,66.06678890984745
1,98curitiba_2017_05_20__12_19_00.wav,23,-3.56293732547,292.9771248878979
1,98curitiba_2017_05_20__12_19_00.wav,24,-1.8995376475500003,324.8604993478745
1,98curitiba_2017_05_20__12_19_00.wav,25,5.780059242679,117.0115621917491
1,98curitiba_2017_05_20__12_19_00.wav,26,4.8672863807399995,126.73797270485973
1,98curitiba_2017_05_20__12_19_00.wav,27,-5.68795114202,66.72104520898124
1,98curitiba_2017_05_20__12_19_00.wav,28,4.21621677074,277.5465736561537
1,98curitiba_2017_05_20__12_19_00.wav,29,6.513953133704,311.330988475576
1,98curitiba_2017_05_20__12_19_00.wav,30,13.19463680695429,165.2022006652229
1,98curitiba_2017_05_20__12_19_00.wav,31,12.21171886031,344.29753883126864
1,98curitiba_2017_05_20__12_19_00.wav,32,1.4523722244200001,82.50559961541133
1,98curitiba_2017_05_20__12_19_00.wav,33,-7.609474050057,842.0158752373843
1,98curitiba_2017_05_20__12_19_00.wav,34,6.748936345166,147.74639531550676
1,98curitiba_2017_05_20__12_19_00.wav,35,12.93651251249,323.76336175773395
1,98curitiba_2017_05_20__12_19_00.wav,36,15.4495581469,269.63920214039354
1,98curitiba_2017_05_20__12_19_00.wav,37,1.6310864444240003,332.8315228578583
1,98curitiba_2017_05_20__12_19_00.wav,38,-3.9181145037000005,324.36682672395125
1,98curitiba_2017_05_20__12_19_00.wav,39,-8.79644760134,1843.1044044694797
1,98curitiba_2017_05_20__12_21_00.wav,0,-5.929730828202,182.056174577628
1,98curitiba_2017_05_20__12_21_00.wav,1,-8.79541899902,37.55838826727945
1,98curitiba_2017_05_20__12_21_00.wav,2,-3.488291380121,71.13969015501647
1,98curitiba_2017_05_20__12_21_00.wav,3,-7.4263141567,53.84299317549053
1,98curitiba_2017_05_20__12_21_00.wav,4,-5.21315161595,52.742271653374274
1,98curitiba_2017_05_20__12_21_00.wav,5,-10.74222475594,167.77477621460707
1,98curitiba_2017_05_20__12_21_00.wav,6,-9.92055723062,43.00237694648934
1,98curitiba_2017_05_20__12_21_00.wav,7,-5.05268658395,192.119784936013
1,98curitiba_2017_05_20__12_21_00.wav,8,5.14794077173,133.74361791866784
1,98curitiba_2017_05_20__12_21_00.wav,9,-1.2235983663610002,19.133678848368604
1,98curitiba_2017_05_20__12_21_00.wav,10,3.3670119769199998,124.29719562582632
1,98curitiba_2017_05_20__12_21_00.wav,11,1.6879090722608998,128.81130015708965
1,98curitiba_2017_05_20__12_21_00.wav,12,-0.693975109128,65.45497671686707
1,98curitiba_2017_05_20__12_21_00.wav,13,4.2395408905173,104.63963913080156
1,98curitiba_2017_05_20__12_21_00.wav,14,-1.6436111737907,59.032543408277355
1,98curitiba_2017_05_20__12_21_00.wav,15,-0.2487531970499999,158.2827165064079
1,98curitiba_2017_05_20__12_21_00.wav,16,2.83999562273,89.62319800906482
1,98curitiba_2017_05_20__12_21_00.wav,17,-2.5190079823000002,72.03051574680974
1,98curitiba_2017_05_20__12_21_00.wav,18,3.358133375592,138.7215439580712
1,98curitiba_2017_05_20__12_21_00.wav,19,-3.1191208630830003,108.62082477533188
1,98curitiba_2017_05_20__12_21_00.wav,20,2.787644546779,87.08342290424984
1,98curitiba_2017_05_20__12_21_00.wav,21,0.9148719533499999,189.621519335637
1,98curitiba_2017_05_20__12_21_00.wav,22,-4.908352547713,75.86057890032541
1,98curitiba_2017_05_20__12_21_00.wav,23,-3.9667254623051,72.37640953718083
1,98curitiba_2017_05_20__12_21_00.wav,24,-3.22202600038,123.13556937978493
1,98curitiba_2017_05_20__12_21_00.wav,25,4.24228830944,99.77124482998852
1,98curitiba_2017_05_20__12_21_00.wav,26,1.3569070950420001,84.68335283006036
1,98curitiba_2017_05_20__12_21_00.wav,27,-5.336952872404,54.98387205059596
1,98curitiba_2017_05_20__12_21_00.wav,28,-3.631931668538,41.47200558308299
1,98curitiba_2017_05_20__12_21_00.wav,29,-1.763168347043,20.05172420694962
1,98curitiba_2017_05_20__12_21_00.wav,30,-1.10274441935,49.91435770958737
1,98curitiba_2017_05_20__12_21_00.wav,31,-3.82164238028,22.654043821137478
1,98curitiba_2017_05_20__12_21_00.wav,32,-4.37123130084,26.37045036559197
1,98curitiba_2017_05_20__12_21_00.wav,33,-5.19466891991,11.916151135920222
1,98curitiba_2017_05_20__12_21_00.wav,34,-3.013425104062,33.52967155088944
1,98curitiba_2017_05_20__12_21_00.wav,35,-1.027682694648,68.94238003111919
1,98curitiba_2017_05_20__12_21_00.wav,36,-3.823496003097,24.11347709204552
1,98curitiba_2017_05_20__12_21_00.wav,37,-5.04672669029,35.06011181165455
1,98curitiba_2017_05_20__12_21_00.wav,38,-2.656895655301,24.137761402159207
1,98curitiba_2017_05_20__12_21_00.wav,39,-3.98164980043,28.56175809180798
1,98curitiba_2017_05_20__12_23_00.wav,0,-4.844964437992,201.1699667893348
1,98curitiba_2017_05_20__12_23_00.wav,1,1.012675016817,10.51216136974564
1,98curitiba_2017_05_20__12_23_00.wav,2,-0.056414454249500014,18.690211694108633
1,98curitiba_2017_05_20__12_23_00.wav,3,-2.592595659511,27.894073112900365
1,98curitiba_2017_05_20__12_23_00.wav,4,-1.17570550219,30.941537603377142
1,98curitiba_2017_05_20__12_23_00.wav,5,-2.333291558491,22.635873844279075
1,98curitiba_2017_05_20__12_23_00.wav,6,-1.65037759061,9.94552843933604
1,98curitiba_2017_05_20__12_23_00.wav,7,-0.717223945109,13.2589384473741
1,98curitiba_2017_05_20__12_23_00.wav,8,-0.881896492776,22.12410102608058
1,98curitiba_2017_05_20__12_23_00.wav,9,1.698960618109,31.63350353565958
1,98curitiba_2017_05_20__12_23_00.wav,10,-0.6891741349,13.571937198154295
1,98curitiba_2017_05_20__12_23_00.wav,11,0.5155456367810001,16.78557620484621
1,98curitiba_2017_05_20__12_23_00.wav,12,2.494874287584,21.298422377296838
1,98curitiba_2017_05_20__12_23_00.wav,13,1.7094526926940001,7.583628805479262
1,98curitiba_2017_05_20__12_23_00.wav,14,2.271123488676,20.386260037127414
1,98curitiba_2017_05_20__12_23_00.wav,15,-4.47362872692,261.9052892825774
1,98curitiba_2017_05_20__12_23_00.wav,16,3.41564805758557,67.36458315873082
1,98curitiba_2017_05_20__12_23_00.wav,17,4.1322470548233,11.915637105657735
1,98curitiba_2017_05_20__12_23_00.wav,18,0.7664794874199999,14.72782246662901
1,98curitiba_2017_05_20__12_23_00.wav,19,-2.577307935002,10.859629985595456
1,98curitiba_2017_05_20__12_23_00.wav,20,4.87247449508,58.27736226443924
1,98curitiba_2017_05_20__12_23_00.wav,21,2.49775469774,119.80681305931988
1,98curitiba_2017_05_20__12_23_00.wav,22,-4.078961821673,186.799542285493
1,98curitiba_2017_05_20__12_23_00.wav,23,5.68035503649,43.662498398422564
1,98curitiba_2017_05_20__12_23_00.wav,24,-2.156089716702,63.256163701687285
1,98curitiba_2017_05_20__12_23_00.wav,25,1.044821885557,13.836490955401837
1,98curitiba_2017_05_20__12_23_00.wav,26,-1.47857482447,22.926083232108358
1,98curitiba_2017_05_20__12_23_00.wav,27,0.9713281103628,12.308290546109552
1,98curitiba_2017_05_20__12_23_00.wav,28,-8.575351197045,246.42163685502214
1,98curitiba_2017_05_20__12_23_00.wav,29,-0.272127995199,14.403567976055088
1,98curitiba_2017_05_20__12_23_00.wav,30,-2.6033232764618,13.953633703016596
1,98curitiba_2017_05_20__12_23_00.wav,31,0.38230344898,12.101088550593985
1,98curitiba_2017_05_20__12_23_00.wav,32,-1.5944246839499998,142.593947371898
1,98curitiba_2017_05_20__12_23_00.wav,33,-2.848032180539,112.05918285003663
1,98curitiba_2017_05_20__12_23_00.wav,34,-3.657441527139,23.843969503175693
1,98curitiba_2017_05_20__12_23_00.wav,35,0.5186709510953,18.60636040948862
1,98curitiba_2017_05_20__12_23_00.wav,36,-0.962297271916,18.830878594822476
1,98curitiba_2017_05_20__12_23_00.wav,37,-5.5436113982699995,120.14038943541367
1,98curitiba_2017_05_20__12_23_00.wav,38,-0.46941486788,56.64867840268735
1,98curitiba_2017_05_20__12_23_00.wav,39,-1.8885867583839,100.19823384246048
1,98curitiba_2017_05_20__12_25_00.wav,0,-11.02810031683,995.3943385618245
1,98curitiba_2017_05_20__12_25_00.wav,1,-8.684054729811,928.342755115184
1,98curitiba_2017_05_20__12_25_00.wav,2,-8.9750196074,487.526062342187
1,98curitiba_2017_05_20__12_25_00.wav,3,-18.004117351785,2506.4106295815827
1,98curitiba_2017_05_20__12_25_00.wav,4,0.06554956284699999,6.075383373818804
1,98curitiba_2017_05_20__12_25_00.wav,5,-2.086173543679,38.547878566276225
1,98curitiba_2017_05_20__12_25_00.wav,6,3.93956155817,30.15595812712822
1,98curitiba_2017_05_20__12_25_00.wav,7,1.974801958869,55.7977458448111
1,98curitiba_2017_05_20__12_25_00.wav,8,-5.07093087564,130.6952472735119
1,98curitiba_2017_05_20__12_25_00.wav,9,1.904983904787,32.66935434816096
1,98curitiba_2017_05_20__12_25_00.wav,10,-1.627388428187,19.55407266342892
1,98curitiba_2017_05_20__12_25_00.wav,11,2.05789478564,22.96145409704906
