music,file,frame,spectralFlux_0_mean,spectralFlux_0_var
1,98curitiba_2017_05_20__12_09_00.wav,36,0.312467037169,0.11353529659742459
1,98curitiba_2017_05_20__12_09_00.wav,37,0.32315701899,0.08529768630152042
1,98curitiba_2017_05_20__12_09_00.wav,38,0.11241541712,0.01238574392299257
1,98curitiba_2017_05_20__12_09_00.wav,39,0.206407861826,0.04388291142705481
1,98curitiba_2017_05_20__12_11_00.wav,0,362991.15068958176,6789889610229.086
1,98curitiba_2017_05_20__12_11_00.wav,1,0.303170605644,0.15429392328584762
1,98curitiba_2017_05_20__12_11_00.wav,2,0.267189849371,0.03704756959147221
1,98curitiba_2017_05_20__12_11_00.wav,3,0.276593403433,0.09496976499668104
1,98curitiba_2017_05_20__12_11_00.wav,4,0.297695897605,0.06934524613396303
1,98curitiba_2017_05_20__12_11_00.wav,5,0.356930817646,0.1204020498907917
1,98curitiba_2017_05_20__12_11_00.wav,6,0.274180599879,0.055098305920227415
1,98curitiba_2017_05_20__12_11_00.wav,7,0.308515999827,0.09988188730310668
1,98curitiba_2017_05_20__12_11_00.wav,8,0.319824701257,0.07552246640518973
1,98curitiba_2017_05_20__12_11_00.wav,9,0.252993642549,0.03558517878490914
1,98curitiba_2017_05_20__12_11_00.wav,10,0.379007390372,0.0769865992326719
1,98curitiba_2017_05_20__12_11_00.wav,11,0.314834568735,0.09454657487319994
1,98curitiba_2017_05_20__12_11_00.wav,12,0.285165876901,0.06677204969236898
1,98curitiba_2017_05_20__12_11_00.wav,13,0.231521447679,0.020140353651945383
1,98curitiba_2017_05_20__12_11_00.wav,14,0.266015840773,0.0318723889501654
1,98curitiba_2017_05_20__12_11_00.wav,15,0.270662040044,0.029609456280424076
1,98curitiba_2017_05_20__12_11_00.wav,16,0.212031817267,0.015600478380100525
1,98curitiba_2017_05_20__12_11_00.wav,17,0.250580602632,0.03244432880584665
1,98curitiba_2017_05_20__12_11_00.wav,18,0.260045935061,0.06673733274463407
1,98curitiba_2017_05_20__12_11_00.wav,19,0.303853418854,0.20736328611679009
1,98curitiba_2017_05_20__12_11_00.wav,20,0.21333846223300001,0.029178051603532918
1,98curitiba_2017_05_20__12_11_00.wav,21,0.168816643709,0.016495603190110668
1,98curitiba_2017_05_20__12_11_00.wav,22,0.226718267287,0.0282351700212466
1,98curitiba_2017_05_20__12_11_00.wav,23,0.27358136315,0.04881894885837038
1,98curitiba_2017_05_20__12_11_00.wav,24,0.239169965399,0.04787433915567337
1,98curitiba_2017_05_20__12_11_00.wav,25,0.358188035103,0.3117139547626314
1,98curitiba_2017_05_20__12_11_00.wav,26,0.352652014923,0.22559082824622265
1,98curitiba_2017_05_20__12_11_00.wav,27,0.253871125767,0.023332781219721113
1,98curitiba_2017_05_20__12_11_00.wav,28,0.390620097273,0.14202741553443193
1,98curitiba_2017_05_20__12_11_00.wav,29,0.447157681348,0.33403614470986753
1,98curitiba_2017_05_20__12_11_00.wav,30,0.35792524256,0.1444551817827916
1,98curitiba_2017_05_20__12_11_00.wav,31,0.337965695983,0.06619816442308016
1,98curitiba_2017_05_20__12_11_00.wav,32,0.249849271092,0.02122247758917055
1,98curitiba_2017_05_20__12_11_00.wav,33,0.33882335458,0.10266782508298633
1,98curitiba_2017_05_20__12_11_00.wav,34,0.21897713043,0.012352001543875559
1,98curitiba_2017_05_20__12_11_00.wav,35,0.31688551059,0.09690578763894377
1,98curitiba_2017_05_20__12_11_00.wav,36,0.345159321221,0.11350078968849066
1,98curitiba_2017_05_20__12_11_00.wav,37,0.363736821409,0.25842998304519244
1,98curitiba_2017_05_20__12_11_00.wav,38,0.245235562085,0.021839411590826075
1,98curitiba_2017_05_20__12_11_00.wav,39,0.214801471753,0.027579729700088536
1,98curitiba_2017_05_20__12_13_00.wav,0,649128.9796099314,36059183976559.39
1,98curitiba_2017_05_20__12_13_00.wav,1,0.408562145925,0.23075798506792175
1,98curitiba_2017_05_20__12_13_00.wav,2,0.312939182529,0.13388851263491802
1,98curitiba_2017_05_20__12_13_00.wav,3,0.341940676978,0.07266931017100432
1,98curitiba_2017_05_20__12_13_00.wav,4,0.285011861887,0.050834827123492236
1,98curitiba_2017_05_20__12_13_00.wav,5,0.35576523592,0.13879649485489087
1,98curitiba_2017_05_20__12_13_00.wav,6,0.316080085078,0.05962969670101994
1,98curitiba_2017_05_20__12_13_00.wav,7,0.282751696142,0.06499855356506035
1,98curitiba_2017_05_20__12_13_00.wav,8,0.188976877091,0.0322052062421659
1,98curitiba_2017_05_20__12_13_00.wav,9,0.282655162026,0.06693715292845138
1,98curitiba_2017_05_20__12_13_00.wav,10,0.24169408087,0.039911711925198705
1,98curitiba_2017_05_20__12_13_00.wav,11,0.275492479124,0.03860681833866293
1,98curitiba_2017_05_20__12_13_00.wav,12,0.417026385301,0.1986361495769753
1,98curitiba_2017_05_20__12_13_00.wav,13,0.42318738915,0.15294936316151564
1,98curitiba_2017_05_20__12_13_00.wav,14,0.353607013574,0.08964956958192494
1,98curitiba_2017_05_20__12_13_00.wav,15,0.363272136254,0.16944053909244006
1,98curitiba_2017_05_20__12_13_00.wav,16,0.427076364037,0.6489064810003884
1,98curitiba_2017_05_20__12_13_00.wav,17,0.398944630315,0.14225434879059667
1,98curitiba_2017_05_20__12_13_00.wav,18,0.278349423799,0.06775804185934994
1,98curitiba_2017_05_20__12_13_00.wav,19,0.341791783215,0.3151586014025759
1,98curitiba_2017_05_20__12_13_00.wav,20,0.412338219962,0.11693303954505686
1,98curitiba_2017_05_20__12_13_00.wav,21,0.285792602449,0.13402008392564965
1,98curitiba_2017_05_20__12_13_00.wav,22,0.29915355531300003,0.1161618865700114
1,98curitiba_2017_05_20__12_13_00.wav,23,0.32390629812,0.06008238864409381
1,98curitiba_2017_05_20__12_13_00.wav,24,0.296844707848,0.07089957400762516
1,98curitiba_2017_05_20__12_13_00.wav,25,0.231298827731,0.06164076896365582
1,98curitiba_2017_05_20__12_13_00.wav,26,0.289935478973,0.028258094289572773
1,98curitiba_2017_05_20__12_13_00.wav,27,0.263383187868,0.06229600738500844
1,98curitiba_2017_05_20__12_13_00.wav,28,0.408569509071,0.38718664360157373
1,98curitiba_2017_05_20__12_13_00.wav,29,0.235985384227,0.033213534710319306
1,98curitiba_2017_05_20__12_13_00.wav,30,0.426450216278,0.09846339476538196
1,98curitiba_2017_05_20__12_13_00.wav,31,0.347850043781,0.06981490771411578
1,98curitiba_2017_05_20__12_13_00.wav,32,0.355627703197,0.18239896119183766
1,98curitiba_2017_05_20__12_13_00.wav,33,0.313274273208,0.04871060437183929
1,98curitiba_2017_05_20__12_13_00.wav,34,0.316986083347,0.05070332377067303
1,98curitiba_2017_05_20__12_13_00.wav,35,0.383583201681,0.25886464585208074
1,98curitiba_2017_05_20__12_13_00.wav,36,0.348056341592,0.12406747087506785
1,98curitiba_2017_05_20__12_13_00.wav,37,0.286761599379,0.04781295509448725
1,98curitiba_2017_05_20__12_13_00.wav,38,0.357242583142,0.16937139922995528
1,98curitiba_2017_05_20__12_13_00.wav,39,0.360005955448,0.09536910064751099
1,98curitiba_2017_05_20__12_15_00.wav,0,10643893.613985742,1.1323750577128586e+16
1,98curitiba_2017_05_20__12_15_00.wav,1,0.367488954935,0.05878115741971846
1,98curitiba_2017_05_20__12_15_00.wav,2,0.32396353196,0.08683132320033823
1,98curitiba_2017_05_20__12_15_00.wav,3,0.152517627229,0.033984734332300634
1,98curitiba_2017_05_20__12_15_00.wav,4,0.243097563122,0.06779743528136631
1,98curitiba_2017_05_20__12_15_00.wav,5,0.202497206202,0.03309516002107885
1,98curitiba_2017_05_20__12_15_00.wav,6,0.210869389693,0.06265755347800901
1,98curitiba_2017_05_20__12_15_00.wav,7,0.243400338486,0.09676894715414819
1,98curitiba_2017_05_20__12_15_00.wav,8,0.305687256938,0.042015911207550084
1,98curitiba_2017_05_20__12_15_00.wav,9,0.237419540433,0.03506100496482237
1,98curitiba_2017_05_20__12_15_00.wav,10,0.211954743921,0.0709571707482541
1,98curitiba_2017_05_20__12_15_00.wav,11,0.24523707428,0.06932925352930511
1,98curitiba_2017_05_20__12_15_00.wav,12,0.275066318315,0.03166370513406294
1,98curitiba_2017_05_20__12_15_00.wav,13,0.293798726241,0.04310134304602938
1,98curitiba_2017_05_20__12_15_00.wav,14,0.204608092349,0.031051685679924963
1,98curitiba_2017_05_20__12_15_00.wav,15,0.324772691209,0.04976362127493438
1,98curitiba_2017_05_20__12_15_00.wav,16,0.365716747008,0.07312946417485729
1,98curitiba_2017_05_20__12_15_00.wav,17,0.360073566441,0.044951476609045866
1,98curitiba_2017_05_20__12_15_00.wav,18,0.3278865266335,0.06897942183217749
1,98curitiba_2017_05_20__12_15_00.wav,19,0.357868821082,0.07468936414481189
1,98curitiba_2017_05_20__12_15_00.wav,20,0.29095781198,0.044355555873936484
1,98curitiba_2017_05_20__12_15_00.wav,21,0.241336555175,0.029616066661416668
1,98curitiba_2017_05_20__12_15_00.wav,22,0.273423175946,0.06115376403606642
1,98curitiba_2017_05_20__12_15_00.wav,23,0.285289089068,0.058691169786157675
1,98curitiba_2017_05_20__12_15_00.wav,24,0.174663551193,0.012761531436236219
1,98curitiba_2017_05_20__12_15_00.wav,25,0.117664175692,0.004988537191622494
1,98curitiba_2017_05_20__12_15_00.wav,26,0.211688810716,0.023973398042383597
1,98curitiba_2017_05_20__12_15_00.wav,27,0.246772017608,0.03267063635809485
1,98curitiba_2017_05_20__12_15_00.wav,28,0.284143916102,0.02900924935798354
1,98curitiba_2017_05_20__12_15_00.wav,29,0.216905317179,0.025975511543920065
1,98curitiba_2017_05_20__12_15_00.wav,30,0.286306722252,0.029677791866740393
1,98curitiba_2017_05_20__12_15_00.wav,31,0.289937681378,0.02803637316674678
1,98curitiba_2017_05_20__12_15_00.wav,32,0.233086064142,0.01473899584213312
1,98curitiba_2017_05_20__12_15_00.wav,33,0.29386687936,0.0779079911763944
1,98curitiba_2017_05_20__12_15_00.wav,34,0.329497437414,0.04953532391843736
1,98curitiba_2017_05_20__12_15_00.wav,35,0.261046985886,0.022992770550691568
1,98curitiba_2017_05_20__12_15_00.wav,36,0.263412483795,0.032902770226900406
1,98curitiba_2017_05_20__12_15_00.wav,37,0.314666467363,0.038570784616753034
1,98curitiba_2017_05_20__12_15_00.wav,38,0.23976485553,0.026680857211541946
1,98curitiba_2017_05_20__12_15_00.wav,39,0.211479741736,0.018696228940091462
1,98curitiba_2017_05_20__12_19_00.wav,0,445149.2287550749,9812132948946.031
1,98curitiba_2017_05_20__12_19_00.wav,1,0.315211856993,0.06907611970824676
1,98curitiba_2017_05_20__12_19_00.wav,2,0.223267773994,0.05911471779983067
1,98curitiba_2017_05_20__12_19_00.wav,3,0.272645900564,0.043679167202839785
1,98curitiba_2017_05_20__12_19_00.wav,4,0.2409176464834,0.047547608666269586
1,98curitiba_2017_05_20__12_19_00.wav,5,0.249748755815,0.09094302252151082
1,98curitiba_2017_05_20__12_19_00.wav,6,0.32018415206,0.07871628691068823
1,98curitiba_2017_05_20__12_19_00.wav,7,0.250739942318,0.04112610661614352
1,98curitiba_2017_05_20__12_19_00.wav,8,0.25647858005199997,0.019942490665616434
1,98curitiba_2017_05_20__12_19_00.wav,9,0.21604912411,0.028245318737964768
1,98curitiba_2017_05_20__12_19_00.wav,10,0.237022696568,0.06350758473224435
1,98curitiba_2017_05_20__12_19_00.wav,11,0.290354574204,0.04997011518918525
1,98curitiba_2017_05_20__12_19_00.wav,12,0.241136980554,0.03264808536288814
1,98curitiba_2017_05_20__12_19_00.wav,13,0.24031702767,0.03065220725984358
1,98curitiba_2017_05_20__12_19_00.wav,14,0.241637240398,0.04021619120515801
1,98curitiba_2017_05_20__12_19_00.wav,15,0.24188152932,0.04605453659610142
1,98curitiba_2017_05_20__12_19_00.wav,16,0.291570266027,0.041395921247473565
1,98curitiba_2017_05_20__12_19_00.wav,17,0.281040853696,0.04670939894620682
1,98curitiba_2017_05_20__12_19_00.wav,18,0.232607122163,0.016594988459489177
1,98curitiba_2017_05_20__12_19_00.wav,19,0.222791893446,0.025597897333025504
1,98curitiba_2017_05_20__12_19_00.wav,20,0.268986028555,0.05160052481056934
1,98curitiba_2017_05_20__12_19_00.wav,21,0.253573272242,0.03160810950499419
1,98curitiba_2017_05_20__12_19_00.wav,22,0.26301636799,0.03382740151405822
1,98curitiba_2017_05_20__12_19_00.wav,23,0.285961548578,0.03684888047307042
1,98curitiba_2017_05_20__12_19_00.wav,24,0.226461240939,0.03183952683385663
1,98curitiba_2017_05_20__12_19_00.wav,25,0.253008752324,0.04135581743057299
1,98curitiba_2017_05_20__12_19_00.wav,26,0.269079005407,0.04278138714561453
1,98curitiba_2017_05_20__12_19_00.wav,27,0.367154376701,0.07710273838436582
1,98curitiba_2017_05_20__12_19_00.wav,28,0.22071370396,0.047644474694963426
1,98curitiba_2017_05_20__12_19_00.wav,29,0.270466982891,0.09287093612321239
1,98curitiba_2017_05_20__12_19_00.wav,30,0.253533319205,0.054348053073731674
1,98curitiba_2017_05_20__12_19_00.wav,31,0.187178054614,0.07636266140482982
1,98curitiba_2017_05_20__12_19_00.wav,32,0.307949750284,0.109003180019363
1,98curitiba_2017_05_20__12_19_00.wav,33,0.289052358074,0.1382750279124939
1,98curitiba_2017_05_20__12_19_00.wav,34,0.1566388112624,0.05281282348425244
1,98curitiba_2017_05_20__12_19_00.wav,35,0.2410852850187,0.13116650609989186
1,98curitiba_2017_05_20__12_19_00.wav,36,0.213176045448,0.06919153878102526
1,98curitiba_2017_05_20__12_19_00.wav,37,0.2893637301281,0.1520514637905103
1,98curitiba_2017_05_20__12_19_00.wav,38,0.270620120089,0.08629698050828898
1,98curitiba_2017_05_20__12_19_00.wav,39,0.227051830111,0.09392728557657286
1,98curitiba_2017_05_20__12_21_00.wav,0,1807702532.8731833,3.2677880716710655e+20
1,98curitiba_2017_05_20__12_21_00.wav,1,0.351015979286,0.061692003883230026
1,98curitiba_2017_05_20__12_21_00.wav,2,0.321539428597,0.0448270787797973
1,98curitiba_2017_05_20__12_21_00.wav,3,0.357692843524,0.05173472061906716
1,98curitiba_2017_05_20__12_21_00.wav,4,0.344083355007,0.04303189259217692
1,98curitiba_2017_05_20__12_21_00.wav,5,0.32167769321899997,0.1136631291843908
1,98curitiba_2017_05_20__12_21_00.wav,6,0.312750001287,0.0599102205584922
1,98curitiba_2017_05_20__12_21_00.wav,7,0.275172620127,0.24589226559600066
1,98curitiba_2017_05_20__12_21_00.wav,8,0.322739054671,0.04452586710514044
1,98curitiba_2017_05_20__12_21_00.wav,9,0.274058385324,0.031311302063848495
1,98curitiba_2017_05_20__12_21_00.wav,10,0.255689424758,0.04190689500992842
1,98curitiba_2017_05_20__12_21_00.wav,11,0.270965086368,0.04143009168818451
1,98curitiba_2017_05_20__12_21_00.wav,12,0.332659951809,0.04733793657244306
1,98curitiba_2017_05_20__12_21_00.wav,13,0.349733158868,0.04628644182172455
1,98curitiba_2017_05_20__12_21_00.wav,14,0.248338297445,0.018128280083712485
1,98curitiba_2017_05_20__12_21_00.wav,15,0.31077665868,0.035699892159175885
1,98curitiba_2017_05_20__12_21_00.wav,16,0.268762645859,0.03783035266385135
1,98curitiba_2017_05_20__12_21_00.wav,17,0.287389551646,0.042475329725121996
1,98curitiba_2017_05_20__12_21_00.wav,18,0.297774894126,0.03783442039168758
1,98curitiba_2017_05_20__12_21_00.wav,19,0.255461837216,0.024409872686906815
1,98curitiba_2017_05_20__12_21_00.wav,20,0.283355612434,0.03890294649898388
1,98curitiba_2017_05_20__12_21_00.wav,21,0.27061195385,0.025299998793122096
1,98curitiba_2017_05_20__12_21_00.wav,22,0.282585549928,0.040345869157639117
1,98curitiba_2017_05_20__12_21_00.wav,23,0.302738183981,0.03220904753130162
1,98curitiba_2017_05_20__12_21_00.wav,24,0.259770658855,0.021705144406743884
1,98curitiba_2017_05_20__12_21_00.wav,25,0.265704665443,0.03635425878319404
1,98curitiba_2017_05_20__12_21_00.wav,26,0.249362323785,0.032764615437647304
1,98curitiba_2017_05_20__12_21_00.wav,27,0.288514443314,0.03214946876818133
1,98curitiba_2017_05_20__12_21_00.wav,28,0.318762540234,0.02803651769344508
1,98curitiba_2017_05_20__12_21_00.wav,29,0.269582966751,0.029850313590704686
1,98curitiba_2017_05_20__12_21_00.wav,30,0.279813659135,0.046251585422907665
1,98curitiba_2017_05_20__12_21_00.wav,31,0.278967563569,0.019321193703515715
1,98curitiba_2017_05_20__12_21_00.wav,32,0.28804108565,0.028390626015847832
1,98curitiba_2017_05_20__12_21_00.wav,33,0.325879959956,0.03934724702155671
1,98curitiba_2017_05_20__12_21_00.wav,34,0.305969629217,0.04057740097379322
1,98curitiba_2017_05_20__12_21_00.wav,35,0.298929442421,0.04668232662969476
1,98curitiba_2017_05_20__12_21_00.wav,36,0.296283947535,0.02514627382558621
1,98curitiba_2017_05_20__12_21_00.wav,37,0.278462312911,0.026161457501633192
1,98curitiba_2017_05_20__12_21_00.wav,38,0.292665606535,0.03224717740906858
1,98curitiba_2017_05_20__12_21_00.wav,39,0.24531577374400002,0.03680561103631164
1,98curitiba_2017_05_20__12_23_00.wav,0,10727763.921434466,1.1502455291172418e+16
1,98curitiba_2017_05_20__12_23_00.wav,1,0.432009798339,0.1704964508001674
1,98curitiba_2017_05_20__12_23_00.wav,2,0.387703412956,0.15529773377607448
1,98curitiba_2017_05_20__12_23_00.wav,3,0.3955495082,0.10766995886764759
1,98curitiba_2017_05_20__12_23_00.wav,4,0.336170306542,0.27193983844777814
1,98curitiba_2017_05_20__12_23_00.wav,5,0.344788004209,0.10155496722020145
1,98curitiba_2017_05_20__12_23_00.wav,6,0.415664463368,0.288869720967791
1,98curitiba_2017_05_20__12_23_00.wav,7,0.405489326223,0.39596098527096457
1,98curitiba_2017_05_20__12_23_00.wav,8,0.330424891645,0.10756588542011206
1,98curitiba_2017_05_20__12_23_00.wav,9,0.413290423087,0.19053042892123553
1,98curitiba_2017_05_20__12_23_00.wav,10,0.38063831479,0.10350798563550859
1,98curitiba_2017_05_20__12_23_00.wav,11,0.3555739742,0.13662882189177708
1,98curitiba_2017_05_20__12_23_00.wav,12,0.324279081546,0.17057248316097418
1,98curitiba_2017_05_20__12_23_00.wav,13,0.299281558323,0.04897086405250557
1,98curitiba_2017_05_20__12_23_00.wav,14,0.360414736147,0.14171482835651936
1,98curitiba_2017_05_20__12_23_00.wav,15,0.297173409755,0.06731475189937719
1,98curitiba_2017_05_20__12_23_00.wav,16,0.248630924339,0.04886206401935958
1,98curitiba_2017_05_20__12_23_00.wav,17,0.311019294949,0.03906700114314701
1,98curitiba_2017_05_20__12_23_00.wav,18,0.354122087462,0.11621176431498843
1,98curitiba_2017_05_20__12_23_00.wav,19,0.219598545787,0.13313355715664965
1,98curitiba_2017_05_20__12_23_00.wav,20,0.297630765161,0.06365703432381131
1,98curitiba_2017_05_20__12_23_00.wav,21,0.378094038109,0.08535975554493347
1,98curitiba_2017_05_20__12_23_00.wav,22,0.263531155966,0.06772557999896245
1,98curitiba_2017_05_20__12_23_00.wav,23,0.235561621006,0.02625915489290224
1,98curitiba_2017_05_20__12_23_00.wav,24,0.32095622811200003,0.03403025805161081
1,98curitiba_2017_05_20__12_23_00.wav,25,0.296099007602,0.05629289137697714
1,98curitiba_2017_05_20__12_23_00.wav,26,0.364898320249,0.07043183678385609
1,98curitiba_2017_05_20__12_23_00.wav,27,0.382413543876,0.13150306510020662
1,98curitiba_2017_05_20__12_23_00.wav,28,0.32146614086499997,0.14285865495689645
1,98curitiba_2017_05_20__12_23_00.wav,29,0.392758212243,0.09157038766371989
1,98curitiba_2017_05_20__12_23_00.wav,30,0.30867599679,0.05292414671174825
1,98curitiba_2017_05_20__12_23_00.wav,31,0.322671138882,0.20068707250594692
1,98curitiba_2017_05_20__12_23_00.wav,32,0.427038015566,0.0851747554228001
1,98curitiba_2017_05_20__12_23_00.wav,33,0.371413519361,0.08665184804509855
1,98curitiba_2017_05_20__12_23_00.wav,34,0.392878078578,0.11724492732269402
1,98curitiba_2017_05_20__12_23_00.wav,35,0.308552249105,0.055314576858915054
1,98curitiba_2017_05_20__12_23_00.wav,36,0.305197929158,0.057640046756611454
1,98curitiba_2017_05_20__12_23_00.wav,37,0.366300819134,0.12194343298894826
1,98curitiba_2017_05_20__12_23_00.wav,38,0.344482362678,0.12273006374730495
1,98curitiba_2017_05_20__12_23_00.wav,39,0.296449602045,0.04031859680701849
1,98curitiba_2017_05_20__12_25_00.wav,0,3000364766.880519,9.002188510792521e+20
1,98curitiba_2017_05_20__12_25_00.wav,1,0.272924606284,0.049599546381022916
1,98curitiba_2017_05_20__12_25_00.wav,2,0.33714066354,0.10054185089057488
1,98curitiba_2017_05_20__12_25_00.wav,3,0.241134844111,0.06852760780654185
1,98curitiba_2017_05_20__12_25_00.wav,4,0.157015005813,0.008274902587522314
1,98curitiba_2017_05_20__12_25_00.wav,5,0.363120769291,0.21870320749470906
1,98curitiba_2017_05_20__12_25_00.wav,6,0.323808133162,0.24162147896849082
1,98curitiba_2017_05_20__12_25_00.wav,7,0.248368609196,0.02707075532304849
1,98curitiba_2017_05_20__12_25_00.wav,8,0.323117182274,0.0433973643507204
1,98curitiba_2017_05_20__12_25_00.wav,9,0.233764807439,0.08231852142908089
